hv001,hv002,total_household_members,hv010,hv011,hv012,hv014,hv024,hv025,hv027,financial_depriv,electricity_depriv,water_depriv,sanitation_depriv,cooking_fuel_depriv,floor_depriv,information_asset,mobility_asset,livelihood_asset,asset_depriv,hv108,malnutrition,child_under_5,woman_15_to_49,child_not_in_school,school_attainment_depriv,school_attendance_depriv,child_mortailty,total_of_weighted_deprivations,headcount_poor,total_poverty_intensity,DHSID_num,ADM1NAME,LATNUM,LONGNUM,Nightlights_Composite,All_Population_Density_2015,BUILT_Population_2014,geometry,index_right,LOCAL_AUTH,DISTRICT_N,DIST_NAME_,DIST_NM_LA,PROVINCEPC,PROVNAMEFU,DISTRICTPC,STATUS,NOOFWARDS,HRName,HRPCode,HRParent
1,17,2,1,0,2,1,3,2,1,1,1,0,0,1,0,0,0,1,1,1,0.0,1,1,0,0,0,0.0,0.16666666666666666,0,0.0,1,Mashonaland East,-17.303925,31.888711,0.002814567,48.46884743,0.003544021,POINT (31.888711 -17.303925),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
1,18,6,1,1,6,1,3,2,1,1,1,1,1,1,1,1,1,1,0,3,0.0,1,1,1,0,1,1.0,0.6111111111111112,6,3.666666666666667,1,Mashonaland East,-17.303925,31.888711,0.002814567,48.46884743,0.003544021,POINT (31.888711 -17.303925),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
1,19,4,1,1,4,1,3,2,1,1,1,1,1,1,0,1,1,1,0,2,0.0,0,1,0,0,0,0.0,0.2222222222222222,0,0.0,1,Mashonaland East,-17.303925,31.888711,0.002814567,48.46884743,0.003544021,POINT (31.888711 -17.303925),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
1,21,2,1,0,2,1,3,2,1,1,1,1,1,1,0,1,0,1,0,1,0.0,1,1,0,0,0,0.0,0.2222222222222222,0,0.0,1,Mashonaland East,-17.303925,31.888711,0.002814567,48.46884743,0.003544021,POINT (31.888711 -17.303925),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
1,22,5,1,1,5,1,3,2,1,1,1,0,1,1,0,1,1,1,0,3,0.0,1,1,0,0,0,0.0,0.16666666666666666,0,0.0,1,Mashonaland East,-17.303925,31.888711,0.002814567,48.46884743,0.003544021,POINT (31.888711 -17.303925),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
1,25,6,1,2,6,1,3,2,1,1,1,1,1,1,0,1,1,1,0,4,0.0,1,1,0,0,0,0.0,0.2222222222222222,0,0.0,1,Mashonaland East,-17.303925,31.888711,0.002814567,48.46884743,0.003544021,POINT (31.888711 -17.303925),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
1,26,4,1,0,4,2,3,2,1,1,1,1,1,1,1,0,0,1,1,1,1.0,1,1,0,0,0,1.0,0.6666666666666667,4,2.666666666666667,1,Mashonaland East,-17.303925,31.888711,0.002814567,48.46884743,0.003544021,POINT (31.888711 -17.303925),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
1,27,2,1,0,2,1,3,2,1,1,1,1,1,1,0,1,0,1,0,1,0.0,1,1,0,0,0,0.0,0.2222222222222222,0,0.0,1,Mashonaland East,-17.303925,31.888711,0.002814567,48.46884743,0.003544021,POINT (31.888711 -17.303925),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
153,1,3,1,1,3,1,3,2,1,1,1,1,1,1,1,1,1,1,0,2,0.0,1,1,0,0,0,0.0,0.2777777777777778,0,0.0,153,Mashonaland East,-16.97359,32.165493,0.0005240069999999999,46.04384831,0.009650322,POINT (32.165493 -16.97359),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
153,2,3,1,0,3,1,3,2,1,1,1,1,1,1,1,1,0,1,0,1,0.0,0,1,0,0,0,0.0,0.2777777777777778,0,0.0,153,Mashonaland East,-16.97359,32.165493,0.0005240069999999999,46.04384831,0.009650322,POINT (32.165493 -16.97359),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
153,4,6,1,1,6,2,3,2,1,1,1,0,0,1,0,1,0,1,0,2,0.0,1,1,0,0,0,0.0,0.1111111111111111,0,0.0,153,Mashonaland East,-16.97359,32.165493,0.0005240069999999999,46.04384831,0.009650322,POINT (32.165493 -16.97359),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
153,5,7,1,1,7,2,3,2,1,1,1,1,1,1,0,1,0,1,0,3,1.0,1,1,0,0,0,0.0,0.38888888888888895,7,2.7222222222222228,153,Mashonaland East,-16.97359,32.165493,0.0005240069999999999,46.04384831,0.009650322,POINT (32.165493 -16.97359),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
153,6,2,1,0,2,1,3,2,1,1,1,1,1,1,1,0,0,1,1,1,1.0,1,1,0,0,0,0.0,0.5000000000000001,2,1.0000000000000002,153,Mashonaland East,-16.97359,32.165493,0.0005240069999999999,46.04384831,0.009650322,POINT (32.165493 -16.97359),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
153,7,5,1,0,5,1,3,2,1,1,1,1,1,1,1,1,0,1,0,1,0.0,1,1,0,0,0,0.0,0.2777777777777778,0,0.0,153,Mashonaland East,-16.97359,32.165493,0.0005240069999999999,46.04384831,0.009650322,POINT (32.165493 -16.97359),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
153,9,6,2,0,4,0,3,2,1,1,1,1,1,1,1,1,1,1,0,3,0.0,1,1,0,0,0,0.0,0.2777777777777778,0,0.0,153,Mashonaland East,-16.97359,32.165493,0.0005240069999999999,46.04384831,0.009650322,POINT (32.165493 -16.97359),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
153,10,5,1,1,5,1,3,2,1,1,1,1,1,1,1,1,1,1,0,2,0.0,1,1,0,0,0,0.0,0.2777777777777778,0,0.0,153,Mashonaland East,-16.97359,32.165493,0.0005240069999999999,46.04384831,0.009650322,POINT (32.165493 -16.97359),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
153,11,5,1,0,5,2,3,2,1,1,1,1,1,1,1,0,0,1,1,1,1.0,1,1,0,0,0,1.0,0.6666666666666667,5,3.333333333333334,153,Mashonaland East,-16.97359,32.165493,0.0005240069999999999,46.04384831,0.009650322,POINT (32.165493 -16.97359),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
153,13,4,1,0,4,2,3,2,1,1,1,1,1,1,0,1,1,1,0,2,0.0,1,1,0,0,0,0.0,0.2222222222222222,0,0.0,153,Mashonaland East,-16.97359,32.165493,0.0005240069999999999,46.04384831,0.009650322,POINT (32.165493 -16.97359),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
153,14,1,1,0,1,0,3,2,1,1,1,1,0,1,0,1,1,1,0,1,1.0,0,1,0,0,0,0.0,0.33333333333333337,1,0.33333333333333337,153,Mashonaland East,-16.97359,32.165493,0.0005240069999999999,46.04384831,0.009650322,POINT (32.165493 -16.97359),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
153,17,11,3,2,7,1,3,2,1,1,1,1,0,1,0,1,0,1,0,4,0.0,1,1,0,0,0,0.0,0.16666666666666666,0,0.0,153,Mashonaland East,-16.97359,32.165493,0.0005240069999999999,46.04384831,0.009650322,POINT (32.165493 -16.97359),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
153,18,5,2,1,5,0,3,2,1,1,1,1,1,1,1,1,0,1,0,2,0.0,0,1,0,0,0,0.0,0.2777777777777778,0,0.0,153,Mashonaland East,-16.97359,32.165493,0.0005240069999999999,46.04384831,0.009650322,POINT (32.165493 -16.97359),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
153,20,2,1,0,2,0,3,2,1,1,1,1,1,1,1,1,0,0,1,2,0.0,0,1,1,0,1,1.0,0.6666666666666667,2,1.3333333333333335,153,Mashonaland East,-16.97359,32.165493,0.0005240069999999999,46.04384831,0.009650322,POINT (32.165493 -16.97359),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
153,23,5,1,0,5,2,3,2,1,1,1,1,1,1,1,1,0,1,0,1,0.0,1,1,1,0,1,0.0,0.44444444444444453,5,2.2222222222222228,153,Mashonaland East,-16.97359,32.165493,0.0005240069999999999,46.04384831,0.009650322,POINT (32.165493 -16.97359),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
153,25,4,2,1,4,1,3,2,1,1,1,0,0,1,1,1,0,1,0,3,0.0,1,1,0,0,0,0.0,0.16666666666666666,0,0.0,153,Mashonaland East,-16.97359,32.165493,0.0005240069999999999,46.04384831,0.009650322,POINT (32.165493 -16.97359),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
153,26,5,1,1,5,1,3,2,1,1,1,1,1,1,1,1,0,1,0,1,0.0,1,1,0,0,0,1.0,0.44444444444444453,5,2.2222222222222228,153,Mashonaland East,-16.97359,32.165493,0.0005240069999999999,46.04384831,0.009650322,POINT (32.165493 -16.97359),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
153,28,4,1,1,4,1,3,2,1,1,1,1,1,1,0,1,1,1,0,2,1.0,1,1,0,0,0,0.0,0.38888888888888895,4,1.5555555555555558,153,Mashonaland East,-16.97359,32.165493,0.0005240069999999999,46.04384831,0.009650322,POINT (32.165493 -16.97359),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
153,29,5,2,0,5,2,3,2,1,1,1,1,1,1,1,0,0,1,1,1,1.0,1,1,1,0,1,0.0,0.6666666666666667,5,3.333333333333334,153,Mashonaland East,-16.97359,32.165493,0.0005240069999999999,46.04384831,0.009650322,POINT (32.165493 -16.97359),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
355,3,6,2,2,6,1,3,2,1,1,1,0,0,1,0,1,1,1,0,4,0.0,0,1,0,0,0,0.0,0.1111111111111111,0,0.0,355,Mashonaland East,-17.440183,31.762038,0.002738773,57.08199588,0.001662664,POINT (31.762038 -17.440183),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
355,10,6,1,4,6,0,3,2,1,1,1,0,0,1,0,1,0,1,0,5,0.0,0,1,0,0,0,0.0,0.1111111111111111,0,0.0,355,Mashonaland East,-17.440183,31.762038,0.002738773,57.08199588,0.001662664,POINT (31.762038 -17.440183),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
355,11,7,1,1,7,0,3,2,1,1,1,0,1,1,0,1,1,1,0,3,1.0,0,1,0,0,0,0.0,0.33333333333333337,7,2.3333333333333335,355,Mashonaland East,-17.440183,31.762038,0.002738773,57.08199588,0.001662664,POINT (31.762038 -17.440183),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
355,13,5,1,0,5,1,3,2,1,1,1,1,1,1,1,1,1,1,0,1,0.0,1,1,0,0,0,0.0,0.2777777777777778,0,0.0,355,Mashonaland East,-17.440183,31.762038,0.002738773,57.08199588,0.001662664,POINT (31.762038 -17.440183),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
355,16,7,1,1,7,2,3,2,1,1,1,1,0,1,0,1,1,1,0,1,0.0,1,1,0,0,0,0.0,0.16666666666666666,0,0.0,355,Mashonaland East,-17.440183,31.762038,0.002738773,57.08199588,0.001662664,POINT (31.762038 -17.440183),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
355,18,8,2,1,8,2,3,2,1,1,1,1,1,1,0,1,1,1,0,3,2.0,1,1,0,0,0,0.0,0.5555555555555556,8,4.444444444444445,355,Mashonaland East,-17.440183,31.762038,0.002738773,57.08199588,0.001662664,POINT (31.762038 -17.440183),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
355,28,2,1,1,2,0,3,2,1,1,1,0,1,1,0,1,0,1,0,2,0.0,0,1,0,0,0,1.0,0.33333333333333337,2,0.6666666666666667,355,Mashonaland East,-17.440183,31.762038,0.002738773,57.08199588,0.001662664,POINT (31.762038 -17.440183),56,ZvataidaRDC,Uzumba Maramba Pfungwe,UzumbaMarambaPfungwe,UMP,13,Mashonaland East,1309,Rural,17,UzumbaMarambaPfungwe,ZW1309,ZW13
2,1,2,1,0,2,1,8,2,1,1,1,1,1,1,1,1,0,1,0,1,1.0,1,1,0,0,0,0.0,0.44444444444444453,2,0.8888888888888891,2,Masvingo,-20.733202,30.740049,0.005415121,70.738665,2e-05,POINT (30.740049 -20.733202),34,ChiviRDC,Chivi,Chivi,Chivi,18,Masvingo,1803,Rural,32,Chivi,ZW1803,ZW18
2,4,5,1,1,2,0,8,2,1,1,1,1,0,1,0,1,0,1,0,2,1.0,1,1,0,0,0,0.0,0.33333333333333337,5,1.666666666666667,2,Masvingo,-20.733202,30.740049,0.005415121,70.738665,2e-05,POINT (30.740049 -20.733202),34,ChiviRDC,Chivi,Chivi,Chivi,18,Masvingo,1803,Rural,32,Chivi,ZW1803,ZW18
2,6,3,1,0,2,0,8,2,1,1,1,1,1,1,0,1,0,1,0,1,0.0,0,1,0,0,0,0.0,0.2222222222222222,0,0.0,2,Masvingo,-20.733202,30.740049,0.005415121,70.738665,2e-05,POINT (30.740049 -20.733202),34,ChiviRDC,Chivi,Chivi,Chivi,18,Masvingo,1803,Rural,32,Chivi,ZW1803,ZW18
2,8,5,1,0,5,2,8,2,1,1,1,0,1,1,1,0,0,1,1,1,2.0,1,1,0,0,0,0.0,0.6111111111111112,5,3.055555555555556,2,Masvingo,-20.733202,30.740049,0.005415121,70.738665,2e-05,POINT (30.740049 -20.733202),34,ChiviRDC,Chivi,Chivi,Chivi,18,Masvingo,1803,Rural,32,Chivi,ZW1803,ZW18
2,12,4,2,1,4,0,8,2,1,1,1,1,1,1,0,1,0,1,0,4,0.0,0,1,0,0,0,0.0,0.2222222222222222,0,0.0,2,Masvingo,-20.733202,30.740049,0.005415121,70.738665,2e-05,POINT (30.740049 -20.733202),34,ChiviRDC,Chivi,Chivi,Chivi,18,Masvingo,1803,Rural,32,Chivi,ZW1803,ZW18
2,14,5,1,0,5,0,8,2,1,1,1,1,1,1,0,1,0,1,0,2,0.0,0,1,0,0,0,0.0,0.2222222222222222,0,0.0,2,Masvingo,-20.733202,30.740049,0.005415121,70.738665,2e-05,POINT (30.740049 -20.733202),34,ChiviRDC,Chivi,Chivi,Chivi,18,Masvingo,1803,Rural,32,Chivi,ZW1803,ZW18
2,15,7,1,3,7,0,8,2,1,1,1,1,1,1,1,0,0,1,1,4,0.0,0,1,0,0,0,0.0,0.33333333333333337,7,2.3333333333333335,2,Masvingo,-20.733202,30.740049,0.005415121,70.738665,2e-05,POINT (30.740049 -20.733202),34,ChiviRDC,Chivi,Chivi,Chivi,18,Masvingo,1803,Rural,32,Chivi,ZW1803,ZW18
2,16,2,1,0,2,0,8,2,1,1,1,1,1,1,0,1,1,1,0,1,0.0,0,1,0,0,0,0.0,0.2222222222222222,0,0.0,2,Masvingo,-20.733202,30.740049,0.005415121,70.738665,2e-05,POINT (30.740049 -20.733202),34,ChiviRDC,Chivi,Chivi,Chivi,18,Masvingo,1803,Rural,32,Chivi,ZW1803,ZW18
2,17,6,2,0,6,2,8,2,1,1,1,1,1,1,1,0,0,1,1,3,1.0,1,1,0,0,0,0.0,0.5000000000000001,6,3.000000000000001,2,Masvingo,-20.733202,30.740049,0.005415121,70.738665,2e-05,POINT (30.740049 -20.733202),34,ChiviRDC,Chivi,Chivi,Chivi,18,Masvingo,1803,Rural,32,Chivi,ZW1803,ZW18
2,18,6,2,1,6,2,8,2,1,1,1,1,1,1,1,1,1,1,0,4,0.0,1,1,0,0,0,0.0,0.2777777777777778,0,0.0,2,Masvingo,-20.733202,30.740049,0.005415121,70.738665,2e-05,POINT (30.740049 -20.733202),34,ChiviRDC,Chivi,Chivi,Chivi,18,Masvingo,1803,Rural,32,Chivi,ZW1803,ZW18
2,20,8,2,1,8,1,8,2,1,1,1,1,0,1,0,1,0,1,0,4,1.0,1,1,0,0,0,0.0,0.33333333333333337,8,2.666666666666667,2,Masvingo,-20.733202,30.740049,0.005415121,70.738665,2e-05,POINT (30.740049 -20.733202),34,ChiviRDC,Chivi,Chivi,Chivi,18,Masvingo,1803,Rural,32,Chivi,ZW1803,ZW18
2,23,5,1,0,5,1,8,2,1,1,1,1,0,1,1,1,0,1,0,1,1.0,1,1,0,0,0,0.0,0.38888888888888895,5,1.9444444444444446,2,Masvingo,-20.733202,30.740049,0.005415121,70.738665,2e-05,POINT (30.740049 -20.733202),34,ChiviRDC,Chivi,Chivi,Chivi,18,Masvingo,1803,Rural,32,Chivi,ZW1803,ZW18
2,25,7,3,0,7,3,8,2,1,1,1,1,1,1,1,1,0,1,0,3,2.0,1,1,0,0,0,0.0,0.6111111111111112,7,4.277777777777779,2,Masvingo,-20.733202,30.740049,0.005415121,70.738665,2e-05,POINT (30.740049 -20.733202),34,ChiviRDC,Chivi,Chivi,Chivi,18,Masvingo,1803,Rural,32,Chivi,ZW1803,ZW18
2,27,10,1,1,10,1,8,2,1,1,1,0,1,1,1,0,0,1,1,4,2.0,1,1,0,0,0,0.0,0.6111111111111112,10,6.111111111111112,2,Masvingo,-20.733202,30.740049,0.005415121,70.738665,2e-05,POINT (30.740049 -20.733202),34,ChiviRDC,Chivi,Chivi,Chivi,18,Masvingo,1803,Rural,32,Chivi,ZW1803,ZW18
75,1,5,1,0,5,1,8,2,1,1,1,1,1,1,0,1,0,1,0,1,0.0,1,1,0,0,0,0.0,0.2222222222222222,0,0.0,75,Masvingo,-20.114358,30.345423,0.002987354,30.4926634,0.0005098,POINT (30.345423 -20.114358),34,ChiviRDC,Chivi,Chivi,Chivi,18,Masvingo,1803,Rural,32,Chivi,ZW1803,ZW18
75,4,4,1,1,4,2,8,2,1,1,1,0,0,1,0,1,0,0,1,2,0.0,1,1,0,0,0,0.0,0.16666666666666666,0,0.0,75,Masvingo,-20.114358,30.345423,0.002987354,30.4926634,0.0005098,POINT (30.345423 -20.114358),34,ChiviRDC,Chivi,Chivi,Chivi,18,Masvingo,1803,Rural,32,Chivi,ZW1803,ZW18
75,5,15,4,2,15,3,8,2,1,1,1,0,0,1,0,1,1,1,0,8,2.0,1,1,0,0,0,0.0,0.4444444444444444,15,6.666666666666666,75,Masvingo,-20.114358,30.345423,0.002987354,30.4926634,0.0005098,POINT (30.345423 -20.114358),34,ChiviRDC,Chivi,Chivi,Chivi,18,Masvingo,1803,Rural,32,Chivi,ZW1803,ZW18
75,6,4,1,0,4,2,8,2,1,1,1,0,1,1,0,1,0,1,0,2,0.0,1,1,0,0,0,0.0,0.16666666666666666,0,0.0,75,Masvingo,-20.114358,30.345423,0.002987354,30.4926634,0.0005098,POINT (30.345423 -20.114358),34,ChiviRDC,Chivi,Chivi,Chivi,18,Masvingo,1803,Rural,32,Chivi,ZW1803,ZW18
