hv001,hv002,total_household_members,hv010,hv011,hv012,hv014,hv024,hv025,hv027,financial_depriv,electricity_depriv,water_depriv,sanitation_depriv,cooking_fuel_depriv,floor_depriv,information_asset,mobility_asset,livelihood_asset,asset_depriv,hv108,malnutrition,child_under_5,woman_15_to_49,child_not_in_school,school_attainment_depriv,school_attendance_depriv,child_mortailty,total_of_weighted_deprivations,headcount_poor,total_poverty_intensity,DHSID_num,ADM1NAME,LATNUM,LONGNUM,Nightlights_Composite,All_Population_Density_2015,BUILT_Population_2014,geometry,index_right,LOCAL_AUTH,DISTRICT_N,DIST_NAME_,DIST_NM_LA,PROVINCEPC,PROVNAMEFU,DISTRICTPC,STATUS,NOOFWARDS,HRName,HRPCode,HRParent
117,2,2,1,0,2,0,10,1,1,1,0,0,0,0,0,1,0,1,0,1,0.0,0,1,0,0,0,0.0,0.0,0,0.0,117,Bulawayo,-20.110198,28.511525,3.876074791,3217.556529,0.247281936,POINT (28.511525 -20.110198),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
117,3,4,1,0,4,0,10,1,1,1,0,0,1,0,0,1,0,0,1,1,0.0,0,1,0,0,0,0.0,0.1111111111111111,0,0.0,117,Bulawayo,-20.110198,28.511525,3.876074791,3217.556529,0.247281936,POINT (28.511525 -20.110198),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
117,5,7,1,1,7,2,10,1,1,1,0,0,0,0,0,1,1,1,0,2,1.0,1,1,0,0,0,0.0,0.16666666666666666,0,0.0,117,Bulawayo,-20.110198,28.511525,3.876074791,3217.556529,0.247281936,POINT (28.511525 -20.110198),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
117,9,5,1,2,5,1,10,1,1,0,0,0,0,0,0,1,1,1,0,3,0.0,0,1,0,0,0,0.0,0.0,0,0.0,117,Bulawayo,-20.110198,28.511525,3.876074791,3217.556529,0.247281936,POINT (28.511525 -20.110198),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
117,12,3,1,1,3,1,10,1,1,0,0,0,0,0,0,1,0,1,0,2,0.0,1,1,0,0,0,0.0,0.0,0,0.0,117,Bulawayo,-20.110198,28.511525,3.876074791,3217.556529,0.247281936,POINT (28.511525 -20.110198),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
117,13,9,1,1,8,2,10,1,1,1,0,0,0,0,0,1,1,1,0,5,0.0,1,1,0,0,0,0.0,0.0,0,0.0,117,Bulawayo,-20.110198,28.511525,3.876074791,3217.556529,0.247281936,POINT (28.511525 -20.110198),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
117,14,1,1,0,1,0,10,1,1,1,0,0,1,0,0,1,0,1,0,1,0.0,0,1,0,0,0,0.0,0.05555555555555555,0,0.0,117,Bulawayo,-20.110198,28.511525,3.876074791,3217.556529,0.247281936,POINT (28.511525 -20.110198),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
117,18,4,1,1,4,1,10,1,1,1,0,0,1,1,0,1,0,0,1,2,0.0,1,1,0,0,0,0.0,0.16666666666666666,0,0.0,117,Bulawayo,-20.110198,28.511525,3.876074791,3217.556529,0.247281936,POINT (28.511525 -20.110198),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
117,22,6,2,0,6,2,10,1,1,1,0,0,1,0,0,1,0,1,0,2,0.0,1,1,0,0,0,0.0,0.05555555555555555,0,0.0,117,Bulawayo,-20.110198,28.511525,3.876074791,3217.556529,0.247281936,POINT (28.511525 -20.110198),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
117,26,1,1,0,1,0,10,1,1,1,0,0,1,0,0,1,0,0,1,1,0.0,0,1,0,0,0,0.0,0.1111111111111111,0,0.0,117,Bulawayo,-20.110198,28.511525,3.876074791,3217.556529,0.247281936,POINT (28.511525 -20.110198),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
117,27,6,2,1,6,1,10,1,1,0,0,0,0,0,0,1,1,1,0,4,0.0,1,1,0,0,0,0.0,0.0,0,0.0,117,Bulawayo,-20.110198,28.511525,3.876074791,3217.556529,0.247281936,POINT (28.511525 -20.110198),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
117,28,5,2,1,5,1,10,1,1,1,0,0,0,1,0,1,1,1,0,3,1.0,1,1,0,0,0,0.0,0.2222222222222222,0,0.0,117,Bulawayo,-20.110198,28.511525,3.876074791,3217.556529,0.247281936,POINT (28.511525 -20.110198),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
117,29,5,1,1,5,2,10,1,1,1,0,0,0,0,0,1,0,1,0,2,0.0,1,1,0,0,0,0.0,0.0,0,0.0,117,Bulawayo,-20.110198,28.511525,3.876074791,3217.556529,0.247281936,POINT (28.511525 -20.110198),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
144,2,5,2,1,5,2,10,1,1,0,1,0,1,0,0,1,0,1,0,3,0.0,1,1,0,0,0,0.0,0.1111111111111111,0,0.0,144,Bulawayo,-20.151538,28.585124,9.859602928,2832.881829,0.536624468,POINT (28.585124 -20.151538),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
144,3,4,1,1,4,1,10,1,1,1,0,0,0,0,0,1,0,1,0,2,0.0,1,1,0,0,0,1.0,0.16666666666666666,0,0.0,144,Bulawayo,-20.151538,28.585124,9.859602928,2832.881829,0.536624468,POINT (28.585124 -20.151538),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
144,6,3,2,0,3,1,10,1,1,0,0,0,0,0,0,1,0,1,0,2,0.0,1,1,0,0,0,0.0,0.0,0,0.0,144,Bulawayo,-20.151538,28.585124,9.859602928,2832.881829,0.536624468,POINT (28.585124 -20.151538),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
144,11,3,1,0,3,1,10,1,1,0,1,0,0,0,0,1,1,1,0,1,0.0,1,1,0,0,0,1.0,0.2222222222222222,0,0.0,144,Bulawayo,-20.151538,28.585124,9.859602928,2832.881829,0.536624468,POINT (28.585124 -20.151538),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
144,12,3,3,0,3,0,10,1,1,0,0,0,0,0,0,1,0,1,0,3,0.0,0,1,0,0,0,0.0,0.0,0,0.0,144,Bulawayo,-20.151538,28.585124,9.859602928,2832.881829,0.536624468,POINT (28.585124 -20.151538),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
144,13,1,1,0,1,0,10,1,1,1,0,0,0,0,0,1,0,0,1,1,0.0,0,1,0,0,0,0.0,0.05555555555555555,0,0.0,144,Bulawayo,-20.151538,28.585124,9.859602928,2832.881829,0.536624468,POINT (28.585124 -20.151538),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
144,14,3,1,1,3,1,10,1,1,0,0,0,1,0,0,1,1,1,0,2,0.0,1,1,0,0,0,0.0,0.05555555555555555,0,0.0,144,Bulawayo,-20.151538,28.585124,9.859602928,2832.881829,0.536624468,POINT (28.585124 -20.151538),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
144,17,3,1,1,3,0,10,1,1,0,0,0,1,0,0,1,1,1,0,2,0.0,0,1,0,0,0,0.0,0.05555555555555555,0,0.0,144,Bulawayo,-20.151538,28.585124,9.859602928,2832.881829,0.536624468,POINT (28.585124 -20.151538),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
144,20,3,2,0,3,0,10,1,1,1,0,0,0,0,0,1,1,1,0,3,0.0,0,1,0,0,0,0.0,0.0,0,0.0,144,Bulawayo,-20.151538,28.585124,9.859602928,2832.881829,0.536624468,POINT (28.585124 -20.151538),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
144,21,4,2,1,4,1,10,1,1,0,0,0,1,0,0,1,0,1,0,3,0.0,1,1,0,0,0,0.0,0.05555555555555555,0,0.0,144,Bulawayo,-20.151538,28.585124,9.859602928,2832.881829,0.536624468,POINT (28.585124 -20.151538),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
144,24,3,1,0,3,0,10,1,1,1,0,0,0,0,0,1,0,0,1,2,0.0,0,1,0,0,0,0.0,0.05555555555555555,0,0.0,144,Bulawayo,-20.151538,28.585124,9.859602928,2832.881829,0.536624468,POINT (28.585124 -20.151538),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
144,25,6,2,1,6,1,10,1,1,0,0,0,0,0,0,1,1,1,0,4,0.0,1,1,0,0,0,0.0,0.0,0,0.0,144,Bulawayo,-20.151538,28.585124,9.859602928,2832.881829,0.536624468,POINT (28.585124 -20.151538),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
144,26,2,1,1,2,0,10,1,1,0,0,0,0,0,0,1,1,1,0,2,0.0,0,1,0,0,0,0.0,0.0,0,0.0,144,Bulawayo,-20.151538,28.585124,9.859602928,2832.881829,0.536624468,POINT (28.585124 -20.151538),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
144,28,5,1,0,5,2,10,1,1,0,0,0,1,0,0,1,0,1,0,1,0.0,1,1,0,0,0,0.0,0.05555555555555555,0,0.0,144,Bulawayo,-20.151538,28.585124,9.859602928,2832.881829,0.536624468,POINT (28.585124 -20.151538),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
147,2,4,2,0,4,2,10,1,1,0,0,0,0,0,0,1,1,1,0,2,0.0,1,1,0,0,0,0.0,0.0,0,0.0,147,Bulawayo,-20.17912,28.617872,4.198005922,2142.019441,0.17455491199999998,POINT (28.617872 -20.17912),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
147,3,11,4,3,11,2,10,1,1,0,0,0,0,0,0,1,1,1,0,8,0.0,1,1,0,0,0,0.0,0.0,0,0.0,147,Bulawayo,-20.17912,28.617872,4.198005922,2142.019441,0.17455491199999998,POINT (28.617872 -20.17912),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
147,8,3,1,0,3,0,10,1,1,1,0,0,0,0,0,1,0,0,1,2,0.0,0,1,0,0,0,0.0,0.05555555555555555,0,0.0,147,Bulawayo,-20.17912,28.617872,4.198005922,2142.019441,0.17455491199999998,POINT (28.617872 -20.17912),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
147,10,4,2,2,4,0,10,1,1,0,0,0,0,0,0,1,1,1,0,4,0.0,0,1,0,0,0,0.0,0.0,0,0.0,147,Bulawayo,-20.17912,28.617872,4.198005922,2142.019441,0.17455491199999998,POINT (28.617872 -20.17912),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
147,11,10,2,3,10,2,10,1,1,0,0,0,0,0,0,1,1,0,0,5,0.0,1,1,0,0,0,0.0,0.0,0,0.0,147,Bulawayo,-20.17912,28.617872,4.198005922,2142.019441,0.17455491199999998,POINT (28.617872 -20.17912),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
147,13,1,1,0,1,0,10,1,1,1,0,0,0,0,0,1,0,0,1,1,0.0,0,1,0,0,0,0.0,0.05555555555555555,0,0.0,147,Bulawayo,-20.17912,28.617872,4.198005922,2142.019441,0.17455491199999998,POINT (28.617872 -20.17912),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
147,14,4,1,0,4,0,10,1,1,0,0,0,0,0,0,1,1,1,0,3,0.0,0,1,0,0,0,0.0,0.0,0,0.0,147,Bulawayo,-20.17912,28.617872,4.198005922,2142.019441,0.17455491199999998,POINT (28.617872 -20.17912),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
147,17,2,1,1,2,0,10,1,1,1,0,0,0,0,0,1,0,1,0,2,0.0,0,1,0,0,0,0.0,0.0,0,0.0,147,Bulawayo,-20.17912,28.617872,4.198005922,2142.019441,0.17455491199999998,POINT (28.617872 -20.17912),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
147,20,4,1,1,4,2,10,1,1,1,0,0,0,0,0,1,1,0,0,2,2.0,1,1,0,0,0,0.0,0.3333333333333333,4,1.3333333333333333,147,Bulawayo,-20.17912,28.617872,4.198005922,2142.019441,0.17455491199999998,POINT (28.617872 -20.17912),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
147,25,8,2,4,8,1,10,1,1,0,0,0,0,0,0,1,1,1,0,6,0.0,1,1,0,0,0,0.0,0.0,0,0.0,147,Bulawayo,-20.17912,28.617872,4.198005922,2142.019441,0.17455491199999998,POINT (28.617872 -20.17912),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
147,26,6,3,1,6,0,10,1,1,0,0,0,0,0,0,1,1,1,0,5,0.0,0,1,0,0,0,0.0,0.0,0,0.0,147,Bulawayo,-20.17912,28.617872,4.198005922,2142.019441,0.17455491199999998,POINT (28.617872 -20.17912),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
147,27,1,1,0,1,0,10,1,1,1,0,0,0,0,0,1,0,0,1,1,0.0,0,1,0,0,0,0.0,0.05555555555555555,0,0.0,147,Bulawayo,-20.17912,28.617872,4.198005922,2142.019441,0.17455491199999998,POINT (28.617872 -20.17912),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
147,28,5,2,0,4,1,10,1,1,0,0,0,0,0,0,1,1,1,0,2,0.0,0,1,0,0,0,0.0,0.0,0,0.0,147,Bulawayo,-20.17912,28.617872,4.198005922,2142.019441,0.17455491199999998,POINT (28.617872 -20.17912),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
174,4,1,1,0,1,0,10,1,1,0,0,0,0,0,0,1,1,1,0,1,0.0,0,1,0,0,0,0.0,0.0,0,0.0,174,Bulawayo,-20.133014,28.600512,3.065058308,2832.009896,0.145897323,POINT (28.600512 -20.133014),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
174,5,3,1,1,3,1,10,1,1,0,0,0,0,0,0,1,1,1,0,2,0.0,0,1,0,0,0,0.0,0.0,0,0.0,174,Bulawayo,-20.133014,28.600512,3.065058308,2832.009896,0.145897323,POINT (28.600512 -20.133014),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
174,6,3,1,1,3,0,10,1,1,1,0,0,0,1,0,1,0,1,0,3,0.0,0,1,0,0,0,1.0,0.2222222222222222,0,0.0,174,Bulawayo,-20.133014,28.600512,3.065058308,2832.009896,0.145897323,POINT (28.600512 -20.133014),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
174,12,6,3,1,6,1,10,1,1,0,0,0,0,0,0,1,1,1,0,5,0.0,1,1,0,0,0,0.0,0.0,0,0.0,174,Bulawayo,-20.133014,28.600512,3.065058308,2832.009896,0.145897323,POINT (28.600512 -20.133014),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
174,13,4,2,0,4,1,10,1,1,0,0,0,0,0,0,1,1,1,0,2,0.0,1,1,0,0,0,0.0,0.0,0,0.0,174,Bulawayo,-20.133014,28.600512,3.065058308,2832.009896,0.145897323,POINT (28.600512 -20.133014),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
174,14,5,3,1,5,0,10,1,1,1,0,0,0,0,0,1,1,1,0,4,0.0,0,1,0,0,0,0.0,0.0,0,0.0,174,Bulawayo,-20.133014,28.600512,3.065058308,2832.009896,0.145897323,POINT (28.600512 -20.133014),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
174,15,4,1,2,4,1,10,1,1,0,0,0,0,0,0,1,1,1,0,3,0.0,1,1,0,0,0,0.0,0.0,0,0.0,174,Bulawayo,-20.133014,28.600512,3.065058308,2832.009896,0.145897323,POINT (28.600512 -20.133014),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
174,16,5,1,1,5,2,10,1,1,1,0,0,0,0,0,1,0,1,0,2,0.0,1,1,0,0,0,1.0,0.16666666666666666,0,0.0,174,Bulawayo,-20.133014,28.600512,3.065058308,2832.009896,0.145897323,POINT (28.600512 -20.133014),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
174,18,5,1,2,5,1,10,1,1,0,0,0,0,0,0,1,1,1,0,3,0.0,1,1,0,0,0,1.0,0.16666666666666666,0,0.0,174,Bulawayo,-20.133014,28.600512,3.065058308,2832.009896,0.145897323,POINT (28.600512 -20.133014),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
174,19,8,3,2,8,0,10,1,1,1,0,0,0,0,0,1,0,1,0,6,0.0,0,1,0,0,0,0.0,0.0,0,0.0,174,Bulawayo,-20.133014,28.600512,3.065058308,2832.009896,0.145897323,POINT (28.600512 -20.133014),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
174,20,5,2,1,5,0,10,1,1,0,0,0,0,0,0,1,1,1,0,5,0.0,0,1,0,0,0,0.0,0.0,0,0.0,174,Bulawayo,-20.133014,28.600512,3.065058308,2832.009896,0.145897323,POINT (28.600512 -20.133014),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
174,21,7,3,1,7,0,10,1,1,0,0,0,0,0,0,1,1,1,0,5,0.0,0,1,0,0,0,0.0,0.0,0,0.0,174,Bulawayo,-20.133014,28.600512,3.065058308,2832.009896,0.145897323,POINT (28.600512 -20.133014),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
174,23,4,1,1,4,1,10,1,1,0,0,0,0,0,0,1,1,1,0,3,0.0,1,1,0,0,0,0.0,0.0,0,0.0,174,Bulawayo,-20.133014,28.600512,3.065058308,2832.009896,0.145897323,POINT (28.600512 -20.133014),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
174,26,2,2,0,2,0,10,1,1,1,0,0,0,0,0,1,0,0,1,2,0.0,0,1,0,0,0,0.0,0.05555555555555555,0,0.0,174,Bulawayo,-20.133014,28.600512,3.065058308,2832.009896,0.145897323,POINT (28.600512 -20.133014),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
174,27,3,1,1,3,1,10,1,1,0,0,0,0,0,0,1,1,1,0,2,0.0,1,1,0,0,0,0.0,0.0,0,0.0,174,Bulawayo,-20.133014,28.600512,3.065058308,2832.009896,0.145897323,POINT (28.600512 -20.133014),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
174,28,4,2,1,3,1,10,1,1,0,0,0,0,0,0,1,1,1,0,3,0.0,1,1,0,0,0,0.0,0.0,0,0.0,174,Bulawayo,-20.133014,28.600512,3.065058308,2832.009896,0.145897323,POINT (28.600512 -20.133014),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
176,1,2,1,0,2,0,10,1,1,0,0,1,1,0,0,1,1,1,0,1,0.0,0,1,0,0,0,0.0,0.1111111111111111,0,0.0,176,Bulawayo,-20.143963,28.568945,9.513716264,2711.200415,0.566960225,POINT (28.568945 -20.143963),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
176,2,4,1,1,4,1,10,1,1,0,0,1,1,0,0,1,1,1,0,2,0.0,0,1,0,0,0,0.0,0.1111111111111111,0,0.0,176,Bulawayo,-20.143963,28.568945,9.513716264,2711.200415,0.566960225,POINT (28.568945 -20.143963),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
176,3,4,1,1,4,0,10,1,1,0,0,0,0,0,0,1,0,1,0,3,0.0,0,1,0,0,0,0.0,0.0,0,0.0,176,Bulawayo,-20.143963,28.568945,9.513716264,2711.200415,0.566960225,POINT (28.568945 -20.143963),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
176,4,5,1,1,5,1,10,1,1,0,0,1,1,0,0,1,0,1,0,2,0.0,1,1,0,0,0,0.0,0.1111111111111111,0,0.0,176,Bulawayo,-20.143963,28.568945,9.513716264,2711.200415,0.566960225,POINT (28.568945 -20.143963),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
176,5,5,1,1,5,2,10,1,1,0,0,0,1,0,0,1,0,1,0,2,1.0,1,1,0,0,0,0.0,0.2222222222222222,0,0.0,176,Bulawayo,-20.143963,28.568945,9.513716264,2711.200415,0.566960225,POINT (28.568945 -20.143963),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
176,6,5,2,1,5,1,10,1,1,1,0,0,0,0,0,1,1,1,0,3,0.0,1,1,0,0,0,0.0,0.0,0,0.0,176,Bulawayo,-20.143963,28.568945,9.513716264,2711.200415,0.566960225,POINT (28.568945 -20.143963),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
176,7,3,1,0,3,1,10,1,1,0,0,0,1,0,0,1,1,1,0,2,0.0,1,1,0,0,0,0.0,0.05555555555555555,0,0.0,176,Bulawayo,-20.143963,28.568945,9.513716264,2711.200415,0.566960225,POINT (28.568945 -20.143963),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
176,8,8,2,1,8,2,10,1,1,0,0,0,1,0,0,1,1,1,0,3,0.0,1,1,0,0,0,0.0,0.05555555555555555,0,0.0,176,Bulawayo,-20.143963,28.568945,9.513716264,2711.200415,0.566960225,POINT (28.568945 -20.143963),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
176,9,7,3,1,7,2,10,1,1,0,0,0,1,0,0,1,0,1,0,4,1.0,1,1,0,0,0,0.0,0.2222222222222222,0,0.0,176,Bulawayo,-20.143963,28.568945,9.513716264,2711.200415,0.566960225,POINT (28.568945 -20.143963),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
176,10,5,2,1,5,1,10,1,1,0,0,1,1,0,0,1,0,1,0,4,0.0,1,1,0,0,0,0.0,0.1111111111111111,0,0.0,176,Bulawayo,-20.143963,28.568945,9.513716264,2711.200415,0.566960225,POINT (28.568945 -20.143963),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
176,11,6,2,2,6,0,10,1,1,0,0,1,1,0,0,1,1,1,0,5,0.0,0,1,0,0,0,0.0,0.1111111111111111,0,0.0,176,Bulawayo,-20.143963,28.568945,9.513716264,2711.200415,0.566960225,POINT (28.568945 -20.143963),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
176,12,6,2,1,6,1,10,1,1,0,0,1,1,0,0,1,1,1,0,4,0.0,1,1,0,0,0,0.0,0.1111111111111111,0,0.0,176,Bulawayo,-20.143963,28.568945,9.513716264,2711.200415,0.566960225,POINT (28.568945 -20.143963),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
176,13,5,1,2,5,1,10,1,1,0,0,1,1,0,0,1,1,1,0,3,0.0,1,1,0,0,0,0.0,0.1111111111111111,0,0.0,176,Bulawayo,-20.143963,28.568945,9.513716264,2711.200415,0.566960225,POINT (28.568945 -20.143963),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10
