,id,hv001,hv002,total_household_members,hv010,hv011,hv012,hv014,hv024,hv025,hv027,financial_depriv,electricity_depriv,water_depriv,sanitation_depriv,cooking_fuel_depriv,floor_depriv,information_asset,mobility_asset,livelihood_asset,asset_depriv,hv108,malnutrition,child_under_5,woman_15_to_49,child_not_in_school,school_attainment_depriv,school_attendance_depriv,child_mortality,total_of_weighted_deprivations,headcount_poor,total_poverty_intensity,DHSID_num,ADM1NAME,LATNUM,LONGNUM,geometry,index_right,LOCAL_AUTH,DISTRICT_N,DIST_NAME_,DIST_NM_LA,PROVINCEPC,PROVNAMEFU,DISTRICTPC,STATUS,NOOFWARDS,HRName,HRPCode,HRParent,DHSID,DHSCLUST,All_Population_Count_2010,All_Population_Count_2015,All_Population_Density_2010,All_Population_Density_2015,Aridity,BUILT_Population_2014,Drought_Episodes,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Global_Human_Footprint,Growing_Season_Length,ITN_Coverage_2010,ITN_Coverage_2015,Malaria_2010,Malaria_2015,Nightlights_Composite,Potential_Evapotranspiration,Proximity_to_National_Borders,Proximity_to_Protected_Areas,Proximity_to_Water,Rainfall_2010,Rainfall_2015,Travel_Times
890,890,35,7,7,2,1,6,2,10,1,1,1,0,0,0,0,0,1,0,1,0,4,2.0,1,1,0,0,0,0.0,0.3333333333333333,7,2.333333333333333,35,Bulawayo,-20.077997,28.525840999999996,POINT (28.525841 -20.077997),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10,ZW201500000035,35,15378.828130000002,17171.44727,1223.808258,1366.460357,3557.133333,0.135501275,9.0,2463.0,2640.0,62.06666667,5.0,0.098524512,0.287287135,0.025310041,0.022762900000000003,0.950853409,1603.666667,96609.05263,38687.58195,249260.0343,533.0,349.0,11.53333333
891,891,35,8,8,1,1,8,3,10,1,1,1,0,0,1,0,0,1,1,1,0,3,1.0,1,1,0,0,0,1.0,0.3888888888888888,8,3.1111111111111107,35,Bulawayo,-20.077997,28.525840999999996,POINT (28.525841 -20.077997),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10,ZW201500000035,35,15378.828130000002,17171.44727,1223.808258,1366.460357,3557.133333,0.135501275,9.0,2463.0,2640.0,62.06666667,5.0,0.098524512,0.287287135,0.025310041,0.022762900000000003,0.950853409,1603.666667,96609.05263,38687.58195,249260.0343,533.0,349.0,11.53333333
892,892,35,9,6,1,4,6,0,10,1,1,1,0,0,0,0,0,1,1,1,0,5,0.0,0,1,0,0,0,0.0,0.0,0,0.0,35,Bulawayo,-20.077997,28.525840999999996,POINT (28.525841 -20.077997),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10,ZW201500000035,35,15378.828130000002,17171.44727,1223.808258,1366.460357,3557.133333,0.135501275,9.0,2463.0,2640.0,62.06666667,5.0,0.098524512,0.287287135,0.025310041,0.022762900000000003,0.950853409,1603.666667,96609.05263,38687.58195,249260.0343,533.0,349.0,11.53333333
893,893,35,13,6,2,0,6,2,10,1,1,1,0,0,0,0,0,1,1,1,0,3,1.0,1,1,0,0,0,0.0,0.16666666666666666,0,0.0,35,Bulawayo,-20.077997,28.525840999999996,POINT (28.525841 -20.077997),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10,ZW201500000035,35,15378.828130000002,17171.44727,1223.808258,1366.460357,3557.133333,0.135501275,9.0,2463.0,2640.0,62.06666667,5.0,0.098524512,0.287287135,0.025310041,0.022762900000000003,0.950853409,1603.666667,96609.05263,38687.58195,249260.0343,533.0,349.0,11.53333333
894,894,35,14,3,1,0,3,0,10,1,1,1,0,0,0,0,0,0,0,0,1,2,0.0,0,1,0,0,0,0.0,0.05555555555555555,0,0.0,35,Bulawayo,-20.077997,28.525840999999996,POINT (28.525841 -20.077997),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10,ZW201500000035,35,15378.828130000002,17171.44727,1223.808258,1366.460357,3557.133333,0.135501275,9.0,2463.0,2640.0,62.06666667,5.0,0.098524512,0.287287135,0.025310041,0.022762900000000003,0.950853409,1603.666667,96609.05263,38687.58195,249260.0343,533.0,349.0,11.53333333
895,895,35,18,4,1,1,4,2,10,1,1,1,0,0,1,0,0,1,1,1,0,2,1.0,1,1,0,0,0,0.0,0.2222222222222222,0,0.0,35,Bulawayo,-20.077997,28.525840999999996,POINT (28.525841 -20.077997),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10,ZW201500000035,35,15378.828130000002,17171.44727,1223.808258,1366.460357,3557.133333,0.135501275,9.0,2463.0,2640.0,62.06666667,5.0,0.098524512,0.287287135,0.025310041,0.022762900000000003,0.950853409,1603.666667,96609.05263,38687.58195,249260.0343,533.0,349.0,11.53333333
896,896,35,19,3,1,0,3,0,10,1,1,1,0,0,1,0,0,1,0,1,0,1,0.0,0,1,0,0,0,0.0,0.05555555555555555,0,0.0,35,Bulawayo,-20.077997,28.525840999999996,POINT (28.525841 -20.077997),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10,ZW201500000035,35,15378.828130000002,17171.44727,1223.808258,1366.460357,3557.133333,0.135501275,9.0,2463.0,2640.0,62.06666667,5.0,0.098524512,0.287287135,0.025310041,0.022762900000000003,0.950853409,1603.666667,96609.05263,38687.58195,249260.0343,533.0,349.0,11.53333333
897,897,35,20,3,1,1,3,1,10,1,1,1,0,0,0,0,0,1,0,0,1,2,0.0,1,1,0,0,0,0.0,0.05555555555555555,0,0.0,35,Bulawayo,-20.077997,28.525840999999996,POINT (28.525841 -20.077997),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10,ZW201500000035,35,15378.828130000002,17171.44727,1223.808258,1366.460357,3557.133333,0.135501275,9.0,2463.0,2640.0,62.06666667,5.0,0.098524512,0.287287135,0.025310041,0.022762900000000003,0.950853409,1603.666667,96609.05263,38687.58195,249260.0343,533.0,349.0,11.53333333
898,898,35,21,3,1,1,3,0,10,1,1,0,0,0,0,0,0,1,1,1,0,2,0.0,0,1,0,0,0,0.0,0.0,0,0.0,35,Bulawayo,-20.077997,28.525840999999996,POINT (28.525841 -20.077997),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10,ZW201500000035,35,15378.828130000002,17171.44727,1223.808258,1366.460357,3557.133333,0.135501275,9.0,2463.0,2640.0,62.06666667,5.0,0.098524512,0.287287135,0.025310041,0.022762900000000003,0.950853409,1603.666667,96609.05263,38687.58195,249260.0343,533.0,349.0,11.53333333
899,899,35,22,2,1,1,2,0,10,1,1,1,0,0,1,0,0,1,0,0,1,2,0.0,0,1,0,0,0,0.0,0.1111111111111111,0,0.0,35,Bulawayo,-20.077997,28.525840999999996,POINT (28.525841 -20.077997),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10,ZW201500000035,35,15378.828130000002,17171.44727,1223.808258,1366.460357,3557.133333,0.135501275,9.0,2463.0,2640.0,62.06666667,5.0,0.098524512,0.287287135,0.025310041,0.022762900000000003,0.950853409,1603.666667,96609.05263,38687.58195,249260.0343,533.0,349.0,11.53333333
900,900,35,24,6,1,3,6,0,10,1,1,0,0,0,0,0,0,1,1,1,0,5,0.0,0,1,0,0,0,0.0,0.0,0,0.0,35,Bulawayo,-20.077997,28.525840999999996,POINT (28.525841 -20.077997),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10,ZW201500000035,35,15378.828130000002,17171.44727,1223.808258,1366.460357,3557.133333,0.135501275,9.0,2463.0,2640.0,62.06666667,5.0,0.098524512,0.287287135,0.025310041,0.022762900000000003,0.950853409,1603.666667,96609.05263,38687.58195,249260.0343,533.0,349.0,11.53333333
901,901,35,25,4,1,1,4,0,10,1,1,0,0,0,1,0,0,1,1,1,0,2,0.0,0,1,0,0,0,0.0,0.05555555555555555,0,0.0,35,Bulawayo,-20.077997,28.525840999999996,POINT (28.525841 -20.077997),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10,ZW201500000035,35,15378.828130000002,17171.44727,1223.808258,1366.460357,3557.133333,0.135501275,9.0,2463.0,2640.0,62.06666667,5.0,0.098524512,0.287287135,0.025310041,0.022762900000000003,0.950853409,1603.666667,96609.05263,38687.58195,249260.0343,533.0,349.0,11.53333333
902,902,44,2,5,2,0,5,0,10,1,1,0,0,0,0,0,0,1,0,1,0,3,0.0,0,1,0,0,0,0.0,0.0,0,0.0,44,Bulawayo,-20.103901,28.522152000000002,POINT (28.522152 -20.103901),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10,ZW201500000044,44,27188.882810000006,30358.128910000003,2163.622548,2415.82314,3582.75,0.15669786,9.0,2364.0,2289.0,80.1875,5.0,0.052123744000000014,0.177655234,0.021245826,0.018783478,2.454631805,1594.5625,94841.57283,35811.6012,249501.5843,532.0,342.0,11.875
903,903,44,4,5,1,2,4,1,10,1,1,0,0,0,0,0,0,1,1,1,0,4,0.0,0,1,0,0,0,0.0,0.0,0,0.0,44,Bulawayo,-20.103901,28.522152000000002,POINT (28.522152 -20.103901),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10,ZW201500000044,44,27188.882810000006,30358.128910000003,2163.622548,2415.82314,3582.75,0.15669786,9.0,2364.0,2289.0,80.1875,5.0,0.052123744000000014,0.177655234,0.021245826,0.018783478,2.454631805,1594.5625,94841.57283,35811.6012,249501.5843,532.0,342.0,11.875
904,904,44,7,2,1,0,2,0,10,1,1,0,0,0,1,0,0,1,0,1,0,1,0.0,0,1,0,0,0,0.0,0.05555555555555555,0,0.0,44,Bulawayo,-20.103901,28.522152000000002,POINT (28.522152 -20.103901),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10,ZW201500000044,44,27188.882810000006,30358.128910000003,2163.622548,2415.82314,3582.75,0.15669786,9.0,2364.0,2289.0,80.1875,5.0,0.052123744000000014,0.177655234,0.021245826,0.018783478,2.454631805,1594.5625,94841.57283,35811.6012,249501.5843,532.0,342.0,11.875
905,905,44,8,5,1,1,5,1,10,1,1,0,0,0,0,0,0,1,0,1,0,3,1.0,1,1,0,0,0,0.0,0.16666666666666666,0,0.0,44,Bulawayo,-20.103901,28.522152000000002,POINT (28.522152 -20.103901),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10,ZW201500000044,44,27188.882810000006,30358.128910000003,2163.622548,2415.82314,3582.75,0.15669786,9.0,2364.0,2289.0,80.1875,5.0,0.052123744000000014,0.177655234,0.021245826,0.018783478,2.454631805,1594.5625,94841.57283,35811.6012,249501.5843,532.0,342.0,11.875
906,906,44,9,6,1,2,6,1,10,1,1,0,0,0,0,0,0,1,1,1,0,3,0.0,1,1,0,0,0,0.0,0.0,0,0.0,44,Bulawayo,-20.103901,28.522152000000002,POINT (28.522152 -20.103901),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10,ZW201500000044,44,27188.882810000006,30358.128910000003,2163.622548,2415.82314,3582.75,0.15669786,9.0,2364.0,2289.0,80.1875,5.0,0.052123744000000014,0.177655234,0.021245826,0.018783478,2.454631805,1594.5625,94841.57283,35811.6012,249501.5843,532.0,342.0,11.875
907,907,44,14,5,1,3,5,1,10,1,1,1,0,0,0,0,0,1,1,1,0,4,0.0,0,1,0,0,0,0.0,0.0,0,0.0,44,Bulawayo,-20.103901,28.522152000000002,POINT (28.522152 -20.103901),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10,ZW201500000044,44,27188.882810000006,30358.128910000003,2163.622548,2415.82314,3582.75,0.15669786,9.0,2364.0,2289.0,80.1875,5.0,0.052123744000000014,0.177655234,0.021245826,0.018783478,2.454631805,1594.5625,94841.57283,35811.6012,249501.5843,532.0,342.0,11.875
908,908,44,17,12,3,2,12,3,10,1,1,0,0,0,0,0,0,1,1,1,0,7,0.0,1,1,0,0,0,1.0,0.16666666666666666,0,0.0,44,Bulawayo,-20.103901,28.522152000000002,POINT (28.522152 -20.103901),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10,ZW201500000044,44,27188.882810000006,30358.128910000003,2163.622548,2415.82314,3582.75,0.15669786,9.0,2364.0,2289.0,80.1875,5.0,0.052123744000000014,0.177655234,0.021245826,0.018783478,2.454631805,1594.5625,94841.57283,35811.6012,249501.5843,532.0,342.0,11.875
909,909,44,18,5,1,1,5,1,10,1,1,0,0,0,0,0,0,1,1,1,0,4,0.0,0,1,0,0,0,0.0,0.0,0,0.0,44,Bulawayo,-20.103901,28.522152000000002,POINT (28.522152 -20.103901),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10,ZW201500000044,44,27188.882810000006,30358.128910000003,2163.622548,2415.82314,3582.75,0.15669786,9.0,2364.0,2289.0,80.1875,5.0,0.052123744000000014,0.177655234,0.021245826,0.018783478,2.454631805,1594.5625,94841.57283,35811.6012,249501.5843,532.0,342.0,11.875
910,910,44,19,5,1,1,5,3,10,1,1,0,0,0,0,0,0,1,1,1,0,2,1.0,1,1,0,0,0,0.0,0.16666666666666666,0,0.0,44,Bulawayo,-20.103901,28.522152000000002,POINT (28.522152 -20.103901),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10,ZW201500000044,44,27188.882810000006,30358.128910000003,2163.622548,2415.82314,3582.75,0.15669786,9.0,2364.0,2289.0,80.1875,5.0,0.052123744000000014,0.177655234,0.021245826,0.018783478,2.454631805,1594.5625,94841.57283,35811.6012,249501.5843,532.0,342.0,11.875
911,911,44,20,3,2,0,3,0,10,1,1,0,0,0,0,0,0,1,0,1,0,3,0.0,0,1,0,0,0,0.0,0.0,0,0.0,44,Bulawayo,-20.103901,28.522152000000002,POINT (28.522152 -20.103901),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10,ZW201500000044,44,27188.882810000006,30358.128910000003,2163.622548,2415.82314,3582.75,0.15669786,9.0,2364.0,2289.0,80.1875,5.0,0.052123744000000014,0.177655234,0.021245826,0.018783478,2.454631805,1594.5625,94841.57283,35811.6012,249501.5843,532.0,342.0,11.875
912,912,44,21,6,2,2,5,2,10,1,1,0,0,0,0,0,0,1,0,0,1,4,0.0,1,1,0,0,0,0.0,0.05555555555555555,0,0.0,44,Bulawayo,-20.103901,28.522152000000002,POINT (28.522152 -20.103901),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10,ZW201500000044,44,27188.882810000006,30358.128910000003,2163.622548,2415.82314,3582.75,0.15669786,9.0,2364.0,2289.0,80.1875,5.0,0.052123744000000014,0.177655234,0.021245826,0.018783478,2.454631805,1594.5625,94841.57283,35811.6012,249501.5843,532.0,342.0,11.875
913,913,44,23,12,3,3,12,2,10,1,1,0,0,0,0,0,0,1,1,1,0,10,1.0,1,1,0,0,0,0.0,0.16666666666666666,0,0.0,44,Bulawayo,-20.103901,28.522152000000002,POINT (28.522152 -20.103901),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10,ZW201500000044,44,27188.882810000006,30358.128910000003,2163.622548,2415.82314,3582.75,0.15669786,9.0,2364.0,2289.0,80.1875,5.0,0.052123744000000014,0.177655234,0.021245826,0.018783478,2.454631805,1594.5625,94841.57283,35811.6012,249501.5843,532.0,342.0,11.875
914,914,44,24,2,1,0,2,1,10,1,1,1,0,1,1,1,0,1,0,0,1,1,1.0,1,1,0,0,0,0.0,0.38888888888888895,2,0.7777777777777779,44,Bulawayo,-20.103901,28.522152000000002,POINT (28.522152 -20.103901),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10,ZW201500000044,44,27188.882810000006,30358.128910000003,2163.622548,2415.82314,3582.75,0.15669786,9.0,2364.0,2289.0,80.1875,5.0,0.052123744000000014,0.177655234,0.021245826,0.018783478,2.454631805,1594.5625,94841.57283,35811.6012,249501.5843,532.0,342.0,11.875
915,915,44,25,2,1,0,2,1,10,1,1,0,0,0,0,0,0,1,1,1,0,1,0.0,1,1,0,0,0,0.0,0.0,0,0.0,44,Bulawayo,-20.103901,28.522152000000002,POINT (28.522152 -20.103901),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10,ZW201500000044,44,27188.882810000006,30358.128910000003,2163.622548,2415.82314,3582.75,0.15669786,9.0,2364.0,2289.0,80.1875,5.0,0.052123744000000014,0.177655234,0.021245826,0.018783478,2.454631805,1594.5625,94841.57283,35811.6012,249501.5843,532.0,342.0,11.875
916,916,44,26,4,2,2,4,0,10,1,1,0,0,0,0,0,0,1,0,1,0,4,0.0,0,1,0,0,0,0.0,0.0,0,0.0,44,Bulawayo,-20.103901,28.522152000000002,POINT (28.522152 -20.103901),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10,ZW201500000044,44,27188.882810000006,30358.128910000003,2163.622548,2415.82314,3582.75,0.15669786,9.0,2364.0,2289.0,80.1875,5.0,0.052123744000000014,0.177655234,0.021245826,0.018783478,2.454631805,1594.5625,94841.57283,35811.6012,249501.5843,532.0,342.0,11.875
917,917,44,28,8,2,3,8,3,10,1,1,0,0,0,0,0,0,1,1,1,0,5,2.0,1,1,0,0,0,0.0,0.3333333333333333,8,2.6666666666666665,44,Bulawayo,-20.103901,28.522152000000002,POINT (28.522152 -20.103901),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10,ZW201500000044,44,27188.882810000006,30358.128910000003,2163.622548,2415.82314,3582.75,0.15669786,9.0,2364.0,2289.0,80.1875,5.0,0.052123744000000014,0.177655234,0.021245826,0.018783478,2.454631805,1594.5625,94841.57283,35811.6012,249501.5843,532.0,342.0,11.875
918,918,44,29,5,2,1,5,1,10,1,1,0,0,0,0,0,0,1,1,1,0,3,0.0,1,1,0,0,0,0.0,0.0,0,0.0,44,Bulawayo,-20.103901,28.522152000000002,POINT (28.522152 -20.103901),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10,ZW201500000044,44,27188.882810000006,30358.128910000003,2163.622548,2415.82314,3582.75,0.15669786,9.0,2364.0,2289.0,80.1875,5.0,0.052123744000000014,0.177655234,0.021245826,0.018783478,2.454631805,1594.5625,94841.57283,35811.6012,249501.5843,532.0,342.0,11.875
919,919,80,1,2,1,0,2,1,10,1,1,1,0,0,0,0,0,1,0,1,0,1,0.0,1,1,0,0,0,0.0,0.0,0,0.0,80,Bulawayo,-20.152506,28.474595,POINT (28.474595 -20.152506),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10,ZW201500000080,80,28739.8457,32089.878910000003,2287.044253,2553.631426000001,3582.533333,0.234905995,9.0,2392.0,2511.0,67.06666667,6.0,0.05378167,0.180502808,0.021543119,0.019476663,2.380286678,1589.4,87901.12638999999,30723.4017,254291.4334,538.0,339.0,13.73333333
920,920,80,2,9,1,3,9,3,10,1,1,0,0,0,0,1,0,1,0,0,1,5,3.0,1,1,1,0,1,0.0,0.7777777777777778,9,7.0,80,Bulawayo,-20.152506,28.474595,POINT (28.474595 -20.152506),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10,ZW201500000080,80,28739.8457,32089.878910000003,2287.044253,2553.631426000001,3582.533333,0.234905995,9.0,2392.0,2511.0,67.06666667,6.0,0.05378167,0.180502808,0.021543119,0.019476663,2.380286678,1589.4,87901.12638999999,30723.4017,254291.4334,538.0,339.0,13.73333333
921,921,80,3,4,1,1,3,1,10,1,1,1,1,0,0,1,0,1,0,0,1,2,1.0,1,1,0,0,0,0.0,0.33333333333333337,4,1.3333333333333337,80,Bulawayo,-20.152506,28.474595,POINT (28.474595 -20.152506),25,BulawayoCityCouncil,Bulawayo,Bulawayo,Bulawayo,10,Bulawayo,1021,Urban,29,Bulawayo,ZW1021,ZW10,ZW201500000080,80,28739.8457,32089.878910000003,2287.044253,2553.631426000001,3582.533333,0.234905995,9.0,2392.0,2511.0,67.06666667,6.0,0.05378167,0.180502808,0.021543119,0.019476663,2.380286678,1589.4,87901.12638999999,30723.4017,254291.4334,538.0,339.0,13.73333333
