hv001,hv002,hv009,hv010,hv011,hv012,hv014,hv024,hv025,hv027,hv206,hv201,hv204,hv205,hv225,hv226,hv213,hv207,hv208,hv243a,hv221,hv210,hv211,hv212,hv243c,hv243d,hv209,hv244,hv245,hv246,hv247
5,14,1,0,1,1,0,10,1,1,1,12,996,11,0.0,1,34,0,0,1,1,0,0,0,0,0,0,0,,0,0
5,15,1,0,1,1,0,10,1,1,1,12,996,11,0.0,1,34,1,1,1,0,1,0,0,0,0,0,1,20.0,0,0
5,16,3,0,1,3,0,10,1,1,1,11,996,11,0.0,1,34,0,1,1,0,0,0,0,0,0,0,1,10.0,1,0
5,17,6,3,1,2,0,10,1,1,1,11,996,11,0.0,2,21,0,0,1,1,1,0,1,0,1,1,0,,0,1
5,18,1,0,1,1,0,10,1,1,1,21,996,11,0.0,1,34,0,1,1,0,0,0,0,0,0,0,0,,1,0
5,19,2,0,0,2,0,10,1,1,1,11,996,11,0.0,1,31,1,1,1,1,0,0,0,0,0,1,0,,0,0
5,21,1,0,0,1,0,10,1,1,1,11,996,11,0.0,1,34,0,0,0,0,0,0,0,0,0,0,0,,0,0
5,22,1,1,0,1,0,10,1,1,1,11,996,11,1.0,1,34,1,1,1,0,1,0,0,0,0,1,0,,0,1
5,23,3,1,1,3,1,10,1,1,1,11,996,11,0.0,1,33,0,1,1,0,0,0,0,0,0,1,1,10.0,0,1
5,24,5,1,2,5,0,10,1,1,1,12,996,11,0.0,1,34,0,1,1,0,1,0,1,0,0,1,0,,0,0
5,26,3,0,1,3,0,10,1,1,1,11,996,11,0.0,2,35,1,1,1,1,1,0,1,0,0,1,0,,1,1
5,27,2,1,1,2,0,10,1,1,1,11,996,11,0.0,8,34,1,1,1,0,0,0,0,0,0,0,1,0.0,0,0
5,28,1,0,1,1,0,10,1,1,1,11,996,11,1.0,1,35,1,1,1,0,1,0,0,0,0,0,1,0.0,0,0
5,29,6,1,2,6,1,10,1,1,1,11,996,11,0.0,2,33,0,1,1,1,1,1,1,0,1,1,0,,0,1
6,1,8,3,1,8,2,9,1,1,0,11,996,12,0.0,2,33,1,1,1,0,0,0,1,0,0,1,0,,0,0
6,2,4,1,1,4,0,9,1,1,0,21,15,23,0.0,5,34,1,0,1,0,0,0,0,0,0,0,1,10.0,0,1
6,3,3,1,1,3,1,9,1,1,0,11,996,11,1.0,5,34,0,0,1,0,0,0,0,0,0,0,0,,0,0
6,4,3,2,0,3,1,9,1,1,0,21,15,12,0.0,8,34,1,0,1,0,0,0,0,0,0,0,0,,0,0
6,6,5,1,2,5,1,9,1,1,1,12,996,12,0.0,1,34,1,1,1,0,1,0,1,1,0,1,1,10.0,0,1
6,7,3,0,3,3,0,9,1,1,0,31,996,12,1.0,5,34,0,0,1,0,0,0,0,0,0,0,0,,1,0
6,8,3,1,1,3,0,9,1,1,1,12,996,11,0.0,1,33,0,0,1,0,0,0,1,0,0,1,0,,1,1
6,9,3,0,1,3,0,9,1,1,0,21,30,11,1.0,5,34,0,1,1,0,0,0,0,0,0,0,0,,0,0
6,10,5,1,0,5,2,9,1,1,1,12,996,11,0.0,1,34,0,1,1,0,0,0,1,0,0,1,1,998.0,0,0
6,11,6,2,0,6,1,9,1,1,1,12,996,11,0.0,1,33,1,1,1,0,0,0,0,0,0,1,1,20.0,1,0
6,12,4,1,0,4,2,9,1,1,0,13,996,12,1.0,5,34,1,1,1,0,1,0,0,0,0,0,1,50.0,1,0
6,13,5,2,0,5,2,9,1,1,0,21,90,12,0.0,2,33,0,0,1,0,0,0,1,0,0,1,0,,0,1
6,14,6,2,2,6,2,9,1,1,0,11,996,11,0.0,2,33,0,1,1,0,1,0,1,0,0,1,0,,1,1
6,15,6,1,1,6,2,9,1,1,0,21,20,23,0.0,2,34,0,0,1,0,0,0,0,0,0,0,0,,1,1
6,16,6,1,3,6,1,9,1,1,0,11,996,11,0.0,7,34,0,0,1,0,0,0,0,0,0,0,0,,1,0
6,17,5,4,0,4,0,9,1,1,0,31,996,12,0.0,5,35,0,0,1,0,0,0,0,0,0,0,0,,0,0
6,20,5,1,2,5,1,9,1,1,1,13,996,22,1.0,5,34,1,1,1,0,0,0,0,0,0,1,1,10.0,0,0
6,21,5,1,2,5,1,9,1,1,0,11,996,11,0.0,2,34,0,0,1,0,0,0,1,1,0,0,0,,0,1
6,22,3,1,0,3,1,9,1,1,0,14,15,23,0.0,2,34,0,0,1,0,1,0,0,0,0,1,0,,0,1
6,24,3,0,0,3,0,9,1,1,1,11,996,11,1.0,1,34,1,0,1,0,0,0,0,0,0,1,1,20.0,1,0
6,25,5,1,0,5,2,9,1,1,0,11,996,11,1.0,2,34,0,0,1,0,0,0,0,0,0,0,0,,0,0
6,26,5,0,1,5,0,9,1,1,1,31,996,11,0.0,5,34,0,1,1,0,0,0,1,1,0,1,0,,1,1
6,27,1,0,1,1,0,9,1,1,0,31,1,23,1.0,95,34,0,0,0,0,0,0,0,0,0,0,0,,0,0
6,28,3,1,1,3,1,9,1,1,1,12,996,11,1.0,1,34,1,1,1,0,0,0,0,0,0,1,0,,0,1
6,29,5,1,2,5,0,9,1,1,1,11,996,11,1.0,1,33,1,1,1,0,0,0,1,0,0,1,0,,0,1
7,1,5,2,1,5,1,3,1,1,1,21,10,11,1.0,1,34,0,1,1,0,1,0,1,0,0,1,1,10.0,1,1
7,2,5,1,2,5,1,3,1,1,1,11,996,11,0.0,1,34,0,1,1,0,0,0,1,0,0,1,0,,1,1
7,3,4,1,1,4,0,3,1,1,1,21,5,11,1.0,1,34,0,1,1,0,1,0,1,0,0,1,1,20.0,0,1
7,4,7,2,1,7,2,3,1,1,1,14,4,11,0.0,1,34,1,1,1,0,1,0,0,0,0,1,1,60.0,1,1
7,5,2,1,1,2,0,3,1,1,1,21,20,11,1.0,1,34,1,1,1,0,0,0,0,0,0,1,0,,0,1
7,6,8,3,1,8,1,3,1,1,1,11,996,11,0.0,1,34,0,1,1,0,1,0,1,0,0,1,0,,0,1
7,7,6,2,1,6,0,3,1,1,1,14,5,11,0.0,1,34,0,1,1,0,0,0,0,0,0,1,0,,0,1
7,8,6,2,1,6,1,3,1,1,1,14,60,11,1.0,1,34,0,1,1,0,1,0,1,0,0,1,0,,1,1
7,10,4,1,1,4,1,3,1,1,1,21,15,11,1.0,1,34,1,1,1,0,0,0,1,0,0,1,0,,0,1
7,11,4,1,0,4,2,3,1,1,1,12,996,11,1.0,1,34,0,1,1,0,0,0,1,0,0,1,0,,0,1
7,12,2,1,0,2,0,3,1,1,1,14,10,11,1.0,1,35,1,1,1,0,1,0,1,0,0,1,1,10.0,1,1
7,13,3,1,1,3,1,3,1,1,1,11,996,11,1.0,1,34,1,0,1,0,0,0,0,1,0,0,1,10.0,1,0
7,14,7,1,1,6,1,3,1,1,1,14,30,11,0.0,1,35,1,0,1,0,0,0,1,0,0,1,0,,0,1
7,15,1,0,1,1,0,3,1,1,1,21,10,11,0.0,1,34,0,1,1,0,0,0,0,0,0,1,1,60.0,1,1
7,16,1,1,0,1,0,3,1,1,1,12,996,11,1.0,1,34,1,1,1,0,0,0,0,0,0,1,0,,0,1
7,17,6,1,1,6,1,3,1,1,1,11,996,11,0.0,1,34,1,1,1,0,0,0,0,0,0,1,0,,0,1
7,18,3,1,1,2,0,3,1,1,1,14,10,15,0.0,1,34,0,1,1,0,0,0,0,0,0,1,0,,0,1
7,19,3,0,0,3,2,3,1,1,0,12,996,11,1.0,5,34,1,1,1,0,0,0,0,0,0,0,0,,0,0
7,20,5,2,1,5,1,3,1,1,1,21,6,11,1.0,1,34,0,1,1,0,0,0,0,0,0,1,0,,0,1
7,21,6,1,1,6,1,3,1,1,1,14,10,14,0.0,1,34,1,1,1,0,0,0,0,0,0,1,1,20.0,1,1
7,22,5,1,2,2,0,3,1,1,1,12,996,11,1.0,1,34,1,1,1,0,0,0,0,1,0,0,1,100.0,1,1
7,23,5,2,1,4,1,3,1,1,1,21,996,42,0.0,2,34,1,1,1,0,1,0,0,1,0,1,1,0.0,1,1
7,24,2,1,1,2,0,3,1,1,1,12,996,11,1.0,1,34,0,1,1,0,1,0,0,0,0,0,0,,0,0
7,25,2,1,1,2,0,3,1,1,1,13,996,11,0.0,1,34,0,1,1,0,0,0,0,0,0,1,0,,0,1
7,26,3,0,1,3,1,3,1,1,1,11,996,11,0.0,1,34,1,1,1,0,0,0,0,0,0,1,1,200.0,1,1
7,27,5,2,1,5,0,3,1,1,1,21,10,11,1.0,1,34,1,1,1,0,0,0,0,0,0,1,0,,0,1
7,28,1,1,0,1,0,3,1,1,1,11,996,11,1.0,1,34,1,1,1,0,0,0,0,0,0,0,0,,0,0
7,29,3,1,1,3,0,3,1,1,1,21,10,11,1.0,1,34,0,1,1,0,1,0,0,0,0,1,0,,1,1
8,2,6,1,2,5,1,8,2,1,0,21,60,31,,8,34,0,0,0,0,0,0,0,0,0,0,1,20.0,1,0
8,3,5,1,0,5,3,8,2,1,0,21,50,31,,8,12,0,0,1,0,0,0,0,0,0,0,1,10.0,0,0
8,4,7,2,1,7,1,8,2,1,0,21,15,22,0.0,8,34,1,1,0,0,0,0,0,0,0,0,1,30.0,1,0
8,6,2,2,0,2,0,8,2,1,0,21,10,22,1.0,8,12,0,0,1,0,0,0,0,0,0,0,1,0.0,1,0
8,9,6,2,0,6,2,8,2,1,0,31,10,22,0.0,8,34,1,0,1,0,1,0,0,0,0,0,1,0.0,1,0
8,12,3,1,0,3,0,8,2,1,0,31,1,21,0.0,8,34,1,0,1,0,0,0,0,1,0,0,1,10.0,1,0
8,13,2,2,0,2,0,8,2,1,0,21,20,21,0.0,8,34,1,0,1,0,0,0,0,0,0,0,1,10.0,0,0
8,14,2,0,2,2,0,8,2,1,0,21,10,22,1.0,8,34,0,0,1,0,1,0,0,0,0,0,0,,1,0
8,15,2,1,0,2,1,8,2,1,0,21,30,21,1.0,8,34,0,0,1,0,0,0,0,0,0,0,1,0.0,0,0
8,16,5,1,2,5,1,8,2,1,0,21,180,31,,8,11,0,0,1,0,1,0,0,0,0,0,1,15.0,1,0
8,17,5,1,1,5,0,8,2,1,0,21,30,31,,8,34,0,0,1,0,0,0,0,0,0,0,1,10.0,0,0
8,18,3,0,1,3,0,8,2,1,0,21,30,31,,8,11,0,0,1,0,0,0,0,0,0,0,1,20.0,0,0
8,19,9,0,2,9,1,8,2,1,0,21,60,31,,8,34,1,0,1,0,0,0,0,1,0,0,1,20.0,1,0
8,20,3,1,1,3,1,8,2,1,0,21,15,21,0.0,8,34,1,0,1,0,1,0,0,0,0,0,1,10.0,1,0
8,22,4,1,1,4,0,8,2,1,0,21,90,21,0.0,8,34,0,0,1,0,0,0,0,0,0,0,1,10.0,1,1
8,23,3,0,0,3,0,8,2,1,0,21,60,21,1.0,8,34,0,0,0,0,0,0,0,0,0,0,1,10.0,0,0
8,24,1,0,1,1,0,8,2,1,0,21,20,21,0.0,8,34,0,0,1,0,1,0,1,1,0,0,1,20.0,1,0
8,25,3,1,0,3,0,8,2,1,0,21,60,22,0.0,8,34,1,1,1,0,0,0,0,0,0,0,1,20.0,1,1
8,27,7,1,1,7,2,8,2,1,0,31,15,31,,8,12,0,0,1,0,0,0,0,0,0,0,1,10.0,1,0
8,28,3,1,1,3,0,8,2,1,0,31,10,22,0.0,8,34,1,0,1,0,0,0,0,0,0,0,0,,0,0
8,29,6,1,2,6,0,8,2,1,0,13,996,31,,8,34,0,0,0,0,0,0,0,0,0,0,1,10.0,0,0
9,1,4,1,1,4,1,2,1,1,1,13,996,12,1.0,1,34,0,1,1,0,0,0,0,0,0,0,0,,0,0
9,2,5,2,1,5,0,2,1,1,1,12,996,11,1.0,1,34,1,1,1,1,0,0,0,0,0,0,0,,0,1
9,3,3,0,1,3,0,2,1,1,1,12,996,11,0.0,1,33,1,1,1,0,0,0,1,0,0,1,1,10.0,0,1
9,4,3,1,0,3,1,2,1,1,1,11,996,11,1.0,1,34,0,1,1,0,0,0,0,0,0,0,0,,0,1
9,5,3,1,0,3,1,2,1,1,1,11,996,11,1.0,1,34,0,0,1,0,0,0,0,0,0,0,1,60.0,1,0
9,7,5,1,0,5,2,2,1,1,1,12,996,11,1.0,1,34,0,1,1,0,0,0,1,0,0,1,0,,0,1
