hv001,hv002,hv009,hv010,hv011,hv012,hv014,hv024,hv025,hv027,hv206,hv201,hv204,hv205,hv225,hv226,hv213,hv207,hv208,hv243a,hv221,hv210,hv211,hv212,hv243c,hv243d,hv209,hv244,hv245,hv246,hv247
59,13,6,1,1,6,2,9,1,1,1,11,996,11,1.0,1,34,0,1,1,0,0,0,0,0,0,1,1,998.0,0,1
59,14,3,2,0,3,0,9,1,1,1,21,30,11,1.0,8,34,1,1,1,0,0,0,0,0,0,1,1,0.0,0,0
59,15,3,1,1,3,1,9,1,1,1,21,10,11,0.0,1,34,0,1,1,0,0,0,1,0,0,0,0,,0,1
59,16,5,1,2,5,0,9,1,1,1,21,10,11,0.0,1,34,1,1,1,0,0,0,1,0,0,1,0,,0,1
59,17,5,2,1,5,1,9,1,1,1,21,5,11,0.0,2,33,0,1,1,0,0,0,1,0,0,1,0,,0,1
59,18,2,1,1,2,0,9,1,1,1,21,15,11,0.0,1,33,1,1,1,0,1,0,1,1,0,1,1,60.0,1,1
59,19,4,2,1,4,0,9,1,1,1,21,20,11,0.0,2,34,1,1,1,0,0,0,0,0,0,1,0,,0,1
59,20,7,3,1,7,1,9,1,1,0,31,3,11,0.0,1,35,1,1,1,0,0,0,1,0,0,1,1,10.0,0,1
59,21,1,0,0,1,0,9,1,1,1,11,996,11,0.0,1,34,1,1,1,0,0,0,0,0,0,1,0,,0,1
59,23,3,1,1,3,1,9,1,1,1,21,15,11,0.0,1,34,1,1,1,0,0,0,0,0,0,1,0,,1,1
59,24,2,1,1,2,0,9,1,1,1,21,7,11,0.0,1,34,0,0,1,0,0,0,0,0,0,1,0,,1,1
59,25,5,2,2,5,0,9,1,1,1,21,60,11,0.0,1,34,0,1,1,0,0,0,1,1,0,1,1,100.0,1,1
59,26,3,0,1,3,1,9,1,1,1,21,3,11,0.0,1,35,0,0,1,1,0,0,1,0,0,0,0,,0,0
59,27,2,0,1,1,0,9,1,1,1,21,10,11,0.0,1,33,1,1,1,0,0,0,0,0,0,1,0,,0,1
59,29,5,2,0,5,1,9,1,1,1,21,10,11,1.0,1,34,0,1,1,0,0,0,0,0,0,1,1,20.0,1,0
60,1,2,0,0,2,0,9,1,1,1,21,1,11,1.0,1,33,1,1,1,0,0,0,0,0,0,1,0,,0,1
60,2,5,2,0,5,2,9,1,1,1,21,20,12,1.0,1,33,0,0,1,0,0,0,0,0,0,1,0,,0,1
60,3,4,1,2,4,1,9,1,1,1,11,996,11,0.0,2,34,0,1,1,0,0,0,1,0,0,1,0,,0,1
60,4,1,1,0,1,0,9,1,1,1,71,996,11,0.0,1,33,0,1,1,0,0,0,0,0,0,0,0,,0,1
60,5,4,1,1,4,2,9,1,1,1,12,996,11,1.0,1,34,1,1,0,0,0,0,0,1,0,1,0,,1,0
60,6,4,3,0,3,0,9,1,1,1,11,996,11,1.0,1,34,0,1,1,0,1,0,1,1,0,1,1,20.0,1,1
60,9,2,1,0,2,1,9,1,1,1,21,60,11,1.0,1,34,0,1,1,0,0,0,0,0,0,1,0,,0,0
60,10,6,1,0,6,3,9,1,1,1,11,996,11,1.0,1,33,0,1,1,0,0,0,1,0,0,1,1,50.0,1,1
60,11,4,0,1,4,0,9,1,1,0,21,65,11,0.0,8,34,0,0,1,0,0,0,0,0,0,0,1,0.0,0,0
60,12,2,1,0,2,1,9,1,1,1,21,20,11,1.0,1,34,0,1,1,0,0,0,0,0,0,0,0,,1,0
60,13,6,1,2,6,1,9,1,1,1,21,5,11,1.0,1,34,0,1,1,0,1,0,1,0,0,1,0,,0,1
60,14,4,0,2,4,1,9,1,1,1,11,996,11,1.0,1,34,0,0,1,0,0,0,0,0,0,1,1,70.0,0,1
60,15,6,1,2,6,1,9,1,1,1,21,30,11,1.0,1,34,1,1,1,0,0,0,0,0,0,1,0,,0,0
60,17,3,1,1,3,1,9,1,1,1,21,30,11,1.0,1,34,1,1,1,0,0,0,0,0,0,1,1,40.0,1,1
60,19,3,1,2,3,0,9,1,1,1,21,10,11,1.0,1,34,1,1,1,0,0,0,0,0,0,1,0,,0,0
60,20,8,1,1,8,2,9,1,1,1,11,996,11,1.0,1,34,1,1,1,0,0,0,0,1,0,0,1,10.0,1,1
60,21,2,1,1,2,0,9,1,1,1,21,30,11,1.0,1,34,0,1,1,0,1,0,0,0,0,1,1,0.0,1,0
60,22,3,1,1,3,0,9,1,1,1,21,30,11,1.0,1,34,0,1,1,0,0,0,0,0,0,0,0,,0,0
60,23,3,1,0,3,0,9,1,1,1,21,20,11,1.0,1,33,0,1,0,0,0,0,1,0,0,1,0,,0,0
60,24,3,0,0,3,1,9,1,1,1,12,996,11,1.0,1,34,0,0,1,0,0,0,0,0,0,0,0,,0,0
60,25,4,1,1,4,1,9,1,1,1,11,996,11,0.0,1,34,0,1,1,0,0,0,0,0,0,1,1,0.0,0,0
60,26,4,1,1,4,1,9,1,1,1,21,30,11,1.0,1,34,1,1,1,0,0,0,0,1,0,1,1,10.0,1,0
60,27,3,1,0,3,0,9,1,1,1,21,60,11,0.0,1,33,1,1,1,0,0,0,1,0,0,1,1,10.0,1,1
60,28,1,0,0,1,0,9,1,1,1,11,996,11,1.0,1,34,1,1,1,0,0,0,0,0,0,0,0,,1,0
60,29,5,1,1,5,2,9,1,1,1,21,5,11,1.0,1,34,1,1,1,0,0,0,0,0,0,1,0,,0,0
61,1,8,1,2,8,2,4,1,1,1,12,996,11,1.0,8,34,1,1,1,0,0,0,0,0,0,1,1,0.0,0,0
61,2,1,1,0,1,0,4,1,1,1,12,996,11,1.0,1,34,1,1,1,0,0,0,1,0,0,1,0,,0,1
61,3,3,2,0,3,0,4,1,1,1,11,996,11,1.0,1,34,0,1,1,0,0,0,0,0,0,1,0,,1,0
61,5,4,1,1,4,1,4,1,1,1,12,996,11,0.0,1,34,1,1,1,1,0,0,0,0,0,1,0,,0,0
61,6,7,1,4,7,0,4,1,1,1,12,996,11,1.0,8,34,0,1,1,0,0,0,0,1,0,0,1,60.0,1,0
61,7,3,1,1,3,1,4,1,1,1,12,996,11,1.0,1,33,1,1,1,0,0,0,1,1,0,1,1,60.0,1,1
61,8,2,1,0,1,0,4,1,1,1,11,996,11,1.0,1,34,1,1,1,0,0,0,0,0,0,0,0,,0,0
61,9,2,1,0,2,1,4,1,1,1,12,996,11,1.0,1,34,0,1,1,0,0,0,0,0,0,1,0,,0,0
61,10,2,1,0,2,1,4,1,1,1,12,996,11,1.0,8,34,0,0,0,0,0,0,0,0,0,0,0,,0,0
61,11,2,1,0,2,0,4,1,1,1,12,996,11,1.0,1,33,0,1,1,0,1,0,0,1,0,0,1,60.0,1,0
61,12,3,1,1,3,1,4,1,1,1,12,996,11,1.0,1,34,1,1,1,0,0,0,0,0,0,0,0,,0,0
61,13,3,2,1,2,0,4,1,1,1,12,996,11,1.0,1,34,1,1,1,0,0,0,0,1,0,1,1,998.0,1,0
61,14,9,3,5,9,0,4,1,1,1,12,996,11,0.0,1,34,1,1,1,0,1,0,0,0,0,1,0,,0,1
61,15,1,1,0,1,0,4,1,1,1,12,996,11,1.0,1,34,0,1,1,0,0,0,0,0,0,1,0,,0,0
61,16,6,1,1,2,0,4,1,1,1,12,996,11,1.0,1,34,1,1,1,0,0,0,0,0,0,1,1,20.0,0,0
61,17,5,1,1,5,2,4,1,1,1,12,996,11,0.0,1,34,0,1,1,0,0,0,0,0,0,0,0,,0,0
61,18,4,2,0,2,0,4,1,1,1,12,996,11,1.0,1,34,1,1,1,0,0,0,0,0,0,0,0,,0,0
61,19,7,2,1,7,0,4,1,1,1,12,996,11,1.0,8,34,1,1,1,1,0,0,0,0,0,1,0,,1,1
61,20,1,1,0,1,0,4,1,1,1,12,996,11,0.0,8,34,0,0,0,0,0,0,0,0,0,0,0,,0,0
61,21,1,1,0,1,0,4,1,1,0,12,996,11,0.0,2,11,0,1,1,0,0,0,0,0,0,0,0,,0,0
61,22,7,2,1,7,1,4,1,1,1,12,996,11,0.0,8,34,0,0,1,0,0,0,0,0,0,0,0,,0,0
61,23,4,1,1,4,0,4,1,1,1,12,996,11,1.0,1,34,1,1,1,0,0,0,0,0,0,0,0,,0,0
61,24,3,1,0,3,1,4,1,1,1,12,996,11,1.0,1,34,0,1,1,0,1,1,0,1,0,1,1,60.0,1,0
61,25,4,1,1,4,0,4,1,1,1,12,996,11,1.0,1,34,0,1,1,0,0,0,0,0,0,0,0,,0,0
61,26,3,2,1,3,0,4,1,1,1,12,996,11,1.0,1,34,1,1,0,0,0,0,0,0,0,0,0,,0,0
61,27,7,2,1,7,2,4,1,1,1,12,996,12,0.0,8,34,1,1,1,0,0,0,0,0,0,1,0,,0,1
61,28,3,0,1,3,0,4,1,1,1,11,996,11,1.0,1,34,1,1,1,0,1,0,0,0,0,1,0,,0,1
62,1,5,2,0,4,2,9,1,1,1,12,996,11,1.0,1,33,1,1,1,0,0,0,0,0,0,0,0,,1,0
62,2,5,1,1,4,2,9,1,1,1,21,30,11,1.0,1,34,1,1,1,0,0,0,0,0,0,0,0,,1,1
62,3,5,1,2,5,0,9,1,1,1,12,996,12,1.0,1,34,0,0,1,0,0,0,0,0,0,1,0,,0,0
62,4,4,1,1,4,0,9,1,1,1,11,996,12,1.0,1,34,0,0,1,0,0,0,0,0,0,0,0,,1,0
62,5,2,2,0,2,0,9,1,1,1,21,15,11,1.0,1,35,0,1,1,0,0,0,0,1,0,1,0,,1,0
62,6,3,1,2,3,0,9,1,1,1,11,996,12,0.0,1,34,1,1,1,0,0,0,0,0,0,1,0,,0,0
62,7,5,2,1,5,1,9,1,1,1,12,996,11,1.0,1,34,1,1,1,0,0,0,0,0,0,0,1,10.0,0,0
62,8,5,2,1,4,0,9,1,1,1,12,996,11,1.0,1,34,1,1,1,0,0,0,0,0,0,1,1,20.0,1,1
62,9,2,0,1,2,0,9,1,1,1,12,996,11,1.0,1,33,1,1,1,0,0,0,0,0,0,1,0,,0,1
62,10,1,0,0,1,0,9,1,1,1,12,996,11,1.0,1,34,1,1,1,0,0,0,0,0,0,0,1,10.0,1,0
62,11,6,3,0,6,1,9,1,1,0,11,996,11,0.0,1,33,0,1,1,0,0,0,1,0,0,1,0,,0,1
62,13,3,1,1,3,1,9,1,1,1,21,5,11,1.0,1,34,1,1,1,0,0,0,0,0,0,0,1,0.0,0,0
62,15,3,0,0,3,1,9,1,1,1,12,996,11,0.0,1,32,1,1,1,0,0,0,0,0,0,1,0,,0,0
62,16,8,3,3,8,1,9,1,1,1,12,996,12,0.0,1,34,1,1,1,0,0,0,0,0,0,1,0,,0,0
62,17,3,1,1,3,0,9,1,1,1,21,20,11,0.0,1,33,0,0,1,0,0,0,0,0,0,1,1,0.0,0,0
62,18,5,2,1,5,1,9,1,1,1,21,996,11,0.0,1,34,1,1,1,1,0,0,1,0,0,1,0,,1,1
62,19,1,0,1,1,0,9,1,1,1,12,996,11,1.0,8,34,0,0,0,0,0,0,0,0,0,0,0,,0,0
62,20,3,1,1,3,1,9,1,1,0,12,996,11,1.0,5,34,0,0,1,0,0,0,0,0,0,0,0,,1,0
62,21,7,3,2,6,1,9,1,1,1,21,10,11,1.0,1,34,1,1,1,0,0,0,1,1,0,1,1,10.0,1,0
62,22,4,1,1,4,1,9,1,1,1,12,996,11,1.0,1,34,1,1,1,0,0,0,0,0,0,1,0,,0,1
62,23,1,1,0,1,0,9,1,1,1,21,10,11,1.0,1,34,1,1,1,0,0,0,0,0,0,0,0,,0,1
62,24,3,1,1,3,1,9,1,1,1,11,996,12,1.0,1,34,0,1,1,0,0,0,0,0,0,1,0,,0,0
62,25,4,2,1,4,1,9,1,1,1,21,996,11,0.0,1,34,1,1,1,0,1,0,1,1,0,1,0,,1,1
62,27,5,1,1,5,1,9,1,1,1,12,996,11,1.0,1,34,1,1,1,0,0,0,0,0,0,0,1,10.0,0,0
62,28,2,0,1,2,0,9,1,1,1,12,996,11,1.0,1,34,0,1,1,0,0,0,0,1,0,0,1,30.0,1,1
62,29,4,2,0,4,1,9,1,1,1,21,60,11,1.0,1,33,0,1,1,1,0,0,1,0,0,1,0,,0,0
63,1,6,1,0,6,3,3,2,1,0,43,60,31,,8,34,1,0,1,0,0,0,0,0,0,0,0,,1,0
63,2,3,0,2,2,0,3,2,1,0,21,30,31,,8,34,1,0,1,0,0,0,0,1,0,0,1,400.0,1,0
63,3,7,2,1,7,2,3,2,1,0,21,30,31,,8,34,0,0,1,0,1,0,0,1,0,0,1,30.0,1,0
63,4,7,1,3,7,1,3,2,1,0,32,996,21,1.0,8,34,1,0,1,0,0,0,0,1,0,0,0,,1,0
63,5,1,0,1,1,0,3,2,1,0,21,996,21,0.0,8,34,1,0,1,0,0,0,0,0,0,0,0,,0,0
63,6,4,2,0,4,1,3,2,1,0,41,30,31,,8,34,0,0,1,0,0,0,0,0,0,0,0,,1,0
63,7,6,1,2,5,0,3,2,1,0,21,996,21,0.0,8,34,1,1,1,0,0,0,0,1,0,0,1,540.0,1,1
63,8,3,0,2,3,0,3,2,1,0,21,90,22,0.0,8,34,0,0,1,0,1,0,0,1,0,0,1,180.0,1,0
63,9,3,0,1,3,1,3,2,1,0,31,996,21,0.0,8,34,1,1,1,0,0,1,1,1,0,0,1,120.0,1,0
63,10,9,2,0,9,2,3,2,1,0,31,996,22,0.0,8,34,1,1,1,0,1,0,0,0,0,0,1,450.0,1,0
63,11,5,3,1,5,0,3,2,1,0,51,996,23,0.0,8,34,0,0,1,0,0,0,0,0,0,0,1,450.0,1,0
63,12,1,0,1,1,0,3,2,1,0,42,996,31,,8,34,0,0,1,0,0,0,0,1,0,0,1,480.0,1,0
63,13,5,1,3,5,0,3,2,1,0,12,996,21,0.0,8,34,0,0,1,0,0,0,1,1,0,0,1,40.0,1,1
63,14,4,0,1,4,0,3,2,1,0,21,996,21,0.0,8,34,1,1,1,0,1,0,0,1,0,0,1,430.0,1,0
63,15,2,1,1,2,0,3,2,1,0,31,996,21,0.0,8,34,0,1,1,0,0,0,0,0,0,0,1,300.0,1,0
63,16,5,0,3,5,0,3,2,1,0,31,10,21,0.0,8,34,1,0,1,0,0,0,1,0,0,0,1,40.0,1,1
63,17,2,1,0,2,1,3,2,1,0,42,10,31,,8,34,0,0,1,0,0,0,0,0,0,0,0,,1,0
63,18,3,0,1,3,0,3,2,1,0,31,996,22,0.0,8,34,0,0,1,0,1,0,0,1,0,0,1,420.0,1,0
63,19,3,1,1,3,1,3,2,1,0,42,10,31,,8,34,0,0,1,0,0,0,0,1,0,0,1,100.0,1,0
63,20,6,1,1,5,2,3,2,1,0,31,996,31,,8,34,0,0,1,0,0,0,0,1,0,0,1,530.0,1,1
63,22,5,1,1,5,2,3,2,1,0,42,30,22,0.0,8,34,0,0,1,0,0,0,0,0,0,0,1,300.0,1,0
63,23,3,1,0,3,0,3,2,1,0,21,30,31,,8,34,1,0,1,0,1,0,0,0,0,0,1,400.0,1,0
63,24,6,1,2,6,0,3,2,1,0,31,5,21,0.0,8,34,1,0,1,0,1,0,1,1,0,0,1,350.0,1,1
63,25,4,1,1,3,1,3,2,1,0,31,996,31,,8,34,0,0,1,0,0,0,0,0,0,0,0,,0,0
63,26,8,1,0,7,2,3,2,1,0,32,20,31,,8,34,0,0,1,0,0,0,0,0,0,0,1,400.0,1,0
63,27,7,1,2,5,2,3,2,1,0,21,60,21,0.0,8,34,1,1,1,0,0,0,0,1,0,0,1,400.0,1,0
63,28,4,0,0,4,0,3,2,1,0,41,996,22,0.0,8,34,0,0,1,0,0,0,0,1,0,0,1,190.0,1,0
63,29,4,1,1,4,2,3,2,1,0,21,996,21,1.0,8,34,0,0,1,0,0,0,0,0,0,0,1,10.0,1,0
64,1,3,0,0,3,0,5,2,1,0,21,20,23,0.0,8,34,1,0,1,0,0,0,0,0,0,0,1,0.0,1,0
64,2,2,0,1,2,0,5,2,1,0,21,10,21,0.0,8,34,0,0,1,0,0,0,0,1,0,0,1,10.0,1,0
64,3,4,0,1,4,1,5,2,1,0,21,25,31,,8,34,0,0,1,0,1,0,0,0,0,0,1,0.0,1,0
64,4,7,1,0,7,0,5,2,1,0,21,45,22,0.0,8,34,1,0,1,0,0,0,0,0,0,0,1,30.0,1,0
64,6,4,1,1,4,1,5,2,1,0,12,996,21,0.0,8,34,1,1,1,0,1,0,0,1,0,0,1,20.0,1,1
64,7,7,1,0,7,3,5,2,1,0,21,30,22,0.0,8,34,0,0,1,0,0,0,0,0,0,0,1,0.0,1,0
64,8,1,0,1,1,0,5,2,1,1,12,996,21,1.0,1,34,1,1,1,0,0,0,1,0,0,0,0,,1,1
64,9,8,0,2,8,2,5,2,1,0,21,60,22,1.0,8,34,0,0,1,0,0,0,0,0,0,0,1,20.0,0,0
64,10,2,0,1,2,0,5,2,1,1,21,35,21,0.0,8,34,0,1,1,0,0,0,0,0,0,0,1,10.0,1,0
64,11,3,1,1,3,1,5,2,1,0,21,18,21,1.0,8,34,0,0,1,0,0,0,0,0,0,0,1,20.0,1,0
64,12,4,0,1,4,1,5,2,1,0,14,15,22,0.0,8,34,0,0,1,0,0,0,0,0,0,0,1,10.0,1,0
64,13,3,1,1,3,0,5,2,1,1,12,996,21,1.0,1,34,0,1,1,0,0,0,1,1,0,1,1,10.0,1,1
64,14,9,3,3,9,1,5,2,1,0,21,30,21,0.0,8,34,1,0,1,0,1,0,0,0,0,0,1,10.0,1,1
64,15,1,1,0,1,0,5,2,1,1,12,996,22,1.0,1,34,0,1,1,0,0,0,0,0,0,0,0,,0,1
64,16,2,0,0,2,0,5,2,1,0,21,10,21,0.0,8,34,1,0,1,0,0,0,0,1,0,0,1,20.0,1,1
64,17,7,3,1,7,1,5,2,1,0,21,10,21,0.0,8,34,0,0,1,0,1,0,0,1,0,0,0,,1,0
64,18,3,0,0,3,0,5,2,1,0,21,15,22,0.0,8,34,1,0,1,0,0,0,0,0,0,0,1,10.0,1,0
64,19,4,1,1,4,0,5,2,1,0,21,20,23,1.0,8,12,0,1,1,0,1,0,0,0,0,0,1,20.0,1,0
64,21,1,0,1,1,0,5,2,1,0,21,4,31,,8,34,1,0,0,0,1,0,0,0,0,0,1,0.0,0,0
64,22,1,0,0,1,0,5,2,1,1,12,996,12,1.0,1,33,0,1,1,0,0,0,0,0,0,1,1,20.0,1,1
64,23,6,1,0,6,0,5,2,1,0,21,30,21,0.0,8,34,0,0,1,0,0,0,0,0,0,0,1,10.0,1,0
64,24,3,0,0,3,0,5,2,1,0,21,10,21,1.0,8,11,0,0,0,0,0,0,0,0,0,0,1,10.0,1,0
64,25,4,1,0,4,1,5,2,1,0,21,30,22,0.0,8,34,0,0,1,0,0,0,0,0,0,0,0,,1,0
64,26,3,0,1,3,0,5,2,1,1,21,20,21,0.0,8,34,1,1,1,0,1,0,0,1,0,1,1,10.0,1,0
64,27,1,1,0,1,0,5,2,1,1,12,996,21,1.0,1,34,0,0,1,0,0,0,0,0,0,0,0,,0,1
64,28,5,1,0,5,1,5,2,1,1,21,30,22,0.0,8,34,0,0,1,0,0,0,0,0,0,0,1,10.0,1,0
64,29,1,1,0,1,0,5,2,1,1,12,996,22,1.0,1,34,1,0,1,0,0,0,0,0,0,1,0,,0,1
65,1,4,0,0,4,1,8,2,1,0,21,120,23,1.0,8,11,0,0,0,0,0,0,0,0,0,0,1,30.0,1,0
65,2,1,0,0,1,0,8,2,1,0,21,60,31,,8,11,0,0,1,0,0,0,0,0,0,0,1,30.0,1,1
65,3,3,1,0,3,0,8,2,1,0,21,1,31,,8,11,0,1,1,0,1,1,1,0,0,0,1,30.0,1,1
65,4,2,1,0,2,1,8,2,1,0,21,1,31,,8,11,0,0,1,0,1,0,0,0,0,0,1,50.0,1,0
65,5,4,2,1,4,0,8,2,1,0,21,5,31,,8,34,0,0,1,0,0,0,0,0,0,0,1,10.0,1,0
65,6,6,1,3,6,2,8,2,1,0,21,45,23,0.0,8,34,1,0,1,0,1,0,0,0,0,0,1,30.0,1,0
65,7,4,1,1,4,2,8,2,1,0,43,90,23,0.0,8,12,0,0,1,0,0,0,0,0,0,0,1,30.0,1,0
65,8,5,2,1,4,0,8,2,1,0,21,60,31,,8,33,0,0,1,0,0,0,0,1,0,0,1,30.0,1,0
65,9,2,0,2,2,0,8,2,1,0,43,3,31,,8,11,1,0,1,0,0,0,0,0,0,0,1,30.0,1,0
65,10,4,1,0,4,2,8,2,1,1,21,10,31,,1,34,1,1,1,0,0,0,1,1,0,1,1,30.0,1,0
65,12,7,3,2,7,1,8,2,1,0,43,120,31,,8,12,1,1,1,0,1,0,0,0,0,0,1,10.0,1,0
65,13,7,0,2,7,1,8,2,1,1,21,30,21,0.0,8,12,1,1,1,0,1,0,0,0,0,0,1,30.0,1,1
65,14,6,1,2,6,3,8,2,1,0,43,1,23,0.0,8,34,1,0,1,0,1,0,0,0,0,0,1,30.0,1,0
65,15,1,0,1,1,0,8,2,1,0,43,60,31,,8,11,0,0,1,0,1,0,0,1,0,0,1,10.0,1,0
65,16,4,1,2,4,1,8,2,1,0,42,1,31,,8,11,1,0,1,0,0,0,0,0,0,0,1,20.0,1,0
65,17,4,0,0,4,2,8,2,1,0,43,2,31,,8,11,0,0,1,0,0,0,0,0,0,0,1,10.0,0,0
65,18,6,2,1,5,3,8,2,1,0,21,45,31,,8,12,1,0,1,0,1,0,0,0,0,0,1,30.0,1,0
65,20,5,0,2,5,0,8,2,1,0,21,60,31,,8,12,0,0,1,0,1,0,0,0,0,0,1,20.0,1,0
65,21,4,1,1,4,0,8,2,1,1,14,996,12,1.0,1,34,0,1,1,0,0,0,0,0,0,1,0,,0,1
65,22,2,1,0,2,0,8,2,1,0,43,60,31,,8,34,0,0,1,0,0,0,0,0,0,0,1,30.0,1,0
65,23,3,1,1,3,1,8,2,1,1,13,996,31,,1,34,1,1,1,0,0,0,1,0,0,1,0,,0,0
65,24,4,1,1,4,1,8,2,1,0,21,60,31,,8,11,1,1,1,0,1,0,0,0,0,0,1,30.0,1,0
65,25,2,0,2,2,0,8,2,1,0,21,15,31,,8,34,0,0,1,0,0,0,0,0,0,0,0,,1,0
65,26,5,0,0,5,1,8,2,1,0,14,50,31,,8,11,0,0,0,0,1,0,0,0,0,0,1,30.0,0,1
65,27,4,0,3,2,0,8,2,1,0,43,50,31,,8,34,0,0,1,0,0,0,1,0,0,0,0,,1,0
65,28,6,0,0,6,1,8,2,1,0,43,50,23,0.0,8,12,0,0,1,0,1,0,0,0,0,0,1,30.0,1,0
65,29,1,0,1,1,0,8,2,1,0,14,10,22,1.0,8,34,0,0,1,0,0,0,0,0,0,0,0,,0,1
66,1,1,0,0,1,0,6,1,1,0,12,996,12,0.0,8,34,1,0,1,0,1,0,0,0,0,0,0,,0,1
66,2,1,0,0,1,0,6,1,1,0,14,996,12,1.0,8,34,0,0,1,0,1,0,0,1,0,0,1,30.0,1,1
66,3,1,1,0,1,0,6,1,1,1,12,996,11,1.0,1,34,0,0,1,0,0,0,0,0,0,0,0,,0,1
66,5,6,1,1,6,2,6,1,1,1,14,10,11,0.0,1,34,0,1,1,0,0,0,1,0,0,1,0,,0,1
66,6,1,0,1,1,0,6,1,1,1,11,996,11,0.0,1,21,0,1,1,1,0,0,0,0,0,1,0,,1,1
66,7,5,2,1,5,2,6,1,1,1,11,996,11,0.0,1,32,0,1,1,0,0,0,0,0,0,1,0,,1,1
66,8,4,2,2,4,0,6,1,1,1,11,996,11,0.0,1,21,0,1,1,1,0,0,1,0,0,1,0,,1,1
66,10,1,0,1,1,0,6,1,1,0,12,996,14,1.0,95,34,0,0,1,0,0,0,0,0,0,0,0,,0,0
66,11,6,2,2,6,2,6,1,1,1,11,996,11,0.0,1,34,1,1,1,0,0,0,0,0,0,1,0,,1,1
66,12,6,2,0,6,1,6,1,1,1,12,996,14,1.0,1,34,0,0,1,0,0,0,0,0,0,1,1,10.0,1,1
66,13,5,1,1,5,1,6,1,1,1,14,996,12,1.0,8,34,1,1,1,0,0,0,0,0,0,1,0,,0,1
66,14,2,0,1,2,0,6,1,1,1,11,996,11,0.0,1,34,0,1,1,1,1,0,0,0,0,1,0,,1,1
66,15,5,1,2,5,1,6,1,1,1,12,996,14,1.0,8,34,1,0,1,0,0,0,0,0,0,0,0,,0,0
66,16,2,1,1,2,0,6,1,1,0,21,996,11,1.0,8,34,1,1,1,0,1,0,0,0,0,0,1,0.0,1,0
66,17,1,0,1,1,0,6,1,1,1,11,996,11,0.0,1,34,0,0,1,0,0,0,0,0,0,0,1,20.0,1,1
66,19,5,2,1,4,0,6,1,1,1,11,996,11,0.0,1,21,0,1,1,0,0,0,0,0,0,1,0,,0,1
66,20,5,1,0,5,1,6,1,1,1,14,996,11,0.0,1,34,0,0,1,1,0,0,0,0,0,1,0,,0,1
66,21,1,0,0,1,0,6,1,1,1,12,996,12,1.0,1,34,0,0,1,0,0,0,0,0,0,0,0,,0,0
66,22,1,0,1,1,0,6,1,1,0,12,996,11,1.0,8,34,0,0,1,0,0,0,0,0,0,0,0,,1,0
66,23,3,1,1,3,0,6,1,1,1,12,996,11,0.0,1,34,0,1,1,0,0,0,0,0,0,1,0,,0,0
66,25,5,1,0,5,0,6,1,1,0,14,996,12,1.0,8,34,0,1,0,0,0,0,0,0,0,0,0,,0,0
66,26,3,1,1,2,1,6,1,1,1,71,996,15,0.0,1,31,1,1,1,0,0,0,0,0,0,1,1,20.0,1,1
66,27,4,3,0,2,0,6,1,1,1,11,996,11,0.0,1,34,1,1,1,0,0,0,0,0,0,1,0,,0,1
66,29,1,1,0,1,0,6,1,1,1,12,996,12,1.0,5,34,0,1,1,0,0,0,0,0,0,0,0,,0,0
67,1,4,1,1,4,0,2,2,1,0,32,30,22,1.0,8,34,1,0,1,0,0,0,0,0,0,0,0,,1,0
67,2,5,1,0,3,0,2,2,1,0,32,20,31,,8,34,0,0,1,0,0,0,0,0,0,0,0,,0,0
67,4,9,2,3,9,2,2,2,1,1,31,996,21,0.0,8,34,0,1,1,0,0,0,1,1,0,1,1,40.0,1,1
67,5,5,1,2,5,1,2,2,1,0,32,10,23,0.0,8,34,1,1,1,0,1,0,0,0,0,0,0,,1,0
67,6,8,2,2,8,2,2,2,1,0,31,5,22,1.0,8,11,0,0,1,0,0,0,0,0,0,0,0,,0,0
67,7,8,1,4,8,1,2,2,1,0,31,20,21,1.0,8,11,1,1,1,0,1,1,0,1,0,0,1,40.0,1,1
67,8,3,0,0,3,1,2,2,1,0,31,15,22,0.0,8,33,1,1,1,0,1,1,0,0,0,0,0,,1,1
67,9,4,1,1,4,1,2,2,1,0,42,30,23,1.0,8,34,0,0,0,0,0,0,0,0,0,0,0,,0,0
67,10,7,2,1,6,2,2,2,1,0,32,20,23,1.0,8,34,1,1,1,0,0,0,0,0,0,0,1,40.0,1,0
67,11,4,1,0,4,1,2,2,1,0,32,20,22,1.0,8,34,1,1,0,0,0,0,0,0,0,0,0,,1,1
67,12,2,1,0,2,1,2,2,1,1,31,60,22,1.0,8,34,1,0,1,0,0,0,0,0,0,1,0,,0,0
67,13,3,2,1,3,0,2,2,1,0,31,25,23,1.0,8,12,0,0,1,0,0,0,0,0,0,0,0,,0,0
67,14,5,1,1,5,1,2,2,1,0,32,10,21,1.0,8,12,0,1,1,0,0,0,0,1,0,0,1,10.0,1,0
67,15,10,1,2,10,0,2,2,1,1,32,10,31,,8,34,0,1,1,0,0,0,1,1,0,0,0,,1,0
67,16,6,1,2,6,1,2,2,1,0,32,10,23,1.0,8,34,0,1,1,0,0,0,0,0,0,0,0,,0,0
67,17,1,0,1,1,0,2,2,1,0,32,20,22,1.0,8,34,0,0,0,0,0,0,0,0,0,0,0,,0,0
67,18,8,1,3,8,2,2,2,1,1,31,10,21,0.0,8,34,0,1,1,0,0,0,1,1,0,1,1,40.0,1,1
