DHSID,DHSCLUST,All_Population_Count_2010,All_Population_Count_2015,All_Population_Density_2010,All_Population_Density_2015,Aridity,BUILT_Population_2014,Drought_Episodes,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Global_Human_Footprint,Growing_Season_Length,ITN_Coverage_2010,ITN_Coverage_2015,Malaria_2010,Malaria_2015,Nightlights_Composite,Potential_Evapotranspiration,Proximity_to_National_Borders,Proximity_to_Protected_Areas,Proximity_to_Water,Rainfall_2010,Rainfall_2015,Travel_Times
ZW201500000297,297,11284.47461,12599.83789,35.91959829,40.10652965,4800.226563,0.000297123,10.0,2897.6,2866.1,25.39637306,7.0,0.13486472900000002,0.41389345,0.039604379,0.041506026,0.001967767,1650.768229,210678.2928,176644.4883,189574.4917,824.75,582.5833332999999,156.6640625
ZW201500000298,298,509.3985291,568.7761230000001,40.53664696,45.26176574,12107.625,0.009190073,7.0,2904.0,2900.0,33.0,10.0,-9999.0,-9999.0,-9999.0,-9999.0,0.153145933,1243.25,25436.38663,1262.563,95354.79419,889.0,648.0,154.25
ZW201500000299,299,32684.51172,36494.34766,2600.950801,2904.127913,3654.533333,0.328234746,9.0,2233.0,2123.0,74.06666667,5.0,0.041820817999999996,0.153731953,0.017945133000000002,0.015910221000000002,4.473682033999999,1579.2,90940.19442999999,31608.494639999997,251492.8268,532.0,342.0,10.2
ZW201500000300,300,27853.29102,31099.98438,2216.4944739999996,2474.858122,3986.0625,0.230585392,5.0,2614.0,2576.0,67.47058824,5.0,0.07676495700000001,0.28923346699999997,0.024728478999999998,0.028615917999999997,2.8848661389999997,1669.6875,280179.8562,148219.97699999998,175795.7384,642.0,404.0,4.5
ZW201500000301,301,560401.875,625724.5,1783.81457,1991.742944,5135.973958,0.48887712299999997,10.0,2517.0,2349.416667,65.56103896,7.0,0.070733132,0.304200759,0.019312433,0.023520836,4.664549515,1550.182292,192037.4136,177914.5005,234516.8939,745.2,569.2,13.09090909
ZW201500000302,302,14601.7002,16303.7334,46.47865529,51.89639523,5203.930233,2.8600000000000004e-05,8.0,3011.0,3010.222222,29.73126615,6.0,0.146955209,0.504252287,0.034178397,0.051617384,0.000360649,1664.94832,35458.054130000004,156791.7376,75151.95632,870.2222222000001,730.3333332999999,576.1085271000001
ZW201500000303,303,10295.23438,11495.28711,32.77074884,36.59063532,4906.296392,0.0008453489999999999,10.0,2935.5,2870.2,27.65116279,7.0,0.07598561,0.36164501299999996,0.03726393,0.032088216,0.003054245,1566.914948,96433.69429,107862.2644,131835.8443,651.3333332999999,488.5,208.28865980000003
ZW201500000304,304,30501.003910000003,34056.32031,2427.192771,2710.1158600000003,3703.125,0.395908429,9.0,2233.0,2123.0,70.625,5.0,0.043573347000000005,0.156599139,0.016751841,0.014919972,5.669140723,1573.625,92023.42539,28353.40506,248602.1507,539.0,349.0,8.75
ZW201500000305,305,4093.373535,4570.513672,13.02961264,14.54839687,3005.3,6.95e-05,2.0,2679.727273,2907.363636,29.62982005,5.0,0.120046183,0.328665567,0.047356342999999995,0.043144512,0.0,1815.14359,48900.330760000004,43409.095010000005,190075.4758,628.0,374.7,243.1461538
ZW201500000306,306,34472.42969,38490.67578,2743.2287929999998,3062.990657,4974.9375,0.291602655,8.0,3116.0,3048.0,72.0625,7.0,0.111052389,0.37384727100000004,0.033902722999999996,0.036630273,3.433038527,1642.25,153384.5218,129541.3388,151182.9647,732.0,564.0,2.75
ZW201500000307,307,12624.55664,14096.125,40.18521187,44.86935944,4520.010638000001,0.002448841,8.0,2851.833333,2808.333333,34.32804233,7.0,0.165965223,0.549951855,0.030203577000000002,0.037606331,0.00042773199999999995,1659.031915,43363.32211,196603.5806,111179.5207,789.4166667000001,604.25,258.5638298
ZW201500000308,308,2608.567139,2912.63208,8.303327091,9.271195859,3754.8268729999995,2.5e-05,5.0,2779.083333,2780.583333,32.26030928,6.0,0.167139765,0.400229623,0.189283535,0.142347738,0.002139225,1751.0723510000003,75599.35909,22137.59343,71639.91712,791.9166667000001,525.1666667,292.36434110000005
ZW201500000309,309,203201.7188,226887.75,16170.278999999999,18055.153469999997,4877.466667000001,0.016717831000000002,5.0,2717.0,2747.0,47.07142857,6.0,0.205192867,0.49024350000000005,0.062349512999999995,0.063741177,1.8899711609999998,1601.2,170981.5416,96592.69222000001,154916.3098,793.0,667.0,137.33333330000002
ZW201500000310,310,5123.634765999999,5720.866211,16.30903599,18.21008272,3588.2673520000003,9.62e-06,8.0,2817.2,3102.4,22.63753213,6.0,0.148738289,0.470463715,0.059185935,0.057598977999999995,0.0,1782.2262210000001,82231.37011,51231.72158,88088.74149,534.6666667,342.22222220000003,263.5218509
ZW201500000311,311,128377.6563,143341.875,10215.969290000001,11406.78398,5014.166667,0.6472219229999999,10.0,2324.0,2235.0,71.23529412,7.0,0.058619225999999997,0.276351958,0.015493942,0.018113637,6.387578245,1548.944444,191950.1765,169786.5531,233812.4148,713.0,535.0,6.333333333
ZW201500000312,312,15621.01465,17441.86328,49.72323395,55.51917515,4477.2597399999995,0.002912775,8.0,3062.2,3070.9,22.28311688,7.0,0.159898772,0.537409369,0.029846422,0.032995511,0.0,1683.763636,62781.60087,176410.7365,134044.62699999998,771.5454545,612.3636364,671.1896103999999
ZW201500000313,313,7727.875977,8628.668945,24.59859323,27.465906300000004,4022.860892,3.82e-05,8.0,2611.0,2698.1,34.2992126,6.0,0.170423884,0.539757323,0.050261217000000004,0.07627943599999999,0.0,1857.228346,19036.61176,134407.7206,48744.42045,754.1,633.8,343.1496063
ZW201500000314,314,20404.91992,22783.40234,64.95087737,72.52182206,4255.532134,6.11e-05,7.5,3059.0,3136.1,30.78461538,6.0,0.176657822,0.531415415,0.060367282,0.052391312999999995,0.012546683000000001,1630.4858609999999,35399.09096,31500.49774,130768.9494,650.5833332999999,428.08333330000005,345.85128210000005
ZW201500000315,315,16904.03516,18874.43945,53.80721508,60.07920673,5670.084399,1.51e-05,8.0,2923.833333,2933.833333,21.78516624,6.0,0.100761364,0.388384499,0.0440396,0.045008242000000004,0.001011608,1560.324808,143322.9495,48327.47635,12111.681559999999,754.1818182,377.63636360000004,487.82864450000005
ZW201500000316,316,3066.310059,3423.7314450000003,9.760368059,10.89807567,4658.794271,2.45e-05,5.0,2865.272727,2812.181818,30.51958225,6.0,0.16987066899999997,0.444247619,0.052139357000000004,0.054381307000000004,0.000392166,1719.7552079999998,115012.1773,70819.0934,87434.47469,780.25,605.3333332999999,270.2942708
ZW201500000317,317,34152.48438,38133.43359,2717.768354,3034.562226,3710.294118,0.358627319,9.0,2233.0,2123.0,74.41176471,5.0,0.043573347000000005,0.156599139,0.016751841,0.014919972,5.276722209,1573.5294119999999,92128.90503,27117.27463,247883.0511,539.0,349.0,8.529411765
ZW201500000318,318,28363.99805,31670.2207,2257.135248,2520.236087,5754.8,0.432580376,10.0,2644.0,2514.0,63.93333333,7.0,0.060172650999999994,0.28688303,0.015368305,0.019150781000000002,1.453160809,1493.666667,180829.2126,166236.1383,228293.8954,783.0,609.0,15.93333333
ZW201500000319,319,21082.70703,23540.19531,67.10834075,74.9307689,5804.307292,0.004142728,10.0,2797.333333,2761.222222,35.734375,7.0,0.109887615,0.43448972,0.038599253,0.042255968,0.032501241,1546.455729,131217.3655,118130.1602,201274.4874,845.3333332999998,589.6666667000001,143.125
ZW201500000320,320,38543.45313,43036.23438,3067.190545,3424.7147170000003,3949.294118,0.27591333,8.0,2441.0,2313.0,64.17647059,6.0,0.058492873,0.291017782,0.028190704,0.027377941,2.478528738,1583.411765,185626.9811,8873.743804000002,12527.75027,516.0,263.0,3.2941176469999998
ZW201500000321,321,24314.53125,27148.73047,1934.8889190000002,2160.427326,4033.470588,0.489098231,5.0,2384.0,2328.0,67.17647059,5.0,0.12139627199999999,0.378850048,0.023591569,0.026842754,3.6616422589999997,1676.941176,285346.8879,149492.03699999998,176390.8491,651.0,432.0,8.529411765
ZW201500000322,322,9170.009766,10238.90332,29.18904765,32.591441499999995,4000.038363,1.3300000000000001e-05,5.0,2678.454545,2644.727273,31.56153846,6.0,0.14476246199999998,0.40829670100000004,0.034374612,0.035242014,0.0015443070000000002,1675.9283890000002,221423.07,148565.4739,222688.7149,680.8,479.7,185.3734015
ZW201500000323,323,17633.50195,19688.93359,56.12917999,62.6718221,5629.721354,0.005620733,8.0,2984.416667,2884.416667,32.5078125,7.0,0.104242345,0.407913019,0.029686872000000003,0.038572327000000003,0.010751721,1536.5703130000002,115541.9689,169387.4963,146796.5447,748.5454545,662.4545455,202.48697919999998
ZW201500000324,324,1226.094971,1369.013428,3.902781507,4.357705085,4467.497423,0.000403979,5.0,2898.0,2797.454545,34.79434447,6.0,0.21881779,0.508297814,0.077888036,0.084620881,2.65e-05,1719.793814,120688.6167,64949.99039,91366.38252,782.2727272999999,626.4545455,320.18509
ZW201500000325,325,40072.22656,44743.20313,3188.846469,3560.550974,4997.5,0.36342859299999997,7.0,2601.0,2497.0,74.75,8.0,0.131269778,0.43855856200000004,0.072424367,0.066040553,4.257910834,1556.6875,6653.780769,64635.01875,38590.11328,427.0,309.0,5.125
ZW201500000326,326,32871.72266,36703.38281,2615.848575,2920.762401,3701.5625,0.528942386,9.0,2233.0,2123.0,76.0,5.0,0.041820817999999996,0.153731953,0.017945133000000002,0.015910221000000002,5.71911521,1574.125,93161.53055,30420.042960000002,248363.7376,539.0,349.0,7.0625
ZW201500000327,327,19195.45117,21432.95313,1527.525469,1705.580218,5118.357143,0.302957993,8.0,3030.0,2839.0,66.5,7.0,0.10889711199999999,0.423399818,0.023709132999999997,0.026631504,2.253768921,1669.857143,117720.3791,176011.607,167803.8045,731.0,634.0,86.14285714
ZW201500000328,328,5142.047852000001,5741.425781,16.36764667,18.27552587,3866.030928,0.000185823,5.0,2538.727273,2502.090909,36.84237726,6.0,0.105349896,0.351997816,0.03007013,0.032143325,0.00142822,1625.806701,219011.6762,149690.9094,183067.5368,646.2727272999999,369.8181818,115.0902062
ZW201500000329,329,19373.48633,21631.74023,61.66772229,68.85596771,5372.556995,0.0054408569999999995,8.0,3069.4,2876.5,30.62628866,7.0,0.11157012300000001,0.43341004899999996,0.025768826,0.029313883,0.010656808,1676.738342,121492.9235,164168.4017,177353.4291,811.1818182,696.6363636,237.0051813
ZW201500000330,330,38467.82422,42951.78906,3061.172187,3417.994772,3650.6875,0.44975495299999996,9.0,2364.0,2289.0,75.5,5.0,0.041820817999999996,0.153731953,0.017945133000000002,0.015910221000000002,5.479339599999999,1581.0,93020.89262,33054.67286,249966.328,532.0,342.0,9.625
ZW201500000331,331,4437.73584,4955.016113000001,14.1257519,15.77230615,3245.043814,4.73e-05,5.0,2794.0,2769.888889,37.51670951,6.0,0.162922456,0.405527508,0.073175237,0.061064105,0.0,1830.335052,140206.66,67993.06452999999,135645.0409,697.6,404.9,235.85051549999997
ZW201500000332,332,10310.98242,11512.87109,32.82087641,36.64660686,3846.642674,7.780000000000001e-05,8.0,2736.833333,2719.666667,27.60824742,6.0,0.088890606,0.351773338,0.028840047999999997,0.028030306,0.00550274,1636.303342,190524.7516,10720.26723,21229.98817,559.4166667000001,291.0833333,82.94087404
ZW201500000333,333,22543.75,25171.54102,1793.974624,2003.087589,6128.857143,0.043638657000000004,10.0,2909.0,2859.0,43.64285714,8.0,0.082823676,0.36121858100000004,0.036357671,0.035836779,1.513225925,1451.0714289999999,143127.6519,122452.3272,185066.6361,776.0,645.0,4.8571428569999995
ZW201500000334,334,64407.69531,71915.3125,5125.401540999999,5722.838734,5671.875,0.7455725670000001,10.0,2644.0,2426.0,54.5625,7.0,0.060172650999999994,0.28688303,0.015368305,0.019150781000000002,0.957101695,1502.5625,182270.3445,166217.1203,229723.5829,783.0,609.0,17.875
ZW201500000335,335,6780.33252,7570.675781,539.5617182,602.4552365000001,4828.9375,0.066101924,7.0,3036.0,3121.0,68.4375,9.0,0.171894758,0.516177613,0.072588801,0.06684067099999999,0.661449548,1569.625,11821.43467,64994.55442000001,44084.00433,515.0,382.0,11.9375
ZW201500000336,336,1002.168274,1139.4960939999999,79.75001731,90.678218,3593.5,0.00425438,10.0,2609.0,2689.0,40.0,6.0,0.19591762,0.6255226220000001,0.107216403,0.110741824,0.585862732,1748.25,1216.193183,134961.5863,142221.8514,533.0,421.0,226.75
ZW201500000337,337,5492.78125,6133.041015999999,17.48406575,19.52207588,4080.8883119999996,1.1599999999999999e-05,5.0,2778.916667,2732.333333,35.32467532,6.0,0.21609799,0.497391005,0.10162228699999999,0.11220641099999999,0.0,1758.875325,120098.4332,49856.22281,99803.79563,800.4,573.2,328.9324675
ZW201500000338,338,7943.735352,8869.689453,25.28569496,28.2330984,10367.41927,0.001225622,7.0,2973.1,2915.4,33.95300261,10.0,0.21759668399999998,0.629143484,0.072549922,0.061726034000000006,0.016687054,1249.052083,28394.45818,468.18801210000004,94457.59086,907.7777777999999,649.0,160.34114580000002
ZW201500000339,339,17700.375,19763.60156,1408.5510880000002,1572.737441,6168.625,0.070750874,10.0,2909.0,2859.0,47.625,8.0,0.085222899,0.36856700000000003,0.03301229,0.031241297999999997,1.7795734090000002,1443.375,140256.5522,119716.9047,182198.6024,776.0,645.0,3.75
ZW201500000340,340,7143.256348000001,7975.902344,22.73769115,25.38808567,5184.502538000001,0.00029761400000000003,10.0,2651.6923079999997,2640.076923,28.12690355,7.0,0.071135641,0.341932594,0.038387775,0.034920834,0.002999253,1521.824873,141175.5284,133939.9941,129531.2919,743.25,488.75,198.3375635
ZW201500000341,341,20007.41797,22339.56445,63.68558937,71.10904217,3584.032911,7.659999999999999e-05,8.0,2510.4,2717.1,33.72335025,5.0,0.178073486,0.530319494,0.052831820999999994,0.053504956,0.003864738,1727.8,15751.807519999998,41621.35448,139711.9009,456.2,296.8,246.64810130000004
ZW201500000342,342,14446.447269999999,16130.384769999999,45.98446986,51.344609399999996,5730.404145,0.000623829,10.0,2878.25,2791.583333,28.27979275,8.0,0.116389287,0.449243249,0.050429117,0.046182934,0.006470795,1427.7331609999999,88082.36461,61947.40712999999,133307.0747,662.0,451.41666669999995,113.89637309999999
ZW201500000343,343,26461.46289,29545.91797,84.22945241,94.04757786,5931.916667,0.015070703000000001,10.0,3010.6,2899.7,30.58854167,7.0,0.09449029800000001,0.393129611,0.032725006,0.037046119,0.031027235,1612.830729,150960.7084,143171.1461,210954.4568,856.1,605.6,106.4375
ZW201500000344,344,14190.04199,15844.09082,1129.2076630000001,1260.832686,4207.882353,0.005537068000000001,9.0,2957.0,2783.0,47.6875,5.0,0.105669685,0.300157198,0.027971772000000002,0.025656332999999996,0.545978165,1547.7647060000002,99748.43752,25460.2372,237826.6524,599.0,369.0,12.25
ZW201500000345,345,2146.6948239999997,2396.9223629999997,6.833141851000001,7.629640846,3979.5323,0.0001359,5.0,2793.181818,2677.454545,39.87371134,7.0,0.20925676699999998,0.474881722,0.153587171,0.166322316,0.00018030599999999998,1769.423773,87580.04391000001,17662.5881,70221.40347,834.8,543.3,257.79328169999997
ZW201500000346,346,10364.1123,11572.19531,824.7498517000001,920.886043,4334.733333,0.295295749,5.0,2466.0,2266.0,85.4,6.0,0.09523046199999999,0.335391049,0.026493002,0.026194157000000003,2.25220108,1547.933333,246475.3039,108447.0649,140882.8594,646.0,388.0,2.933333333
ZW201500000347,347,23566.48047,26313.48242,1875.360929,2093.960399,5182.75,0.6135537839999999,10.0,2908.0,2614.0,85.5,7.0,0.076271276,0.31477316,0.022076382999999998,0.027373606,4.688883628,1555.625,189286.1015,190137.3685,226155.6852,757.0,600.0,13.25
ZW201500000348,348,16847.73242,18811.57227,1340.699947,1496.977357,4909.4,0.080950482,7.0,2601.0,2497.0,69.2,8.0,0.174267151,0.519305779,0.066895947,0.06258095799999999,1.8006711869999998,1564.2,10721.35389,66519.97405,41731.91326,491.0,368.0,9.666666667000001
ZW201500000349,349,5154.512207,5755.342772999999,16.40732194,18.31982503,4953.533679,0.028353188999999997,5.0,2823.444444,2772.333333,25.14025974,7.0,0.140793193,0.410843901,0.040394418,0.041509505,0.0,1646.0310880000002,138354.0852,101459.8397,112528.1336,758.3333332999999,597.3333332999999,219.9093264
ZW201500000350,350,594545.25,663847.875,1892.4963089999999,2113.093415,5183.46875,0.536510865,10.0,2475.3,2299.4,68.15625,7.0,0.064390894,0.290017411,0.018842384,0.023105685,5.449924537999999,1547.059896,190399.3878,177949.198,232817.4018,752.5454545,577.7272727000001,12.18229167
ZW201500000351,351,22765.24219,25418.84961,1811.600413,2022.7677820000001,5871.571429,0.35707680399999997,10.0,2642.0,2491.0,43.42857143,7.0,0.096361877,0.378026874,0.026518162,0.032054177999999996,3.360062154,1491.642857,180525.4169,158298.1113,228449.7845,816.0,618.0,25.35714286
ZW201500000352,352,5334.080078,5955.841797,16.97890423,18.95803325,5339.506562,5.8299999999999994e-05,5.0,3010.3,2959.9,28.33595801,7.0,0.166014241,0.45000855100000003,0.043673515,0.049752738,0.0022351660000000002,1541.409449,79509.54718,39674.209910000005,59187.3835,848.75,707.3333332999999,249.2860892
ZW201500000353,353,13760.87695,15364.90039,43.80223176,48.90799694,3320.3223350000003,0.01571932,8.875,2586.111111,2448.777778,35.02030457,6.0,0.16712421800000002,0.515192524,0.085014656,0.066145487,0.161404735,1737.7842640000001,37590.59333,47976.35485,74856.53285,497.8,310.3,200.5761421
ZW201500000354,354,67.93476868,75.85352325,5.406077122,6.036231588,1871.375,0.0,9.0,2133.0,2182.0,25.0,1.0,0.139623876,0.41382059299999996,0.024871537000000003,0.025641356,0.0,1774.25,14180.293740000001,55362.57395,228097.2894,317.0,161.0,281.9375
ZW201500000355,355,16060.734380000002,17932.83789,51.12290533,57.08199588,5178.550649,0.001662664,8.25,2899.75,2819.666667,34.09375,7.0,0.14763242599999998,0.51242475,0.033873867,0.036612958,0.002738773,1622.353247,114275.1974,134152.4881,188685.9815,792.0909091,591.1818182,223.24415580000002
ZW201500000356,356,32440.64063,36222.05078,2581.544157,2882.459215,4936.714286,0.51713474,10.0,2705.0,2559.0,64.14285714,7.0,0.093061511,0.35471706799999997,0.021320604,0.026072165,3.881486462,1561.4285710000001,198462.91100000002,177058.3843,239187.9332,702.0,525.0,16.14285714
ZW201500000357,357,6110.897949,6823.208984000001,486.2898077,542.9737187999999,5773.266667,0.083950894,10.0,2759.0,2743.0,47.26666667,7.0,0.123098141,0.46298753200000003,0.038299154,0.042342972,1.118522029,1532.733333,126504.6997,117381.76,202790.6137,854.0,606.0,95.86666667
ZW201500000358,358,2878.297607,3213.803223,9.161905837,10.22985338,2000.779188,4.96e-05,9.0,1669.9,1894.2,24.98984772,1.0,0.135529423,0.40822522200000005,0.021953551,0.023446785,0.0,1770.931472,27837.022780000003,61789.24559,215471.2072,286.75,149.25,364.9111675
ZW201500000359,359,28840.089839999997,32201.80664,2295.021429,2562.538352,3595.285714,0.27782711600000004,9.0,2364.0,2289.0,73.71428571,5.0,0.05212374400000001,0.177655234,0.021245826000000002,0.018783478,4.52847337,1590.785714,92212.28323,34301.910410000004,251591.0984,532.0,342.0,13.71428571
ZW201500000360,360,6444.944824,7196.193359000001,512.8724133000001,572.6548723,4092.375,0.140101002,5.0,2588.0,2638.0,61.0625,5.0,0.12139627199999999,0.378850048,0.023591569,0.026842754,0.720747776,1675.9375,284528.5208,151801.1854,178487.7312,692.0,475.0,10.875
ZW201500000361,361,15337.703130000002,17117.03906,48.82142538,54.48522755,2954.063939,0.000884927,9.0,2284.75,2287.833333,37.82608696,4.0,0.107592965,0.29436309899999996,0.017556349,0.014197547,0.002885071,1667.508951,8385.742536,73611.4867,310812.6681,493.6,289.6,233.38874680000004
ZW201500000362,362,30496.24414,34051.00781,2426.814,2709.6931050000003,3704.066667,0.33583780399999996,9.0,2233.0,2123.0,70.66666667,5.0,0.043573347000000005,0.156599139,0.016751841,0.014919972,5.203360281,1573.933333,92385.68442,27942.17965,247989.0473,539.0,349.0,8.466666667
ZW201500000363,363,1084.936523,1211.401123,3.453460212,3.856009536,3647.1953729999996,0.002407102,5.0,2546.416667,2406.083333,26.85089974,5.0,0.104784775,0.33282916,0.033809977000000005,0.033059667,0.034968692999999995,1643.164524,140119.7054,85601.84047000001,233559.76100000003,665.6,427.4,160.7840617
ZW201500000364,364,21670.59961,24228.02734,68.97966095,77.12020625,12186.25455,1.1e-05,7.0,4181.75,4091.083333,29.11688312,10.0,0.231182855,0.638177529,0.13552618,0.10632138699999999,0.016544487,1480.942857,6886.968586,5293.892644,67203.8886,1281.818182,974.5454545,224.51688309999997
ZW201500000365,365,2565.4638670000004,2864.5048829999996,204.15312790000002,227.95005580000003,5796.1875,0.064577639,10.0,3197.0,3075.0,46.6875,7.0,0.092549895,0.367664417,0.02133703,0.026744663999999998,0.595662578,1499.75,165566.6702,180637.0236,206824.1909,856.0,637.0,25.75
ZW201500000366,366,22272.00195,24868.11914,1772.3496010000001,1978.942043,5131.875,0.293048183,8.0,3030.0,2839.0,78.6875,7.0,0.10889711199999999,0.423399818,0.023709132999999997,0.026631504,2.3487854,1659.5625,116895.3094,177041.6229,166579.5483,731.0,634.0,85.375
ZW201500000367,367,1128.647949,1260.207764,3.592598002,4.011365898999999,3666.7256409999995,0.000351542,9.0,2294.0,2369.1,37.43734015,6.0,0.10499860800000001,0.315975613,0.023469381,0.019195696,0.001856199,1630.982051,19252.984080000002,71248.87251,266995.1547,621.7272727000001,371.9090909,200.0
ZW201500000368,368,32202.05273,35955.65625,102.50231740000001,114.4504085,6113.509043999999,0.003740808,9.625,3002.1,2864.7,26.97674419,7.0,0.097714977,0.393830595,0.026127072,0.030209422000000003,0.09723432800000001,1519.431525,147743.8713,176278.96600000001,192420.1736,842.8333332999998,670.4166667000001,181.5064599
ZW201500000369,369,35755.84766,39923.69531,2845.35995,3177.0267280000003,3696.0625,0.507661379,9.0,2233.0,2123.0,77.875,5.0,0.041820817999999996,0.153731953,0.017945133000000002,0.015910221000000002,5.699094711,1574.625,93699.47729,30731.26521,247910.4238,539.0,349.0,6.5625
ZW201500000370,370,16873.82617,18840.70703,53.71105688,59.9718331,4844.586294,2.17e-05,8.0,3046.4,3213.6,24.36455696,6.0,0.145357539,0.46726074799999995,0.04479403,0.04362417,0.002838058,1677.682741,84885.76307999999,77684.03571,71893.56991,671.3076923,371.3846154,197.96446699999998
ZW201500000371,371,4368.983886999999,4878.25,13.90690764,15.52795202,2676.210127,8.48e-05,8.0,2480.909091,2663.818182,13.81772152,3.0,0.143627975,0.430411055,0.037309945,0.040064719,0.0,1754.564557,19191.96014,68453.79934,208937.5264,437.7,187.7,658.2379747
ZW201500000372,372,17114.50781,19109.44336,1361.9292580000001,1520.681185,5480.066667,0.008171104,5.0,3046.0,3023.0,54.26666667,7.0,0.14697083800000002,0.426379257,0.035139076,0.041545797,1.3060219290000001,1532.6,100815.6733,59158.07722000001,77459.36042000001,816.0,714.0,78.46666667
ZW201500000373,373,43485.12109,48553.91797,138.4174394,154.551921,5301.407595000001,0.007515041,10.0,2733.3,2656.3,32.84263959,8.0,0.107964724,0.428817671,0.04275148,0.039336588,0.17197108,1487.298734,69910.34871,72362.52468,111465.3109,644.5833332999999,463.66666669999995,209.435443
ZW201500000374,374,33980.04688,37940.89844,2704.046214,3019.240766,3644.4,0.358020083,9.0,2366.0,2267.0,68.66666667,5.0,0.043573347000000005,0.156599139,0.016751841,0.014919972,5.180624341000001,1580.133333,90145.64022,26225.549580000003,249685.40899999999,539.0,349.0,11.93333333
ZW201500000375,375,35188.96094,39290.72656,2800.248538,3126.656675,4043.0625,0.184017519,8.0,2521.0,2467.0,57.4375,6.0,0.074258296,0.324941639,0.02628036,0.026184861,1.695612015,1575.5,184659.6698,8506.729089,11230.6734,516.0,263.0,2.8125
ZW201500000376,376,9562.869141,10677.55664,30.43955788,33.98771839,3648.120104,0.005757916,10.0,2524.0,2523.0,34.23560209,7.0,0.206774391,0.641439973,0.073338978,0.07994911099999999,0.0,1718.1906010000002,19639.24025,119356.8535,157696.9615,508.16666669999995,428.41666669999995,341.1649215
ZW201500000377,377,11952.20605,13345.40332,38.04505347,42.47973812,5116.304124,0.001473041,10.0,2762.3,2689.8,35.53470437,7.0,0.129659848,0.407720046,0.037870263,0.039787745,0.015888697,1607.752577,195880.3064,171815.4736,182397.485,824.2,585.5,115.58762890000001
ZW201500000378,378,28288.16992,31585.55273,2251.101037,2513.498424,3744.6875,0.304112049,9.0,2366.0,2267.0,77.5625,5.0,0.042773213,0.153270775,0.016189693,0.014694734,5.574171542999999,1570.9375,92366.5048,26250.44759,247205.1785,539.0,349.0,7.1875
ZW201500000379,379,9457.583008,10559.99805,30.10442171,33.61351777,3876.3506490000004,0.000117639,5.0,2777.777778,2756.111111,35.52727273,6.0,0.150333612,0.412878312,0.038905431000000004,0.037995212,0.009433558,1713.2831170000002,209934.3677,139049.4747,213203.4722,706.6,500.5,161.2155844
ZW201500000380,380,16234.234380000002,18126.56055,51.67517298,57.69863426,5496.312661,0.000827112,10.0,2793.454545,2758.636364,28.87338501,7.0,0.132719021,0.48396855,0.045354847000000004,0.046090177,0.002405434,1522.196382,100914.3106,88534.37039,174828.4884,713.75,506.25,194.6459948
ZW201500000381,381,19602.20703,21887.11914,1559.894072,1741.7216010000002,3673.8,0.235348115,9.0,2233.0,2123.0,71.13333333,5.0,0.043573347000000005,0.156599139,0.016751841,0.014919972,4.0444726939999995,1576.333333,89950.57314,28328.358930000002,250892.9042,539.0,349.0,11.06666667
ZW201500000382,382,10497.09766,11720.68164,33.41329961,37.30808839,4253.789744,0.0,9.764705882000001,2580.363636,2608.090909,28.77749361,6.0,0.137179222,0.45959010899999997,0.034728212,0.029334149,0.00164231,1603.974359,102404.0725,104800.6325,83486.42832,607.0,366.2,177.93333330000002
ZW201500000383,383,3140.220215,3506.257324,9.995631392,11.160763699999999,3362.8567770000004,0.00419665,5.0,2608.545455,2567.181818,31.62755102,6.0,0.10602833699999999,0.319941621,0.032827903,0.025721777999999997,0.006656813,1701.974425,90780.24608,69888.50089,240592.8722,583.9166667000001,380.1666667,85.33248082
ZW201500000384,384,24885.24609,27785.9707,1980.3049629999998,2211.1372929999998,1954.4375,0.021578946,8.0,2043.0,2017.0,74.1875,1.0,0.144001668,0.42164580700000004,0.031200089,0.029632653999999998,7.86126709,1746.375,3627.6795950000005,64848.50592,237445.3686,303.0,152.0,261.875
ZW201500000385,385,18864.36523,21063.27148,1501.178487,1676.161887,2874.466667,0.024637827999999997,9.0,2490.0,2494.0,67.53333333,5.0,0.167654967,0.414773603,0.025311446,0.024444936,1.752089716,1681.1333329999998,87610.19842,48055.96753,214134.8655,480.0,278.0,111.0
ZW201500000386,386,1635.297852,1793.2138670000002,5.2053147310000005,5.707977018999999,1804.2106600000002,0.000355668,9.0,2090.583333,2107.5,28.20558376,1.0,0.088723361,0.256693813,0.023960125,0.023046157999999997,0.026688663999999997,1787.4847719999998,264.3974374,28458.653319999998,249210.5628,321.4,169.1,460.9568528
ZW201500000387,387,1752.3924559999998,1956.6584469999998,5.5780384320000005,6.228237276000001,2750.409669,0.000320474,9.0,2441.3,2507.2,28.52671756,2.0,0.146035676,0.386100612,0.025086736000000002,0.022851741000000002,0.0,1696.0661579999999,61818.1856,45630.4883,259647.7569,447.58333330000005,265.8333333,161.9872774
ZW201500000388,388,21351.64648,23863.30664,67.96440161,75.95926421,7474.627204,7.15e-05,4.0,3705.4,3655.4,26.2418136,8.0,0.149237218,0.48861732399999996,0.06418668400000001,0.056982437999999996,0.011104018,1474.88665,8387.3015,5906.035704,144229.3577,968.3636364,635.2727272999999,285.8891688
