DHSID,DHSCLUST,All_Population_Count_2010,All_Population_Count_2015,All_Population_Density_2010,All_Population_Density_2015,Aridity,BUILT_Population_2014,Drought_Episodes,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Global_Human_Footprint,Growing_Season_Length,ITN_Coverage_2010,ITN_Coverage_2015,Malaria_2010,Malaria_2015,Nightlights_Composite,Potential_Evapotranspiration,Proximity_to_National_Borders,Proximity_to_Protected_Areas,Proximity_to_Water,Rainfall_2010,Rainfall_2015,Travel_Times
ZW201500000389,389,10997.07031,12278.93359,35.00476199,39.08505953,5182.510309,0.000196565,10.0,2682.727273,2673.272727,28.34020619,7.0,0.07706165,0.35056831299999996,0.036492579,0.030053634,0.002595626,1522.533505,149659.2267,146712.608,182801.2415,724.5,534.7,199.757732
ZW201500000390,390,35245.36719,39353.71484,2804.737205,3131.669123,5203.125,0.901469084,10.0,2359.0,2165.0,76.0,7.0,0.040744319,0.23389385,0.015023028,0.01905098,9.384480794,1553.375,187689.4171,179723.7728,229253.6566,744.0,578.0,5.9375
ZW201500000391,391,12273.75293,13704.43066,39.06856898,43.62255764,4421.912821,5.02e-06,8.0,2901.6,2981.2,28.90512821,6.0,0.105415371,0.394270635,0.03709836,0.038194545,0.000280066,1670.730769,148730.1812,50002.49379,21096.51026,634.7,318.5,219.3717949
ZW201500000392,392,30273.23047,33802.0,2409.067136,2689.877693,3658.8,0.566960225,9.0,2094.0,1961.0,87.0,5.0,0.042916342,0.156463465,0.015220551,0.013595661,9.725848198,1583.533333,97071.03874,31815.171130000002,244506.8085,537.0,347.0,2.666666667
ZW201500000393,393,18501.05859,20657.61719,1472.267464,1643.880944,5930.1875,0.187685453,10.0,2940.0,2760.0,60.875,7.0,0.092549895,0.367664417,0.02133703,0.026744663999999998,2.521293277,1482.875,165360.5374,177083.8458,208349.2004,861.0,637.0,16.875
ZW201500000394,394,479530.4375,535426.4375,1526.39279,1704.315284,5053.462725,0.475811806,10.0,2611.583333,2436.166667,62.08247423,7.0,0.072641775,0.30675869100000003,0.019043173,0.023174339,4.300559275,1558.85347,194508.3831,182098.9427,235238.7197,741.5454545,566.1818182,16.54241645
ZW201500000395,395,5561.121582,6209.348633,17.70159978,19.76497057,5098.847769,0.002406234,5.0,2931.1,2830.4,23.20209974,7.0,0.129043595,0.398209575,0.045942162,0.048693806,0.0,1562.131234,122231.1943,96003.68825,97772.41596,744.3,657.8,208.3543307
ZW201500000396,396,68802.07813,76821.92188,5475.095415,6113.294303,5462.8125,0.5290233910000001,10.0,2644.0,2426.0,41.8125,7.0,0.060172650999999994,0.28688303,0.015368305,0.019150781000000002,0.961686965,1526.875,185234.3897,166101.1161,232714.1088,763.0,597.0,24.4375
ZW201500000397,397,12568.45898,14033.48926,40.00664747,44.66998369,5504.156812,0.001536284,10.0,2716.9,2623.3,25.72750643,8.0,0.091325734,0.39239817200000005,0.043276747000000004,0.0384504,0.052515162000000004,1475.113111,101421.6477,86116.78844,143372.65099999998,637.0,469.22222220000003,107.8508997
ZW201500000398,398,5385.116699,6012.828125,17.14135884,19.13942636,5297.0363640000005,0.00134396,5.0,2874.083333,2839.25,23.15665796,7.0,0.153756225,0.44416256600000004,0.040456466,0.049947064000000006,0.000123117,1555.41039,94628.17209,43151.40867,90796.23921,814.5833332999999,746.3333332999999,340.9376623
ZW201500000399,399,39110.90234,43669.82813,3112.346718,3475.1345049999995,5013.285714,0.850266616,10.0,2298.0,2142.0,73.85714286,7.0,0.059460799,0.27423643,0.017432546,0.021101872,8.176215277999999,1562.857143,195268.235,186657.9558,234006.134,725.0,563.0,16.71428571
ZW201500000400,400,17342.77734,19364.32422,55.20377481,61.63855838,5807.494792,0.0051532290000000005,10.0,2643.181818,2636.545455,35.28125,7.0,0.103556564,0.42092358399999996,0.038497042999999995,0.04102325,0.0019179370000000002,1513.966146,121568.6494,104104.0068,185090.4327,771.1666667000001,542.4166667000001,124.08333329999999
