hv001,hv002,total_household_members,hv010,hv011,hv012,hv014,hv024,hv025,hv027,financial_depriv,electricity_depriv,water_depriv,sanitation_depriv,cooking_fuel_depriv,floor_depriv,information_asset,mobility_asset,livelihood_asset,asset_depriv,hv108,malnutrition,child_under_5,woman_15_to_49,child_not_in_school,school_attainment_depriv,school_attendance_depriv,child_mortailty,total_of_weighted_deprivations,headcount_poor,total_poverty_intensity,DHSID_num,ADM1NAME,LATNUM,LONGNUM,Nightlights_Composite,All_Population_Density_2015,BUILT_Population_2014,geometry,index_right,PROVINCE,PROV_CODE,HRName,HRPCode,HRParent
128,7,5,1,1,5,2,8,2,1,1,1,1,1,1,1,1,0,1,0,2,1.0,1,1,0,0,0,0.0,0.44444444444444453,5,2.2222222222222228,128,Masvingo,-20.6361,31.491279,0.0,55.39253509,0.0,POINT (31.491279 -20.6361),4,Masvingo,18,Masvingo,ZW18,ZW
128,10,3,1,1,3,0,8,2,1,1,1,1,1,1,0,1,0,1,0,1,0.0,0,1,0,0,0,0.0,0.2222222222222222,0,0.0,128,Masvingo,-20.6361,31.491279,0.0,55.39253509,0.0,POINT (31.491279 -20.6361),4,Masvingo,18,Masvingo,ZW18,ZW
128,16,3,1,0,3,2,8,2,1,1,1,1,1,1,1,1,0,1,0,1,1.0,1,1,0,0,0,0.0,0.44444444444444453,3,1.3333333333333335,128,Masvingo,-20.6361,31.491279,0.0,55.39253509,0.0,POINT (31.491279 -20.6361),4,Masvingo,18,Masvingo,ZW18,ZW
128,17,5,1,0,5,2,8,2,1,1,1,0,1,1,1,1,0,1,0,1,2.0,1,1,0,0,0,0.0,0.5555555555555556,5,2.7777777777777777,128,Masvingo,-20.6361,31.491279,0.0,55.39253509,0.0,POINT (31.491279 -20.6361),4,Masvingo,18,Masvingo,ZW18,ZW
128,21,7,3,1,7,0,8,2,1,1,1,1,1,1,0,1,0,1,0,4,0.0,0,1,0,0,0,0.0,0.2222222222222222,0,0.0,128,Masvingo,-20.6361,31.491279,0.0,55.39253509,0.0,POINT (31.491279 -20.6361),4,Masvingo,18,Masvingo,ZW18,ZW
128,24,2,1,0,2,0,8,2,1,1,1,1,1,1,1,1,0,1,0,1,0.0,0,1,0,0,0,0.0,0.2777777777777778,0,0.0,128,Masvingo,-20.6361,31.491279,0.0,55.39253509,0.0,POINT (31.491279 -20.6361),4,Masvingo,18,Masvingo,ZW18,ZW
128,25,3,1,0,3,1,8,2,1,1,1,1,1,1,0,1,0,1,0,1,0.0,1,1,0,0,0,0.0,0.2222222222222222,0,0.0,128,Masvingo,-20.6361,31.491279,0.0,55.39253509,0.0,POINT (31.491279 -20.6361),4,Masvingo,18,Masvingo,ZW18,ZW
128,26,2,1,0,2,0,8,2,1,1,1,1,1,1,1,1,0,1,0,1,0.0,0,1,0,0,0,0.0,0.2777777777777778,0,0.0,128,Masvingo,-20.6361,31.491279,0.0,55.39253509,0.0,POINT (31.491279 -20.6361),4,Masvingo,18,Masvingo,ZW18,ZW
128,27,11,3,2,11,2,8,2,1,1,1,0,1,1,0,1,1,1,0,4,2.0,1,1,0,0,0,0.0,0.5,11,5.5,128,Masvingo,-20.6361,31.491279,0.0,55.39253509,0.0,POINT (31.491279 -20.6361),4,Masvingo,18,Masvingo,ZW18,ZW
128,29,2,1,0,2,1,8,2,1,1,1,1,1,1,0,1,0,1,0,1,0.0,1,1,0,0,0,0.0,0.2222222222222222,0,0.0,128,Masvingo,-20.6361,31.491279,0.0,55.39253509,0.0,POINT (31.491279 -20.6361),4,Masvingo,18,Masvingo,ZW18,ZW
137,4,3,1,1,3,0,8,2,1,0,0,0,1,1,0,1,0,1,0,2,0.0,0,1,0,0,0,0.0,0.1111111111111111,0,0.0,137,Masvingo,-19.786552,31.009914,0.000202076,26.34921989,0.0,POINT (31.009914 -19.786552),4,Masvingo,18,Masvingo,ZW18,ZW
137,5,3,1,0,3,1,8,2,1,1,1,0,1,1,1,1,1,1,0,2,0.0,1,1,0,0,0,0.0,0.2222222222222222,0,0.0,137,Masvingo,-19.786552,31.009914,0.000202076,26.34921989,0.0,POINT (31.009914 -19.786552),4,Masvingo,18,Masvingo,ZW18,ZW
137,6,2,1,1,2,0,8,2,1,1,1,0,0,1,0,1,0,1,0,2,0.0,0,1,0,0,0,0.0,0.1111111111111111,0,0.0,137,Masvingo,-19.786552,31.009914,0.000202076,26.34921989,0.0,POINT (31.009914 -19.786552),4,Masvingo,18,Masvingo,ZW18,ZW
137,10,3,2,1,3,0,8,2,1,1,1,1,1,1,0,1,1,1,0,3,0.0,0,1,0,0,0,0.0,0.2222222222222222,0,0.0,137,Masvingo,-19.786552,31.009914,0.000202076,26.34921989,0.0,POINT (31.009914 -19.786552),4,Masvingo,18,Masvingo,ZW18,ZW
137,11,2,1,1,2,0,8,2,1,1,1,1,0,1,0,1,1,1,0,2,0.0,0,1,0,0,0,0.0,0.16666666666666666,0,0.0,137,Masvingo,-19.786552,31.009914,0.000202076,26.34921989,0.0,POINT (31.009914 -19.786552),4,Masvingo,18,Masvingo,ZW18,ZW
137,13,2,1,0,2,1,8,2,1,1,1,0,1,1,0,1,0,1,0,1,0.0,1,1,0,0,0,0.0,0.16666666666666666,0,0.0,137,Masvingo,-19.786552,31.009914,0.000202076,26.34921989,0.0,POINT (31.009914 -19.786552),4,Masvingo,18,Masvingo,ZW18,ZW
137,14,2,1,0,2,0,8,2,1,0,1,1,1,1,0,1,1,1,0,2,0.0,0,1,0,0,0,0.0,0.2222222222222222,0,0.0,137,Masvingo,-19.786552,31.009914,0.000202076,26.34921989,0.0,POINT (31.009914 -19.786552),4,Masvingo,18,Masvingo,ZW18,ZW
137,23,2,1,0,2,1,8,2,1,1,1,0,1,1,1,1,0,1,0,1,0.0,1,1,0,0,0,0.0,0.2222222222222222,0,0.0,137,Masvingo,-19.786552,31.009914,0.000202076,26.34921989,0.0,POINT (31.009914 -19.786552),4,Masvingo,18,Masvingo,ZW18,ZW
137,24,4,1,1,4,2,8,2,1,1,1,1,1,1,1,1,1,1,0,2,0.0,1,1,0,0,0,0.0,0.2777777777777778,0,0.0,137,Masvingo,-19.786552,31.009914,0.000202076,26.34921989,0.0,POINT (31.009914 -19.786552),4,Masvingo,18,Masvingo,ZW18,ZW
137,25,3,1,1,3,0,8,2,1,1,1,1,1,1,0,1,1,1,0,3,0.0,0,1,0,0,0,0.0,0.2222222222222222,0,0.0,137,Masvingo,-19.786552,31.009914,0.000202076,26.34921989,0.0,POINT (31.009914 -19.786552),4,Masvingo,18,Masvingo,ZW18,ZW
137,26,3,1,1,3,1,8,2,1,1,1,0,0,1,0,1,0,1,0,2,0.0,1,1,0,0,0,0.0,0.1111111111111111,0,0.0,137,Masvingo,-19.786552,31.009914,0.000202076,26.34921989,0.0,POINT (31.009914 -19.786552),4,Masvingo,18,Masvingo,ZW18,ZW
137,27,4,1,2,4,0,8,2,1,1,1,1,1,1,0,1,0,1,0,3,0.0,0,1,0,0,0,0.0,0.2222222222222222,0,0.0,137,Masvingo,-19.786552,31.009914,0.000202076,26.34921989,0.0,POINT (31.009914 -19.786552),4,Masvingo,18,Masvingo,ZW18,ZW
137,29,5,2,1,5,1,8,2,1,1,1,1,1,1,0,1,0,1,0,3,1.0,1,1,0,0,0,0.0,0.38888888888888895,5,1.9444444444444446,137,Masvingo,-19.786552,31.009914,0.000202076,26.34921989,0.0,POINT (31.009914 -19.786552),4,Masvingo,18,Masvingo,ZW18,ZW
140,3,4,2,0,4,0,8,2,1,1,1,1,1,1,0,1,0,1,0,3,0.0,0,1,0,0,0,0.0,0.2222222222222222,0,0.0,140,Masvingo,-20.594442,31.148663,0.022209401,48.4527765,0.000737766,POINT (31.148663 -20.594442),4,Masvingo,18,Masvingo,ZW18,ZW
140,6,4,1,0,4,1,8,2,1,1,1,1,0,1,0,1,0,1,0,1,0.0,1,1,0,0,0,0.0,0.16666666666666666,0,0.0,140,Masvingo,-20.594442,31.148663,0.022209401,48.4527765,0.000737766,POINT (31.148663 -20.594442),4,Masvingo,18,Masvingo,ZW18,ZW
140,9,5,1,1,5,2,8,2,1,1,1,1,1,1,0,0,0,1,1,2,0.0,1,1,0,0,0,0.0,0.2777777777777778,0,0.0,140,Masvingo,-20.594442,31.148663,0.022209401,48.4527765,0.000737766,POINT (31.148663 -20.594442),4,Masvingo,18,Masvingo,ZW18,ZW
140,11,3,1,1,3,0,8,2,1,1,1,0,0,1,0,1,0,1,0,3,0.0,0,1,0,0,0,0.0,0.1111111111111111,0,0.0,140,Masvingo,-20.594442,31.148663,0.022209401,48.4527765,0.000737766,POINT (31.148663 -20.594442),4,Masvingo,18,Masvingo,ZW18,ZW
140,14,4,1,0,4,1,8,2,1,1,1,0,0,1,0,1,0,1,0,1,0.0,1,1,0,0,0,0.0,0.1111111111111111,0,0.0,140,Masvingo,-20.594442,31.148663,0.022209401,48.4527765,0.000737766,POINT (31.148663 -20.594442),4,Masvingo,18,Masvingo,ZW18,ZW
140,15,7,1,1,7,3,8,2,1,1,1,1,1,1,0,1,1,1,0,2,0.0,1,1,0,0,0,0.0,0.2222222222222222,0,0.0,140,Masvingo,-20.594442,31.148663,0.022209401,48.4527765,0.000737766,POINT (31.148663 -20.594442),4,Masvingo,18,Masvingo,ZW18,ZW
140,16,7,2,1,7,1,8,2,1,1,1,0,1,1,1,1,1,1,0,3,0.0,1,1,1,0,1,0.0,0.38888888888888895,7,2.7222222222222228,140,Masvingo,-20.594442,31.148663,0.022209401,48.4527765,0.000737766,POINT (31.148663 -20.594442),4,Masvingo,18,Masvingo,ZW18,ZW
140,17,5,1,1,3,1,8,2,1,1,1,1,1,1,0,1,0,1,0,3,0.0,1,1,0,0,0,0.0,0.2222222222222222,0,0.0,140,Masvingo,-20.594442,31.148663,0.022209401,48.4527765,0.000737766,POINT (31.148663 -20.594442),4,Masvingo,18,Masvingo,ZW18,ZW
140,18,5,2,0,5,1,8,2,1,1,1,1,1,1,1,1,0,1,0,2,0.0,1,1,0,0,0,0.0,0.2777777777777778,0,0.0,140,Masvingo,-20.594442,31.148663,0.022209401,48.4527765,0.000737766,POINT (31.148663 -20.594442),4,Masvingo,18,Masvingo,ZW18,ZW
140,19,3,2,0,3,1,8,2,1,1,1,0,1,1,0,1,0,1,0,2,0.0,1,1,0,0,0,0.0,0.16666666666666666,0,0.0,140,Masvingo,-20.594442,31.148663,0.022209401,48.4527765,0.000737766,POINT (31.148663 -20.594442),4,Masvingo,18,Masvingo,ZW18,ZW
140,21,8,1,2,7,0,8,2,1,1,1,1,0,1,1,1,0,1,0,4,0.0,0,1,0,0,0,0.0,0.2222222222222222,0,0.0,140,Masvingo,-20.594442,31.148663,0.022209401,48.4527765,0.000737766,POINT (31.148663 -20.594442),4,Masvingo,18,Masvingo,ZW18,ZW
140,23,6,1,1,6,1,8,2,1,1,1,0,1,1,1,1,1,1,0,1,1.0,1,1,1,0,1,0.0,0.5555555555555556,6,3.3333333333333335,140,Masvingo,-20.594442,31.148663,0.022209401,48.4527765,0.000737766,POINT (31.148663 -20.594442),4,Masvingo,18,Masvingo,ZW18,ZW
140,28,4,1,0,4,1,8,2,1,1,1,0,1,1,1,1,0,1,0,2,1.0,1,1,0,0,0,0.0,0.38888888888888895,4,1.5555555555555558,140,Masvingo,-20.594442,31.148663,0.022209401,48.4527765,0.000737766,POINT (31.148663 -20.594442),4,Masvingo,18,Masvingo,ZW18,ZW
152,2,8,2,1,8,3,8,2,1,1,1,1,0,1,0,1,1,1,0,3,1.0,1,1,0,0,0,0.0,0.33333333333333337,8,2.666666666666667,152,Masvingo,-19.624313,31.135899,0.042251906,42.76601495,0.000130975,POINT (31.135899 -19.624313),4,Masvingo,18,Masvingo,ZW18,ZW
152,3,4,1,1,4,1,8,2,1,1,1,0,1,1,0,1,0,1,0,2,0.0,1,1,0,0,0,0.0,0.16666666666666666,0,0.0,152,Masvingo,-19.624313,31.135899,0.042251906,42.76601495,0.000130975,POINT (31.135899 -19.624313),4,Masvingo,18,Masvingo,ZW18,ZW
152,5,5,1,1,4,0,8,2,1,1,1,1,0,1,0,1,1,1,0,3,0.0,0,1,0,0,0,0.0,0.16666666666666666,0,0.0,152,Masvingo,-19.624313,31.135899,0.042251906,42.76601495,0.000130975,POINT (31.135899 -19.624313),4,Masvingo,18,Masvingo,ZW18,ZW
152,6,4,1,1,4,0,8,2,1,1,1,0,1,1,0,1,0,1,0,2,0.0,0,1,0,0,0,0.0,0.16666666666666666,0,0.0,152,Masvingo,-19.624313,31.135899,0.042251906,42.76601495,0.000130975,POINT (31.135899 -19.624313),4,Masvingo,18,Masvingo,ZW18,ZW
152,7,8,3,1,8,2,8,2,1,0,0,1,0,1,0,1,1,1,0,4,1.0,1,1,0,0,0,0.0,0.2777777777777778,0,0.0,152,Masvingo,-19.624313,31.135899,0.042251906,42.76601495,0.000130975,POINT (31.135899 -19.624313),4,Masvingo,18,Masvingo,ZW18,ZW
152,8,4,1,0,4,0,8,2,1,1,1,0,0,1,0,1,0,1,0,1,0.0,0,1,0,0,0,0.0,0.1111111111111111,0,0.0,152,Masvingo,-19.624313,31.135899,0.042251906,42.76601495,0.000130975,POINT (31.135899 -19.624313),4,Masvingo,18,Masvingo,ZW18,ZW
152,9,3,1,1,3,1,8,2,1,1,1,0,1,1,1,1,0,1,0,2,1.0,1,1,0,0,0,1.0,0.5555555555555556,3,1.6666666666666667,152,Masvingo,-19.624313,31.135899,0.042251906,42.76601495,0.000130975,POINT (31.135899 -19.624313),4,Masvingo,18,Masvingo,ZW18,ZW
152,11,8,1,0,7,0,8,2,1,1,1,1,1,1,1,1,0,1,0,3,0.0,0,1,0,0,0,0.0,0.2777777777777778,0,0.0,152,Masvingo,-19.624313,31.135899,0.042251906,42.76601495,0.000130975,POINT (31.135899 -19.624313),4,Masvingo,18,Masvingo,ZW18,ZW
152,14,7,1,2,7,1,8,2,1,1,1,1,1,1,0,1,0,1,0,4,0.0,0,1,0,0,0,0.0,0.2222222222222222,0,0.0,152,Masvingo,-19.624313,31.135899,0.042251906,42.76601495,0.000130975,POINT (31.135899 -19.624313),4,Masvingo,18,Masvingo,ZW18,ZW
152,15,5,2,0,5,0,8,2,1,1,1,0,1,1,0,1,1,1,0,2,0.0,0,1,0,0,0,0.0,0.16666666666666666,0,0.0,152,Masvingo,-19.624313,31.135899,0.042251906,42.76601495,0.000130975,POINT (31.135899 -19.624313),4,Masvingo,18,Masvingo,ZW18,ZW
152,17,8,1,2,7,0,8,2,1,1,1,1,0,1,0,1,0,1,0,4,0.0,0,1,0,0,0,0.0,0.16666666666666666,0,0.0,152,Masvingo,-19.624313,31.135899,0.042251906,42.76601495,0.000130975,POINT (31.135899 -19.624313),4,Masvingo,18,Masvingo,ZW18,ZW
152,18,5,1,0,5,3,8,2,1,1,1,1,0,1,0,1,0,1,0,1,2.0,1,1,0,0,0,0.0,0.5,5,2.5,152,Masvingo,-19.624313,31.135899,0.042251906,42.76601495,0.000130975,POINT (31.135899 -19.624313),4,Masvingo,18,Masvingo,ZW18,ZW
152,20,3,1,0,3,0,8,2,1,1,1,1,1,1,0,0,0,1,1,2,0.0,0,1,0,0,0,0.0,0.2777777777777778,0,0.0,152,Masvingo,-19.624313,31.135899,0.042251906,42.76601495,0.000130975,POINT (31.135899 -19.624313),4,Masvingo,18,Masvingo,ZW18,ZW
152,22,7,1,2,4,0,8,2,1,0,0,0,1,0,0,1,0,1,0,5,0.0,1,1,0,0,0,0.0,0.05555555555555555,0,0.0,152,Masvingo,-19.624313,31.135899,0.042251906,42.76601495,0.000130975,POINT (31.135899 -19.624313),4,Masvingo,18,Masvingo,ZW18,ZW
152,24,6,1,0,6,2,8,2,1,1,1,0,0,1,0,1,1,1,0,2,1.0,1,1,0,0,0,0.0,0.2777777777777778,0,0.0,152,Masvingo,-19.624313,31.135899,0.042251906,42.76601495,0.000130975,POINT (31.135899 -19.624313),4,Masvingo,18,Masvingo,ZW18,ZW
152,28,2,1,0,2,1,8,2,1,0,1,0,1,0,0,1,0,0,1,1,0.0,0,1,0,0,0,0.0,0.16666666666666666,0,0.0,152,Masvingo,-19.624313,31.135899,0.042251906,42.76601495,0.000130975,POINT (31.135899 -19.624313),4,Masvingo,18,Masvingo,ZW18,ZW
152,29,4,1,2,4,1,8,2,1,1,1,0,1,1,1,1,1,1,0,3,0.0,1,1,0,0,0,0.0,0.2222222222222222,0,0.0,152,Masvingo,-19.624313,31.135899,0.042251906,42.76601495,0.000130975,POINT (31.135899 -19.624313),4,Masvingo,18,Masvingo,ZW18,ZW
162,2,8,1,2,8,3,8,2,1,1,1,1,1,1,1,0,1,1,1,1,0.0,1,1,0,0,0,0.0,0.33333333333333337,8,2.666666666666667,162,Masvingo,-21.312348,29.968308,0.0,12.65916785,3.32e-06,POINT (29.968308 -21.312348),4,Masvingo,18,Masvingo,ZW18,ZW
162,3,2,1,0,2,1,8,2,1,1,1,1,1,1,1,1,1,1,0,1,0.0,1,1,0,0,0,0.0,0.2777777777777778,0,0.0,162,Masvingo,-21.312348,29.968308,0.0,12.65916785,3.32e-06,POINT (29.968308 -21.312348),4,Masvingo,18,Masvingo,ZW18,ZW
162,5,9,2,2,9,2,8,2,1,1,1,1,1,1,1,1,1,1,0,4,0.0,1,1,0,0,0,0.0,0.2777777777777778,0,0.0,162,Masvingo,-21.312348,29.968308,0.0,12.65916785,3.32e-06,POINT (29.968308 -21.312348),4,Masvingo,18,Masvingo,ZW18,ZW
162,6,10,2,1,10,4,8,2,1,1,1,1,1,1,0,1,1,1,0,3,0.0,1,1,0,0,0,0.0,0.2222222222222222,0,0.0,162,Masvingo,-21.312348,29.968308,0.0,12.65916785,3.32e-06,POINT (29.968308 -21.312348),4,Masvingo,18,Masvingo,ZW18,ZW
162,7,5,1,1,5,2,8,2,1,1,1,1,1,1,1,0,0,1,1,2,0.0,1,1,0,0,0,0.0,0.33333333333333337,5,1.666666666666667,162,Masvingo,-21.312348,29.968308,0.0,12.65916785,3.32e-06,POINT (29.968308 -21.312348),4,Masvingo,18,Masvingo,ZW18,ZW
162,8,4,1,0,4,0,8,2,1,1,1,1,1,1,0,0,0,1,1,1,0.0,0,1,0,0,0,0.0,0.2777777777777778,0,0.0,162,Masvingo,-21.312348,29.968308,0.0,12.65916785,3.32e-06,POINT (29.968308 -21.312348),4,Masvingo,18,Masvingo,ZW18,ZW
162,9,9,3,0,9,2,8,2,1,1,1,1,1,1,1,1,1,1,0,3,2.0,1,1,0,0,0,0.0,0.6111111111111112,9,5.5,162,Masvingo,-21.312348,29.968308,0.0,12.65916785,3.32e-06,POINT (29.968308 -21.312348),4,Masvingo,18,Masvingo,ZW18,ZW
162,10,3,1,0,3,0,8,2,1,1,1,1,1,1,1,0,0,0,1,1,0.0,0,1,1,0,1,1.0,0.6666666666666667,3,2.0,162,Masvingo,-21.312348,29.968308,0.0,12.65916785,3.32e-06,POINT (29.968308 -21.312348),4,Masvingo,18,Masvingo,ZW18,ZW
162,11,3,1,0,3,1,8,2,1,1,1,1,1,1,0,0,0,1,1,2,0.0,1,1,0,0,0,0.0,0.2777777777777778,0,0.0,162,Masvingo,-21.312348,29.968308,0.0,12.65916785,3.32e-06,POINT (29.968308 -21.312348),4,Masvingo,18,Masvingo,ZW18,ZW
162,15,2,1,0,2,1,8,2,1,1,1,1,1,1,1,0,1,0,1,1,0.0,1,1,0,0,0,0.0,0.33333333333333337,2,0.6666666666666667,162,Masvingo,-21.312348,29.968308,0.0,12.65916785,3.32e-06,POINT (29.968308 -21.312348),4,Masvingo,18,Masvingo,ZW18,ZW
162,17,4,1,1,4,2,8,2,1,1,1,1,1,1,1,1,1,1,0,2,0.0,1,1,0,0,0,0.0,0.2777777777777778,0,0.0,162,Masvingo,-21.312348,29.968308,0.0,12.65916785,3.32e-06,POINT (29.968308 -21.312348),4,Masvingo,18,Masvingo,ZW18,ZW
162,18,11,3,1,10,3,8,2,1,1,1,1,1,1,1,1,0,1,0,5,1.0,1,1,0,0,0,0.0,0.44444444444444453,11,4.88888888888889,162,Masvingo,-21.312348,29.968308,0.0,12.65916785,3.32e-06,POINT (29.968308 -21.312348),4,Masvingo,18,Masvingo,ZW18,ZW
162,20,8,2,0,8,1,8,2,1,1,1,1,1,1,1,0,0,1,1,1,0.0,0,1,1,0,1,1.0,0.6666666666666667,8,5.333333333333334,162,Masvingo,-21.312348,29.968308,0.0,12.65916785,3.32e-06,POINT (29.968308 -21.312348),4,Masvingo,18,Masvingo,ZW18,ZW
162,21,6,2,2,6,0,8,2,1,1,1,1,1,1,1,1,1,1,0,1,0.0,0,1,0,0,0,0.0,0.2777777777777778,0,0.0,162,Masvingo,-21.312348,29.968308,0.0,12.65916785,3.32e-06,POINT (29.968308 -21.312348),4,Masvingo,18,Masvingo,ZW18,ZW
162,22,5,1,1,5,2,8,2,1,1,1,1,1,1,1,1,0,1,0,2,0.0,1,1,0,0,0,0.0,0.2777777777777778,0,0.0,162,Masvingo,-21.312348,29.968308,0.0,12.65916785,3.32e-06,POINT (29.968308 -21.312348),4,Masvingo,18,Masvingo,ZW18,ZW
162,24,4,1,1,4,2,8,2,1,1,1,1,1,1,1,0,0,1,1,2,0.0,1,1,0,0,0,0.0,0.33333333333333337,4,1.3333333333333335,162,Masvingo,-21.312348,29.968308,0.0,12.65916785,3.32e-06,POINT (29.968308 -21.312348),4,Masvingo,18,Masvingo,ZW18,ZW
162,25,8,2,1,8,3,8,2,1,1,1,1,1,1,1,1,1,1,0,2,0.0,1,1,0,0,0,0.0,0.2777777777777778,0,0.0,162,Masvingo,-21.312348,29.968308,0.0,12.65916785,3.32e-06,POINT (29.968308 -21.312348),4,Masvingo,18,Masvingo,ZW18,ZW
162,26,5,1,1,5,2,8,2,1,1,1,1,1,1,1,1,1,1,0,2,0.0,1,1,0,0,0,0.0,0.2777777777777778,0,0.0,162,Masvingo,-21.312348,29.968308,0.0,12.65916785,3.32e-06,POINT (29.968308 -21.312348),4,Masvingo,18,Masvingo,ZW18,ZW
162,27,4,1,0,4,2,8,2,1,1,1,1,1,1,1,0,0,1,1,2,1.0,1,1,1,0,1,1.0,0.8333333333333335,4,3.333333333333334,162,Masvingo,-21.312348,29.968308,0.0,12.65916785,3.32e-06,POINT (29.968308 -21.312348),4,Masvingo,18,Masvingo,ZW18,ZW
162,28,6,1,1,6,1,8,2,1,1,1,1,1,1,1,1,1,1,0,3,0.0,1,1,0,0,0,0.0,0.2777777777777778,0,0.0,162,Masvingo,-21.312348,29.968308,0.0,12.65916785,3.32e-06,POINT (29.968308 -21.312348),4,Masvingo,18,Masvingo,ZW18,ZW
162,29,3,1,0,3,2,8,2,1,1,1,1,1,1,1,1,0,1,0,0,2.0,1,1,0,1,0,0.0,0.7777777777777779,3,2.333333333333334,162,Masvingo,-21.312348,29.968308,0.0,12.65916785,3.32e-06,POINT (29.968308 -21.312348),4,Masvingo,18,Masvingo,ZW18,ZW
183,1,4,1,1,4,2,8,2,1,1,1,1,1,1,1,1,1,1,0,2,1.0,1,1,0,0,0,0.0,0.44444444444444453,4,1.7777777777777781,183,Masvingo,-20.545559,31.902,0.00034677300000000004,22.90201707,0.0,POINT (31.902 -20.545559),4,Masvingo,18,Masvingo,ZW18,ZW
183,2,5,1,1,5,1,8,2,1,1,1,1,1,1,1,1,0,1,0,0,0.0,1,1,1,1,1,0.0,0.6111111111111112,5,3.055555555555556,183,Masvingo,-20.545559,31.902,0.00034677300000000004,22.90201707,0.0,POINT (31.902 -20.545559),4,Masvingo,18,Masvingo,ZW18,ZW
183,3,2,1,0,2,1,8,2,1,1,1,1,1,1,0,1,0,0,1,1,0.0,1,1,0,0,0,0.0,0.2777777777777778,0,0.0,183,Masvingo,-20.545559,31.902,0.00034677300000000004,22.90201707,0.0,POINT (31.902 -20.545559),4,Masvingo,18,Masvingo,ZW18,ZW
183,4,7,1,1,7,2,8,2,1,1,1,1,0,1,1,1,1,1,0,3,0.0,1,1,0,0,0,0.0,0.2222222222222222,0,0.0,183,Masvingo,-20.545559,31.902,0.00034677300000000004,22.90201707,0.0,POINT (31.902 -20.545559),4,Masvingo,18,Masvingo,ZW18,ZW
183,5,5,1,1,5,2,8,2,1,1,1,1,1,1,1,1,0,1,0,2,1.0,1,1,1,0,1,0.0,0.6111111111111112,5,3.055555555555556,183,Masvingo,-20.545559,31.902,0.00034677300000000004,22.90201707,0.0,POINT (31.902 -20.545559),4,Masvingo,18,Masvingo,ZW18,ZW
183,8,5,1,1,5,1,8,2,1,1,1,1,1,1,0,1,0,1,0,2,1.0,1,1,0,0,0,0.0,0.38888888888888895,5,1.9444444444444446,183,Masvingo,-20.545559,31.902,0.00034677300000000004,22.90201707,0.0,POINT (31.902 -20.545559),4,Masvingo,18,Masvingo,ZW18,ZW
183,9,11,3,1,11,1,8,2,1,1,1,1,1,1,0,1,0,1,0,6,0.0,1,1,0,0,0,0.0,0.2222222222222222,0,0.0,183,Masvingo,-20.545559,31.902,0.00034677300000000004,22.90201707,0.0,POINT (31.902 -20.545559),4,Masvingo,18,Masvingo,ZW18,ZW
183,13,4,1,1,4,2,8,2,1,1,1,1,1,1,1,1,0,1,0,2,0.0,1,1,0,0,0,0.0,0.2777777777777778,0,0.0,183,Masvingo,-20.545559,31.902,0.00034677300000000004,22.90201707,0.0,POINT (31.902 -20.545559),4,Masvingo,18,Masvingo,ZW18,ZW
183,15,6,1,1,6,2,8,2,1,1,1,1,1,1,1,1,0,1,0,2,0.0,1,1,0,0,0,0.0,0.2777777777777778,0,0.0,183,Masvingo,-20.545559,31.902,0.00034677300000000004,22.90201707,0.0,POINT (31.902 -20.545559),4,Masvingo,18,Masvingo,ZW18,ZW
183,17,4,1,1,4,1,8,2,1,1,1,1,1,1,1,0,1,1,1,2,0.0,1,1,0,0,0,2.0,0.6666666666666667,4,2.666666666666667,183,Masvingo,-20.545559,31.902,0.00034677300000000004,22.90201707,0.0,POINT (31.902 -20.545559),4,Masvingo,18,Masvingo,ZW18,ZW
183,19,10,1,2,6,1,8,2,1,1,1,1,1,1,1,1,0,1,0,3,2.0,1,1,0,0,0,0.0,0.6111111111111112,10,6.111111111111112,183,Masvingo,-20.545559,31.902,0.00034677300000000004,22.90201707,0.0,POINT (31.902 -20.545559),4,Masvingo,18,Masvingo,ZW18,ZW
183,21,5,1,0,5,3,8,2,1,1,1,1,1,1,1,0,0,1,1,1,1.0,1,1,0,0,0,0.0,0.5000000000000001,5,2.5000000000000004,183,Masvingo,-20.545559,31.902,0.00034677300000000004,22.90201707,0.0,POINT (31.902 -20.545559),4,Masvingo,18,Masvingo,ZW18,ZW
183,22,5,1,1,5,1,8,2,1,1,1,1,1,1,1,1,1,1,0,1,0.0,1,1,1,0,1,0.0,0.44444444444444453,5,2.2222222222222228,183,Masvingo,-20.545559,31.902,0.00034677300000000004,22.90201707,0.0,POINT (31.902 -20.545559),4,Masvingo,18,Masvingo,ZW18,ZW
183,23,5,1,0,5,1,8,2,1,1,1,1,1,1,1,1,0,1,0,1,0.0,1,1,0,0,0,0.0,0.2777777777777778,0,0.0,183,Masvingo,-20.545559,31.902,0.00034677300000000004,22.90201707,0.0,POINT (31.902 -20.545559),4,Masvingo,18,Masvingo,ZW18,ZW
183,26,4,1,0,4,2,8,2,1,1,1,1,1,1,1,1,0,1,0,1,0.0,1,1,0,0,0,0.0,0.2777777777777778,0,0.0,183,Masvingo,-20.545559,31.902,0.00034677300000000004,22.90201707,0.0,POINT (31.902 -20.545559),4,Masvingo,18,Masvingo,ZW18,ZW
