v001,v002,b2,b3,b5,b7
110,2,2010,1326,1,
110,2,2006,1278,1,
110,2,2002,1234,1,
110,2,2001,1214,1,
110,4,2011,1334,1,
110,4,2009,1312,1,
110,4,2002,1235,1,
110,4,1999,1200,1,
110,4,1998,1181,1,
110,4,2014,1372,0,0.0
110,4,2014,1376,1,
110,5,2014,1374,1,
110,5,2012,1347,1,
110,8,2008,1305,1,
110,8,2005,1264,1,
110,9,2013,1367,1,
110,11,2014,1379,1,
110,11,2013,1366,1,
110,11,2010,1326,1,
110,11,2008,1306,0,9.0
110,11,2006,1277,1,
110,13,2014,1377,1,
110,13,2011,1342,1,
110,13,2008,1306,1,
110,14,2005,1265,1,
110,14,2000,1206,1,
110,14,1995,1146,1,
110,14,1992,1110,1,
110,14,1989,1073,1,
110,14,1987,1054,1,
110,16,2014,1376,1,
110,16,2013,1359,0,1.0
110,16,2011,1339,1,
110,16,2010,1322,0,1.0
110,16,2009,1309,1,
110,18,2015,1387,1,
110,18,2008,1297,1,
110,18,2002,1229,1,
110,18,2000,1206,1,
110,19,2014,1379,1,
110,19,2012,1348,1,
110,19,2009,1315,1,
110,19,2007,1285,1,
110,19,2003,1241,1,
110,19,2001,1221,1,
110,20,2015,1387,1,
110,21,2013,1364,1,
110,21,2011,1333,1,
110,21,2008,1299,1,
110,21,2005,1264,1,
110,21,2002,1234,1,
110,21,2000,1206,1,
110,21,1998,1179,1,
110,22,2013,1366,1,
110,22,2009,1316,1,
110,22,2009,1316,1,
110,22,2006,1281,1,
110,23,2010,1330,1,
110,23,2008,1303,1,
110,23,2005,1268,1,
110,23,2003,1243,1,
110,23,2001,1219,1,
110,25,2015,1383,1,
110,25,2012,1346,1,
110,26,2014,1378,1,
110,26,2011,1338,1,
110,26,2014,1376,1,
111,1,2014,1374,1,
111,1,2010,1328,1,
111,2,2011,1335,1,
111,2,2006,1280,1,
111,3,2012,1352,1,
111,3,2011,1334,1,
111,3,2009,1320,1,
111,3,2005,1272,1,
111,3,2003,1243,1,
111,3,2001,1218,1,
111,6,2014,1369,1,
111,6,2011,1340,1,
111,6,2011,1338,1,
111,7,2013,1360,1,
111,7,2010,1330,1,
111,7,2008,1301,1,
111,7,2013,1367,1,
111,8,2013,1357,1,
111,8,2007,1290,1,
111,9,2006,1280,1,
111,9,2002,1231,1,
111,9,1999,1196,1,
111,10,2013,1368,1,
111,10,2010,1321,1,
111,11,1995,1146,1,
111,12,1993,1125,1,
111,13,2013,1358,1,
111,13,2010,1327,1,
111,13,2008,1301,1,
111,15,2008,1305,1,
111,17,2014,1374,1,
111,17,2011,1333,1,
111,17,2009,1318,1,
111,17,2008,1298,1,
111,17,2006,1284,0,3.0
111,17,2001,1217,1,
111,19,2015,1382,1,
111,19,2012,1346,1,
111,19,2008,1302,1,
111,19,2006,1276,1,
111,19,2004,1249,1,
111,20,2012,1350,1,
111,20,2007,1289,1,
111,20,2000,1206,1,
111,21,2012,1345,1,
111,21,1999,1194,1,
111,22,2014,1371,1,
111,22,2008,1298,1,
111,22,2001,1224,1,
111,24,2015,1386,1,
111,24,2013,1367,1,
111,25,2012,1349,1,
111,25,2005,1271,1,
111,25,1999,1198,1,
111,25,1991,1096,1,
111,26,2004,1256,1,
111,27,2012,1356,1,
111,29,2010,1329,1,
111,29,2009,1309,1,
112,3,2010,1327,1,
112,3,2008,1301,1,
112,3,2005,1262,1,
112,3,2000,1204,1,
112,3,1999,1191,0,0.0
112,3,1995,1150,1,
112,7,2008,1297,1,
112,7,2005,1262,0,0.0
112,7,1997,1168,1,
112,8,2008,1304,1,
112,8,2004,1258,1,
112,9,2012,1354,1,
112,9,2008,1302,1,
112,9,2003,1240,1,
112,9,2000,1210,1,
112,10,2012,1346,1,
112,10,2006,1277,1,
112,10,1999,1194,1,
112,12,2003,1247,1,
112,12,2002,1226,0,4.0
112,12,2000,1210,1,
112,12,1999,1198,0,1.0
112,13,2012,1346,1,
112,13,2009,1313,1,
112,13,2004,1250,1,
112,16,2006,1275,1,
112,16,1994,1131,1,
112,18,2013,1360,1,
112,18,2008,1299,1,
112,18,2003,1238,0,36.0
112,18,2000,1211,1,
112,19,2009,1313,1,
112,19,2007,1289,1,
112,24,1999,1198,1,
112,24,1994,1134,1,
112,26,2013,1363,1,
112,26,2008,1300,1,
112,27,2014,1374,1,
112,28,2000,1210,1,
112,28,1997,1176,1,
112,28,1994,1132,1,
112,29,2013,1359,1,
113,7,2014,1376,1,
113,7,2012,1347,1,
113,7,2008,1302,1,
113,7,2008,1302,1,
113,7,2005,1270,1,
113,9,2011,1334,1,
113,9,2000,1209,1,
113,9,1993,1125,1,
113,9,1991,1102,1,
113,12,2015,1385,1,
113,13,2013,1364,1,
113,13,2010,1331,0,13.0
113,13,2005,1270,1,
113,17,2007,1293,1,
113,17,2004,1257,1,
113,17,1995,1146,1,
113,17,1991,1103,1,
113,17,1987,1053,1,
113,19,2010,1330,1,
113,19,2008,1307,1,
113,19,2006,1281,1,
113,21,2015,1383,1,
113,21,2009,1313,1,
113,24,2005,1262,1,
113,24,2001,1222,1,
113,24,1995,1149,1,
113,24,1992,1114,1,
113,24,2014,1374,1,
113,24,2010,1330,1,
113,25,2015,1386,1,
113,25,2011,1344,1,
113,25,2010,1330,0,0.0
113,26,2009,1316,1,
113,26,2007,1296,1,
113,26,1995,1141,1,
114,1,2010,1332,1,
114,1,2006,1273,1,
114,1,2002,1229,1,
114,1,1999,1190,1,
114,1,1996,1155,1,
114,3,2014,1370,1,
114,3,2007,1296,1,
114,3,2004,1253,1,
114,3,2000,1206,1,
114,3,1996,1154,1,
114,3,1993,1125,1,
114,4,2014,1374,1,
114,4,2009,1316,1,
114,9,2012,1356,1,
114,9,2009,1318,1,
114,9,2006,1276,1,
114,9,2003,1240,1,
114,9,2000,1212,1,
114,9,1999,1195,0,0.0
114,9,1996,1160,1,
114,9,1994,1134,0,36.0
114,11,2010,1330,1,
114,11,2003,1246,0,30.0
114,11,2000,1208,1,
114,11,1997,1170,1,
114,11,1992,1116,0,108.0
114,14,2014,1372,1,
114,14,2010,1328,1,
114,14,2006,1283,1,
114,14,2004,1253,1,
114,15,2014,1372,1,
114,15,2010,1321,1,
114,15,2006,1276,0,0.0
114,15,2004,1258,1,
114,15,2003,1243,0,3.0
114,15,2000,1209,0,168.0
114,15,1996,1157,1,
114,15,1993,1124,1,
114,16,2000,1209,1,
114,16,1996,1158,1,
114,16,1992,1105,1,
114,17,2007,1289,1,
114,17,2001,1219,1,
114,17,1998,1183,1,
114,18,1993,1122,1,
114,18,1990,1086,1,
114,18,1987,1046,1,
114,18,1984,1018,1,
114,18,1982,992,1,
114,18,1980,966,0,0.0
114,19,2015,1385,1,
114,19,2006,1281,1,
114,19,2002,1231,1,
114,19,1998,1182,1,
114,21,2009,1319,1,
114,21,2002,1236,1,
114,21,2001,1214,1,
114,21,1997,1166,1,
114,21,1991,1098,1,
114,22,2015,1382,1,
114,22,2012,1352,1,
114,22,2010,1328,0,8.0
114,27,2013,1357,1,
114,27,2009,1312,1,
114,27,2004,1258,1,
114,27,2000,1210,1,
115,1,2010,1324,1,
115,1,2007,1294,1,
115,1,2012,1354,0,0.0
115,2,2014,1371,1,
115,2,2009,1319,1,
115,4,2002,1230,1,
115,4,1999,1192,1,
115,8,2013,1358,1,
115,8,2009,1315,1,
115,9,2013,1358,1,
115,10,2005,1267,1,
115,10,2002,1228,1,
115,10,1999,1192,1,
115,10,1996,1160,1,
115,10,1993,1127,1,
115,10,2014,1376,1,
115,13,2010,1332,1,
115,14,2010,1325,1,
115,14,2004,1251,1,
115,15,2014,1370,1,
115,15,2010,1329,1,
115,15,2005,1272,1,
115,18,2012,1345,1,
115,18,2008,1298,1,
115,18,2004,1251,0,0.0
115,20,2014,1369,1,
115,20,2007,1287,1,
115,22,2013,1364,1,
115,22,2015,1384,1,
115,22,2012,1351,1,
115,23,2002,1228,1,
115,23,2002,1228,1,
115,23,1995,1143,1,
115,23,1991,1104,1,
115,23,2014,1372,1,
115,24,1999,1195,1,
115,24,1995,1148,1,
115,24,1995,1148,1,
115,25,2007,1296,0,6.0
115,25,2005,1272,1,
115,25,1998,1184,1,
115,25,1996,1159,1,
115,25,1994,1132,1,
115,25,1990,1084,1,
115,26,2006,1276,1,
115,26,2001,1218,1,
115,26,1999,1200,1,
115,26,1993,1123,1,
115,27,2012,1349,1,
115,27,2004,1253,1,
115,27,2000,1204,1,
115,27,1998,1181,0,0.0
115,27,1995,1147,1,
115,28,2010,1332,1,
115,29,2002,1229,0,0.0
115,29,2002,1229,0,0.0
115,29,1995,1145,1,
115,29,1992,1106,1,
115,29,1991,1093,1,
116,4,2013,1363,1,
116,4,2010,1326,0,7.0
116,4,2010,1326,1,
116,4,2008,1298,0,24.0
116,4,2005,1262,1,
116,4,2002,1232,1,
116,4,2014,1378,1,
116,4,2012,1355,1,
116,4,2009,1317,1,
116,5,2015,1381,1,
116,6,2011,1342,1,
116,6,2009,1316,1,
116,6,2006,1277,1,
116,8,2011,1335,1,
116,10,2007,1285,1,
116,10,2004,1253,1,
116,10,1998,1188,1,
116,10,1994,1139,1,
116,10,1989,1079,1,
116,10,1987,1045,1,
116,11,2014,1374,1,
116,11,2001,1222,0,4.0
116,14,2006,1279,1,
116,14,2004,1260,1,
116,18,2002,1227,1,
116,18,1995,1150,1,
116,18,1992,1113,1,
116,20,2010,1324,1,
116,20,2007,1287,1,
116,20,2003,1238,1,
116,20,2000,1206,1,
116,23,2012,1351,1,
116,23,2007,1291,1,
116,23,2002,1234,1,
116,23,1999,1195,1,
116,23,1996,1153,1,
116,23,1994,1133,1,
116,23,2015,1381,1,
116,23,2011,1339,1,
116,25,2014,1375,1,
116,25,2010,1327,0,5.0
116,25,2006,1282,1,
116,25,2002,1228,1,
116,25,2000,1203,1,
116,26,2014,1372,1,
116,26,2010,1323,1,
116,27,2012,1350,1,
116,27,2010,1323,1,
116,27,2007,1290,1,
116,28,2015,1384,1,
116,28,2011,1339,1,
116,28,2008,1305,1,
117,1,2014,1377,1,
117,1,2012,1348,1,
117,1,2006,1284,1,
117,1,2011,1338,1,
117,2,2012,1346,1,
117,3,2009,1313,1,
117,3,2007,1285,1,
117,3,2005,1266,1,
117,5,2015,1385,1,
117,9,2009,1313,1,
117,9,2007,1290,1,
117,9,2000,1202,1,
117,12,2013,1366,1,
117,13,2011,1343,1,
117,13,2010,1323,1,
117,13,2007,1292,1,
117,14,1998,1181,1,
117,14,1992,1108,1,
117,14,1988,1058,1,
117,18,2011,1341,1,
117,18,2006,1284,0,24.0
117,18,2005,1263,1,
117,22,2013,1363,1,
117,22,2012,1349,1,
117,22,2007,1289,1,
117,22,2004,1256,1,
117,26,2014,1374,1,
117,27,2014,1369,1,
117,27,2008,1308,1,
117,27,2001,1217,1,
117,28,2012,1354,1,
117,28,2006,1276,1,
117,28,1999,1195,1,
117,28,1997,1167,1,
117,28,1994,1130,1,
117,29,2013,1368,1,
117,29,2012,1347,1,
118,2,2012,1348,1,
118,2,2007,1290,1,
118,4,2015,1388,1,
118,4,2011,1339,1,
118,4,2007,1296,1,
118,4,2000,1206,1,
118,4,1995,1141,1,
118,5,2013,1362,1,
118,5,2011,1339,1,
118,5,2004,1254,1,
118,5,1999,1196,1,
118,7,2014,1375,1,
118,7,2009,1320,1,
118,10,2007,1294,0,18.0
118,10,1998,1182,1,
118,13,2012,1355,1,
118,13,2008,1302,1,
118,13,2005,1271,1,
118,13,2002,1234,1,
118,14,2012,1353,1,
118,16,2012,1356,1,
118,16,2007,1291,1,
118,18,2008,1304,0,12.0
118,18,2002,1235,1,
118,19,2002,1229,1,
118,19,2000,1207,1,
118,19,1994,1136,1,
118,19,1992,1108,1,
118,19,1985,1022,1,
118,19,1983,997,1,
118,21,2015,1388,1,
118,21,2011,1339,1,
118,21,2011,1339,1,
118,21,2006,1278,1,
118,21,2002,1229,1,
118,21,1999,1195,1,
118,24,2012,1347,0,14.0
118,24,2005,1271,1,
118,24,1997,1175,1,
118,24,1995,1150,1,
118,24,1993,1117,1,
118,25,2013,1360,1,
118,25,2004,1254,1,
118,25,2002,1234,1,
118,26,2012,1351,1,
118,26,2008,1301,1,
118,27,2011,1334,1,
118,27,2007,1291,1,
118,28,2002,1228,1,
118,28,1999,1196,0,12.0
118,28,1991,1097,1,
119,1,2002,1236,1,
119,1,1998,1181,1,
119,1,1991,1099,1,
119,1,1988,1060,1,
119,2,2013,1362,1,
119,2,2010,1323,1,
119,2,2005,1268,1,
119,2,1999,1195,0,0.0
119,2,1999,1195,1,
119,4,2007,1292,1,
119,4,2001,1217,1,
119,4,1997,1167,1,
119,4,1995,1144,1,
119,5,2009,1312,1,
119,5,2006,1279,1,
119,5,2003,1247,1,
119,5,1999,1200,1,
119,5,1997,1166,0,48.0
119,5,1994,1134,1,
119,5,1991,1100,1,
119,5,1988,1068,1,
119,7,2012,1355,1,
119,7,2010,1321,1,
119,7,2006,1283,1,
119,7,2003,1247,1,
119,7,1999,1198,1,
119,7,1996,1162,1,
119,8,2012,1353,1,
119,8,2008,1305,1,
119,8,2005,1267,1,
119,8,2002,1236,1,
119,9,2012,1351,1,
119,9,2004,1253,1,
119,9,1997,1165,1,
119,9,1991,1101,1,
119,9,1989,1073,1,
119,11,2014,1378,1,
119,11,2011,1342,1,
119,11,2009,1309,1,
119,11,2006,1280,1,
119,12,2013,1367,1,
119,12,2010,1325,1,
119,12,2010,1325,1,
119,12,2007,1288,1,
119,12,2003,1245,1,
119,12,1992,1114,1,
119,14,2014,1375,1,
119,14,2009,1318,1,
119,14,2007,1286,0,4.0
119,14,2007,1286,1,
119,14,2001,1218,1,
119,14,1998,1179,0,24.0
119,16,2012,1346,1,
119,16,2009,1317,1,
119,16,2006,1275,1,
119,16,2005,1261,0,4.0
119,16,2003,1245,0,6.0
119,17,2011,1339,1,
119,17,2004,1259,1,
119,17,2002,1233,1,
119,17,1997,1167,1,
119,17,1993,1127,1,
119,18,2012,1351,1,
119,18,2009,1315,1,
119,18,2005,1271,1,
119,19,2015,1384,1,
119,19,2009,1319,1,
119,19,2001,1223,1,
119,19,1998,1183,1,
119,20,2005,1267,1,
119,21,2015,1382,1,
119,23,2005,1264,1,
119,23,1999,1198,1,
119,23,1995,1149,1,
119,23,1992,1115,1,
119,26,2013,1367,1,
119,26,2009,1315,1,
119,26,2006,1280,1,
119,26,2000,1206,1,
119,26,1998,1187,1,
119,27,2015,1383,1,
119,27,2011,1338,1,
119,28,2010,1329,1,
119,28,2003,1245,1,
119,28,2000,1201,1,
119,28,1996,1161,1,
119,29,2005,1269,1,
119,29,2000,1205,1,
120,1,2015,1390,1,
120,1,2012,1345,1,
120,1,2010,1328,1,
120,1,2006,1275,1,
120,2,2008,1304,1,
120,2,2003,1238,1,
120,2,1998,1182,1,
120,2,2015,1381,1,
120,3,2014,1374,1,
120,3,2011,1340,1,
120,3,2000,1210,1,
120,3,1996,1159,0,156.0
120,3,1994,1131,1,
120,3,1992,1116,1,
120,3,2014,1378,1,
120,3,2012,1352,1,
120,3,2010,1324,1,
120,4,2011,1343,1,
120,4,2004,1259,1,
120,4,2004,1259,1,
120,4,2001,1217,1,
120,4,1995,1146,1,
120,4,1992,1112,1,
120,4,1990,1081,0,120.0
120,4,2014,1376,1,
120,4,2015,1390,1,
120,5,2014,1377,1,
120,5,2011,1338,1,
120,5,2007,1296,1,
120,5,2003,1241,1,
120,5,2000,1205,1,
120,5,1998,1179,1,
120,6,2015,1382,1,
120,6,2008,1302,1,
120,6,2004,1260,1,
120,8,2011,1343,1,
120,10,2015,1389,1,
120,10,2013,1358,1,
120,10,2012,1345,0,0.0
120,10,2007,1294,1,
120,10,2005,1267,1,
120,11,2012,1352,1,
120,11,2006,1284,1,
120,11,2004,1254,1,
120,14,2015,1384,1,
120,14,2012,1350,1,
120,14,2010,1325,1,
120,17,2013,1363,1,
120,17,2014,1378,1,
120,17,2010,1330,1,
120,17,2008,1306,1,
120,17,2008,1306,1,
120,17,2003,1240,1,
120,17,2013,1364,1,
120,18,2009,1318,1,
120,18,2007,1288,1,
120,18,2000,1212,1,
120,19,2013,1363,1,
120,19,2011,1340,1,
120,19,2009,1317,1,
120,20,2012,1356,1,
120,20,2009,1317,1,
120,20,2004,1252,1,
120,20,2001,1221,1,
120,21,2012,1350,1,
120,22,2014,1379,1,
120,22,2012,1348,1,
120,23,2013,1360,1,
120,23,2008,1306,1,
120,24,2011,1343,1,
120,24,2002,1228,1,
120,24,1996,1156,1,
120,24,1992,1112,1,
120,27,2004,1254,1,
120,27,2002,1233,1,
120,28,2007,1296,1,
120,28,2006,1282,0,0.0
120,29,2015,1389,1,
120,29,2014,1373,0,6.0
120,29,2011,1341,1,
121,1,2014,1375,1,
121,1,2010,1322,1,
121,2,2009,1315,1,
121,2,2006,1273,1,
121,3,2000,1207,1,
121,4,2013,1358,1,
121,4,2010,1326,1,
121,5,2013,1365,0,0.0
121,5,2007,1296,0,0.0
121,7,1999,1193,1,
121,7,1997,1168,1,
121,9,1993,1126,1,
121,9,1991,1098,1,
121,9,1989,1078,1,
121,10,2014,1380,1,
121,10,2004,1256,1,
121,11,2008,1297,1,
121,11,2004,1249,1,
121,11,2001,1219,1,
121,11,1999,1192,1,
121,12,2013,1359,1,
121,12,2009,1316,1,
121,14,2010,1322,1,
121,14,1998,1187,1,
121,17,2014,1373,1,
121,17,2012,1345,1,
121,20,2015,1381,1,
121,21,2013,1365,1,
121,21,2011,1336,1,
121,23,2011,1339,1,
121,23,2008,1298,1,
121,24,2015,1384,1,
121,24,2009,1314,1,
121,24,2012,1349,1,
121,24,2005,1272,1,
121,24,2001,1214,1,
121,24,1997,1176,1,
121,27,2005,1261,1,
121,27,2001,1219,1,
121,27,1998,1188,1,
121,27,1990,1090,1,
121,27,1988,1064,1,
121,27,1985,1030,1,
121,28,2011,1342,1,
121,29,2004,1257,0,1.0
121,29,1999,1195,1,
121,29,1995,1147,1,
122,1,2012,1349,1,
122,1,2001,1218,1,
122,1,1999,1192,1,
122,1,1994,1134,1,
122,1,1991,1104,1,
122,1,1989,1076,1,
122,2,2008,1301,1,
122,2,1999,1197,1,
122,6,2011,1335,1,
122,6,2005,1271,1,
122,6,2000,1212,1,
122,6,1998,1177,1,
122,6,1996,1153,1,
122,8,2006,1276,1,
122,8,2000,1207,1,
122,8,1996,1164,1,
122,8,1994,1129,1,
122,9,2009,1315,1,
122,9,2009,1315,1,
122,9,2005,1271,1,
122,9,2000,1203,1,
122,9,1998,1188,1,
122,9,1996,1163,1,
122,9,1992,1114,1,
122,9,1991,1104,0,0.0
122,9,1990,1091,0,0.0
122,9,1989,1079,1,
122,10,2007,1293,1,
122,10,1995,1145,1,
122,10,1993,1120,1,
122,12,2014,1378,1,
122,12,2009,1311,1,
122,12,2002,1235,1,
122,12,1999,1196,1,
122,17,2012,1355,1,
122,17,2006,1279,1,
122,17,2005,1261,0,6.0
122,23,2014,1379,1,
122,23,2012,1349,1,
122,23,2006,1275,1,
122,23,2001,1221,1,
122,24,2010,1322,1,
122,24,2006,1278,1,
122,24,2000,1203,1,
122,24,1993,1126,1,
122,24,1992,1108,1,
122,24,1988,1067,1,
122,24,1987,1048,1,
122,24,1985,1022,1,
122,25,2011,1338,1,
122,28,2013,1357,1,
122,28,2010,1325,1,
122,28,2004,1253,1,
123,1,1996,1158,1,
123,2,2013,1364,1,
123,4,2009,1314,1,
123,4,2005,1272,1,
123,4,2000,1205,1,
123,4,2007,1285,1,
123,4,1998,1187,1,
123,4,1995,1152,1,
123,6,2010,1331,1,
123,6,1999,1192,1,
123,7,2010,1321,1,
123,7,2007,1288,0,0.0
123,7,2001,1213,1,
123,7,1999,1196,1,
123,7,1998,1182,1,
123,9,2013,1366,1,
123,9,2004,1256,1,
123,11,1997,1175,1,
123,11,1991,1100,1,
123,12,1997,1170,0,0.0
123,13,2012,1353,1,
123,13,2007,1291,1,
123,14,2015,1385,1,
123,14,2012,1351,1,
123,14,2007,1286,1,
123,14,2003,1244,1,
123,15,2012,1345,1,
123,15,2009,1317,1,
123,15,2007,1294,1,
123,15,2003,1240,1,
123,17,1997,1166,1,
123,17,1991,1095,1,
123,17,1988,1063,1,
123,17,1986,1042,1,
123,18,2007,1288,1,
123,18,2004,1255,1,
123,18,2000,1204,1,
123,20,2007,1296,1,
123,20,2003,1246,1,
123,20,1999,1198,1,
123,20,1996,1160,1,
123,22,2008,1306,1,
123,27,2015,1381,1,
123,27,2010,1329,1,
123,28,2010,1327,1,
123,29,2012,1345,1,
123,29,2004,1253,1,
123,29,2001,1213,1,
123,29,1997,1168,1,
123,29,1995,1145,1,
124,1,2014,1372,1,
124,1,2012,1346,1,
124,1,2005,1268,1,
124,1,2002,1232,1,
124,1,1997,1167,1,
124,1,2008,1307,1,
124,1,2005,1264,1,
124,1,2001,1222,1,
124,1,1998,1178,1,
124,2,2014,1378,1,
124,7,2015,1390,1,
124,8,2013,1360,1,
124,8,2011,1333,1,
124,8,2003,1238,1,
124,8,1999,1191,0,0.0
124,8,1998,1178,1,
124,9,2011,1334,1,
124,9,2007,1294,1,
124,10,2013,1360,1,
124,11,2008,1306,1,
124,11,2000,1207,1,
124,11,1997,1172,1,
124,11,2014,1369,1,
124,12,2009,1309,0,4.0
124,12,2008,1299,1,
124,12,2003,1240,1,
124,13,2010,1324,1,
124,13,2002,1227,1,
124,13,1997,1165,1,
124,13,1994,1136,1,
124,13,1991,1104,1,
124,14,2015,1382,0,1.0
124,14,2010,1321,1,
124,14,2006,1274,1,
124,15,2011,1343,1,
124,16,2014,1376,1,
124,17,1999,1198,1,
124,17,1994,1140,1,
124,18,2014,1377,1,
124,18,2012,1345,1,
124,19,2005,1269,0,24.0
124,19,2000,1206,1,
124,19,1994,1137,1,
124,19,1992,1105,1,
124,19,2015,1390,1,
124,20,2015,1381,1,
124,20,2015,1381,1,
124,20,2011,1343,1,
124,21,2008,1300,1,
124,21,2001,1219,1,
124,21,1996,1160,1,
124,22,2011,1334,1,
124,22,2005,1266,1,
124,22,2003,1240,1,
124,23,2005,1269,1,
124,23,1999,1189,1,
124,23,1993,1125,1,
124,23,1989,1077,1,
124,26,2014,1380,1,
124,27,2004,1257,1,
124,29,2014,1370,1,
125,1,2014,1372,1,
125,1,2011,1338,1,
125,1,2007,1291,1,
125,2,2008,1298,1,
125,2,2005,1262,1,
125,5,2013,1357,1,
125,9,2014,1377,1,
125,9,2010,1325,1,
125,9,2003,1246,1,
125,9,2001,1224,1,
125,9,1997,1175,1,
125,10,2009,1317,1,
125,10,1999,1189,1,
125,10,1997,1168,1,
125,10,1994,1135,1,
125,10,1994,1135,1,
125,10,1992,1105,1,
125,10,2015,1384,1,
125,12,2011,1341,1,
125,12,2006,1275,1,
125,13,2005,1268,1,
125,13,1995,1144,1,
125,14,2013,1368,1,
125,16,2014,1377,1,
125,16,2009,1312,1,
125,16,2004,1257,1,
125,17,2015,1381,1,
125,17,2009,1320,1,
125,17,2007,1289,1,
125,17,2001,1215,1,
125,17,1997,1176,1,
125,17,1995,1143,1,
125,19,2001,1215,1,
125,19,1998,1186,0,7.0
125,19,1996,1156,1,
125,20,2014,1371,1,
125,20,2012,1349,1,
125,25,2014,1375,0,0.0
125,25,2014,1375,0,0.0
125,25,2011,1339,1,
125,25,2009,1315,1,
125,25,2006,1279,1,
125,25,2000,1203,0,17.0
125,27,2011,1344,1,
125,27,2004,1254,1,
125,27,2001,1223,1,
125,27,1996,1159,1,
125,28,2012,1356,1,
125,28,2009,1313,1,
126,1,2015,1388,1,
126,1,2010,1327,1,
126,2,2012,1356,1,
126,2,2010,1327,1,
126,2,2006,1274,1,
126,4,2004,1256,1,
126,7,2008,1299,1,
126,7,2004,1253,1,
126,7,2000,1212,1,
126,8,2013,1366,1,
126,9,2012,1345,1,
126,9,2005,1272,1,
126,10,2013,1364,1,
126,10,2008,1302,1,
126,10,2005,1262,1,
126,10,2004,1249,0,0.0
126,10,2001,1213,1,
126,10,2000,1201,0,0.0
126,10,1995,1145,1,
126,11,2014,1377,1,
126,11,2013,1357,1,
126,11,2010,1332,1,
126,12,2009,1309,1,
126,12,1996,1157,1,
126,12,1993,1124,1,
126,13,2008,1301,1,
126,13,2002,1232,1,
126,15,2014,1371,1,
126,15,2010,1324,1,
126,17,2011,1334,1,
126,17,2000,1202,1,
126,19,2014,1371,1,
126,19,2011,1340,1,
126,19,2008,1308,1,
126,20,2012,1353,1,
126,21,1996,1159,1,
126,21,1993,1125,1,
126,21,1989,1075,1,
126,21,1986,1034,1,
126,22,2014,1378,1,
126,22,2014,1378,1,
126,22,2012,1347,0,0.0
126,22,2012,1347,1,
126,22,2010,1323,1,
126,22,2006,1282,0,0.0
126,22,2006,1282,1,
126,23,2013,1357,1,
126,23,2010,1326,0,3.0
126,23,2010,1326,1,
126,23,2006,1273,1,
126,23,2002,1233,1,
126,23,2000,1211,1,
126,24,2014,1375,1,
126,24,2012,1354,0,3.0
126,24,2012,1354,0,0.0
126,25,2001,1223,1,
126,25,1997,1174,1,
126,25,1997,1174,1,
126,25,1995,1145,1,
126,25,2015,1388,1,
126,26,2013,1361,1,
126,26,2008,1297,1,
126,28,2009,1319,1,
126,28,2001,1218,1,
126,29,2011,1338,1,
127,1,2014,1378,1,
127,3,2014,1373,1,
127,3,2011,1335,1,
127,3,2006,1273,1,
127,3,2004,1260,0,0.0
127,4,2015,1383,1,
127,4,2013,1359,1,
127,4,2007,1286,1,
127,4,2006,1274,1,
127,4,2010,1325,1,
127,5,2013,1365,1,
127,9,2012,1356,1,
127,9,2009,1316,1,
127,11,2011,1339,1,
127,14,2015,1386,1,
127,14,2003,1241,1,
127,15,2005,1266,1,
127,15,2004,1250,1,
127,15,1999,1190,1,
127,15,1997,1172,1,
127,16,2000,1208,1,
127,16,1995,1147,1,
127,20,2005,1262,1,
127,20,2003,1240,1,
127,20,2000,1211,1,
127,21,2015,1383,1,
127,21,2013,1363,1,
127,21,2011,1333,1,
127,22,1988,1059,1,
127,22,1984,1013,1,
127,25,2011,1342,1,
127,25,2010,1325,1,
127,25,2002,1234,1,
127,25,2000,1201,1,
127,27,2015,1385,1,
127,27,2006,1281,1,
127,27,2002,1230,1,
127,28,2013,1358,1,
127,29,2014,1371,1,
127,29,2011,1342,1,
127,29,2007,1292,1,
127,29,2006,1273,1,
127,29,2001,1216,1,
128,2,2014,1371,1,
128,2,2010,1322,1,
128,4,2004,1249,1,
128,4,2000,1210,1,
128,4,1992,1111,1,
128,5,2015,1381,1,
128,5,2014,1371,0,0.0
128,5,2002,1225,1,
128,6,2014,1375,1,
128,7,2014,1376,1,
128,7,2012,1348,1,
128,7,2004,1251,0,0.0
128,10,2008,1306,1,
128,10,2003,1237,1,
128,10,1998,1188,1,
128,10,1996,1164,1,
128,16,2015,1385,1,
128,16,2010,1330,1,
128,16,2006,1280,1,
128,17,2014,1372,1,
128,17,2011,1336,1,
128,17,2006,1277,0,0.0
128,21,2007,1294,1,
128,21,2004,1256,1,
128,21,2000,1209,1,
128,21,1997,1173,1,
128,21,1994,1130,1,
128,21,1989,1077,1,
128,21,1987,1047,1,
128,21,1984,1013,1,
128,24,2004,1256,1,
128,24,1999,1194,1,
128,25,2013,1357,1,
128,25,2007,1296,1,
128,25,2000,1203,1,
128,25,1994,1130,1,
128,26,2005,1262,0,12.0
128,27,2013,1362,1,
128,27,2008,1306,1,
128,27,2004,1258,1,
128,27,2000,1208,1,
128,27,1997,1173,1,
128,27,2013,1366,1,
128,27,2009,1317,1,
128,27,2009,1317,1,
128,27,2005,1269,1,
128,27,2001,1220,1,
128,29,2014,1377,1,
129,1,2011,1339,1,
129,3,2010,1322,1,
129,3,2004,1252,1,
129,3,1999,1195,1,
129,4,2011,1338,1,
129,4,2005,1265,1,
