v001,v002,b2,b3,b5,b7
198,11,2004,1251,0,4.0
198,12,2013,1364,1,
198,12,2011,1338,1,
198,12,2009,1316,1,
198,12,2007,1289,1,
198,12,2004,1255,1,
198,12,2001,1223,1,
198,12,1999,1194,1,
198,12,1997,1165,1,
198,12,1994,1140,1,
198,12,1992,1113,1,
198,14,2014,1373,1,
198,17,2013,1358,1,
198,17,2008,1297,1,
198,17,2003,1245,1,
198,17,1999,1194,1,
198,18,2012,1351,1,
198,18,2007,1287,1,
198,21,2010,1325,1,
198,21,2007,1288,1,
198,21,2005,1262,1,
198,21,2002,1225,1,
198,21,1995,1141,1,
198,21,1993,1126,1,
198,22,2010,1332,1,
198,22,1995,1152,1,
198,22,2010,1323,1,
198,22,2008,1298,1,
198,22,2005,1267,1,
198,22,1997,1174,1,
198,23,2014,1371,1,
198,23,2010,1323,1,
198,23,2005,1268,1,
198,25,2010,1322,1,
198,25,2006,1283,1,
198,26,2013,1362,1,
198,26,2006,1275,1,
198,26,2003,1248,1,
198,28,2006,1274,1,
198,28,2000,1211,1,
198,28,1996,1158,1,
199,2,2011,1336,1,
199,2,2009,1316,1,
199,2,2002,1236,1,
199,2,2001,1213,1,
199,3,2015,1386,1,
199,3,2011,1336,1,
199,3,2003,1237,1,
199,3,1995,1145,1,
199,4,2009,1312,1,
199,4,2001,1217,1,
199,4,2001,1217,1,
199,4,2001,1217,1,
199,4,1992,1113,1,
199,4,1989,1070,1,
199,5,2004,1251,1,
199,5,1994,1133,1,
199,5,1990,1086,1,
199,5,1989,1073,0,7.0
199,5,1989,1073,0,7.0
199,6,2002,1236,1,
199,6,1998,1183,1,
199,6,1992,1115,1,
199,9,2011,1344,1,
199,9,2005,1262,1,
199,9,1999,1192,1,
199,10,2004,1250,1,
199,10,2002,1230,1,
199,10,1993,1122,1,
199,10,1990,1091,1,
199,10,2014,1377,1,
199,13,2001,1213,1,
199,13,1998,1188,1,
199,14,2005,1271,1,
199,14,2000,1209,0,132.0
199,14,2000,1209,1,
199,14,1997,1170,1,
199,14,1995,1152,1,
199,17,2015,1383,1,
199,17,2010,1326,1,
199,17,2007,1296,1,
199,17,2002,1232,1,
199,24,2009,1309,1,
199,24,2005,1268,1,
199,24,2003,1240,1,
200,1,2010,1328,1,
200,3,2014,1369,1,
200,4,2015,1385,1,
200,4,2012,1346,1,
200,7,2010,1324,1,
200,7,2003,1245,1,
200,7,1999,1200,1,
200,9,2011,1336,1,
200,11,2013,1360,1,
200,11,2011,1333,1,
200,12,2007,1286,1,
200,12,1995,1145,1,
200,14,2012,1353,1,
200,14,2010,1330,1,
200,14,2006,1277,1,
200,15,2013,1367,1,
200,17,2002,1225,1,
200,18,2011,1333,1,
200,18,2002,1236,1,
200,18,1996,1161,1,
200,19,2015,1385,1,
200,20,2013,1359,1,
200,20,1999,1193,1,
200,20,2000,1211,1,
200,21,2014,1370,1,
200,23,2013,1366,1,
200,23,2008,1308,1,
200,23,2005,1263,1,
200,25,2014,1369,1,
201,2,2012,1347,1,
201,2,2009,1318,1,
201,2,2006,1282,1,
201,3,2013,1359,1,
201,3,2011,1342,1,
201,3,2008,1299,1,
201,3,2005,1263,1,
201,4,2014,1379,1,
201,4,2011,1342,1,
201,5,2012,1355,1,
201,5,2007,1290,1,
201,5,2002,1225,1,
201,6,2010,1332,1,
201,7,2014,1374,1,
201,7,2010,1331,1,
201,7,2006,1278,1,
201,7,2000,1210,1,
201,7,1998,1183,1,
201,8,2012,1356,1,
201,8,2008,1303,1,
201,8,2005,1266,1,
201,10,2010,1324,1,
201,10,2008,1299,0,0.0
201,10,2005,1272,1,
201,10,2003,1246,1,
201,10,2000,1209,1,
201,12,2011,1338,0,0.0
201,12,2006,1280,1,
201,12,2004,1252,1,
201,12,1997,1174,1,
201,12,1992,1108,1,
201,12,1990,1090,1,
201,13,2009,1320,1,
201,16,2013,1366,1,
201,16,2010,1329,1,
201,17,2011,1337,1,
201,17,2009,1314,1,
201,17,2005,1265,1,
201,17,2000,1210,1,
201,17,1998,1177,1,
201,17,1995,1150,1,
201,17,1991,1095,1,
201,17,1989,1076,1,
201,17,1987,1045,0,12.0
201,17,1985,1021,0,120.0
201,17,2015,1386,1,
201,18,2014,1379,1,
201,18,2007,1291,1,
201,18,2015,1385,0,0.0
201,19,2010,1322,1,
201,20,2007,1293,1,
201,20,2005,1262,1,
201,20,1997,1165,1,
201,20,1994,1131,1,
201,20,1991,1093,1,
201,20,2012,1349,1,
201,21,2013,1365,1,
201,21,2010,1325,1,
201,21,2004,1253,1,
201,23,2015,1381,1,
201,25,2014,1369,1,
201,25,2008,1300,1,
201,25,2007,1290,0,0.0
201,25,2003,1241,1,
201,25,1997,1176,1,
201,25,1995,1149,1,
201,26,2013,1360,1,
201,26,2006,1281,1,
201,26,2004,1256,1,
201,26,1999,1194,1,
201,26,1996,1162,1,
201,26,2013,1365,1,
201,26,2009,1311,1,
201,28,2014,1372,1,
201,28,2010,1323,1,
202,2,2015,1384,1,
202,2,2013,1360,1,
202,4,2012,1350,1,
202,4,2012,1350,1,
202,7,2004,1255,1,
202,7,1998,1178,1,
202,7,1995,1141,1,
202,7,1990,1084,1,
202,7,1988,1062,1,
202,9,2012,1346,1,
202,13,2011,1335,1,
202,14,2004,1260,1,
202,15,2012,1349,1,
202,18,2015,1385,1,
202,18,2012,1350,1,
202,18,2004,1252,1,
202,18,2012,1345,1,
202,20,2014,1377,1,
202,21,2000,1210,1,
202,22,2014,1369,1,
202,22,2005,1265,1,
202,23,1998,1179,1,
202,23,1993,1124,1,
202,24,2007,1296,1,
202,24,2007,1296,1,
202,24,1997,1176,1,
202,25,2005,1265,1,
202,25,2002,1232,1,
202,25,1993,1127,1,
203,2,2013,1367,1,
203,2,2010,1326,1,
203,2,2006,1283,1,
203,2,2004,1259,1,
203,2,2000,1209,1,
203,2,1998,1177,1,
203,3,2012,1353,1,
203,3,2010,1330,1,
203,3,2004,1257,1,
203,3,1997,1173,1,
203,4,2012,1353,1,
203,4,2007,1296,1,
203,4,2012,1349,1,
203,4,2009,1311,1,
203,4,2004,1253,0,9.0
203,4,1999,1190,1,
203,5,2014,1379,1,
203,5,2012,1349,1,
203,6,2009,1314,1,
203,6,2007,1290,0,5.0
203,7,2003,1248,1,
203,7,2001,1216,1,
203,7,1999,1197,1,
203,7,1997,1171,1,
203,7,1997,1171,1,
203,7,1997,1171,1,
203,7,1994,1137,1,
203,7,1991,1095,1,
203,7,1989,1075,1,
203,8,2014,1371,1,
203,9,2011,1339,1,
203,9,2008,1300,1,
203,9,2004,1255,1,
203,14,2015,1384,1,
203,14,2012,1354,1,
203,15,2007,1293,1,
203,15,2002,1235,1,
203,15,1998,1184,1,
203,17,2004,1252,0,48.0
203,17,2003,1240,0,1.0
203,18,2009,1320,1,
203,18,2008,1298,1,
203,18,2005,1270,1,
203,18,2001,1215,1,
203,18,2009,1313,1,
203,18,2012,1349,1,
203,18,2008,1304,1,
203,18,2006,1274,1,
203,26,2008,1297,0,0.0
203,26,2003,1248,1,
203,26,1999,1199,1,
203,26,1996,1159,1,
203,26,1993,1124,1,
203,29,2013,1357,1,
203,29,2010,1326,1,
203,29,2008,1302,1,
203,29,2006,1279,1,
203,29,2004,1251,1,
204,1,2006,1281,1,
204,1,2004,1257,1,
204,1,2002,1231,1,
204,1,2000,1205,1,
204,5,2010,1329,1,
204,5,2008,1303,1,
204,5,2006,1274,1,
204,6,2008,1308,1,
204,6,2006,1275,1,
204,6,2002,1234,1,
204,6,1997,1169,1,
204,8,2014,1369,1,
204,10,2014,1370,1,
204,10,2011,1339,1,
204,10,2010,1325,0,0.0
204,12,2015,1383,1,
204,12,2009,1311,1,
204,12,2006,1273,1,
204,12,2001,1221,1,
204,14,2008,1299,1,
204,14,2003,1239,1,
204,15,2013,1361,1,
204,15,2010,1328,1,
204,15,2007,1292,1,
204,25,2009,1320,1,
204,25,2015,1381,1,
204,26,2011,1337,1,
204,27,2014,1372,1,
204,27,2007,1289,1,
204,28,2014,1371,1,
204,28,2009,1316,1,
204,28,2005,1272,1,
204,28,2001,1217,1,
204,28,1997,1176,1,
204,28,1995,1152,1,
204,28,1992,1116,1,
204,29,2013,1364,1,
204,29,2010,1324,1,
205,1,2012,1355,1,
205,2,2011,1343,1,
205,3,2014,1376,1,
205,6,2014,1372,1,
205,7,1998,1188,1,
205,7,1991,1101,1,
205,10,2009,1310,1,
205,10,2005,1268,1,
205,11,2011,1334,1,
205,11,2008,1301,1,
205,11,2004,1252,1,
205,16,2014,1376,1,
205,17,2004,1257,1,
205,17,1999,1199,1,
205,17,1997,1173,1,
205,17,1995,1143,1,
205,17,1991,1099,1,
205,17,2012,1356,1,
205,22,2010,1326,1,
205,22,2007,1296,1,
205,22,2002,1236,1,
205,22,1999,1193,1,
205,24,2007,1291,1,
205,24,2004,1260,0,9.0
205,24,2002,1231,1,
205,24,1999,1194,1,
205,26,2015,1388,1,
205,26,2006,1281,1,
205,28,2012,1355,1,
205,29,2004,1250,1,
205,29,2001,1215,1,
205,29,1996,1161,1,
206,3,2011,1334,1,
206,3,2008,1302,1,
206,3,2005,1265,1,
206,5,2012,1353,1,
206,6,2000,1205,1,
206,6,1997,1174,1,
206,7,2007,1294,1,
206,7,2004,1260,1,
206,7,2002,1225,1,
206,7,1997,1175,1,
206,7,1994,1138,1,
206,8,2014,1372,1,
206,8,2012,1347,0,0.0
206,8,2012,1347,0,0.0
206,8,2009,1315,1,
206,9,2013,1357,1,
206,9,2004,1251,1,
206,9,2001,1214,1,
206,9,1998,1187,1,
206,10,2010,1328,1,
206,10,2007,1293,1,
206,11,2014,1377,1,
206,11,2010,1326,1,
206,11,2005,1263,1,
206,11,2002,1230,1,
206,11,2000,1201,1,
206,12,2013,1368,1,
206,12,2008,1308,1,
206,12,2004,1257,1,
206,15,2014,1377,1,
206,15,2010,1321,1,
206,15,2005,1272,1,
206,15,2000,1201,1,
206,17,2012,1348,1,
206,17,2007,1291,1,
206,19,2012,1355,1,
206,19,2010,1325,1,
206,19,2006,1280,1,
206,19,2003,1237,1,
206,20,2003,1245,1,
206,20,1998,1180,1,
206,20,1993,1126,1,
206,21,2014,1377,1,
206,21,2012,1348,1,
206,21,2003,1237,1,
206,21,1996,1161,1,
206,22,2009,1312,1,
206,22,1995,1152,1,
206,23,2008,1307,0,3.0
206,23,2005,1264,1,
206,24,2012,1356,1,
206,24,2011,1343,1,
206,25,2014,1380,1,
206,25,2010,1326,1,
206,26,2013,1359,1,
206,26,2010,1324,1,
206,27,2015,1383,1,
206,27,2006,1280,1,
206,27,2001,1222,1,
206,28,2014,1374,1,
206,28,2013,1362,0,1.0
206,28,2010,1332,1,
206,29,2012,1348,1,
206,29,2005,1272,1,
206,29,2000,1210,1,
207,1,2013,1358,1,
207,3,2011,1340,1,
207,3,2008,1303,1,
207,3,2006,1273,1,
207,3,2014,1369,1,
207,4,2011,1337,1,
207,4,2007,1285,1,
207,4,2004,1249,1,
207,4,2000,1205,1,
207,4,1996,1161,1,
207,4,1993,1121,0,108.0
207,5,2012,1353,1,
207,5,2009,1318,1,
207,5,2005,1267,0,36.0
207,6,2015,1386,1,
207,7,2013,1365,1,
207,7,2002,1234,1,
207,7,2013,1361,1,
207,7,2008,1297,1,
207,7,2004,1253,1,
207,9,2011,1344,1,
207,9,2009,1315,1,
207,9,2005,1270,1,
207,9,2001,1223,1,
207,10,2009,1315,1,
207,10,2005,1264,1,
207,10,2000,1209,1,
207,10,1998,1179,1,
207,10,1994,1137,1,
207,10,1992,1113,1,
207,12,2013,1359,1,
207,12,2010,1328,1,
207,12,2005,1263,1,
207,12,2002,1231,1,
207,13,2008,1300,1,
207,13,2003,1243,1,
207,13,2000,1205,1,
207,13,1997,1173,1,
207,13,1994,1140,1,
207,13,1990,1087,1,
207,13,2013,1364,1,
207,13,2009,1318,1,
207,14,2014,1378,1,
207,14,2012,1354,1,
207,14,2008,1306,1,
207,15,2000,1207,1,
207,15,1995,1150,1,
207,15,1993,1118,1,
207,18,2005,1271,1,
207,18,2000,1207,1,
207,19,2011,1337,1,
207,22,2014,1375,1,
207,22,2011,1340,1,
207,23,2012,1345,1,
207,23,2009,1317,0,2.0
207,24,2015,1384,1,
207,25,2014,1371,1,
207,25,2013,1364,1,
207,25,2007,1293,1,
207,25,2003,1248,1,
207,26,2013,1357,1,
207,26,2009,1315,1,
207,26,2007,1292,1,
207,29,2013,1366,1,
207,29,2011,1333,1,
207,29,2007,1293,1,
207,29,2004,1258,1,
208,1,2009,1315,1,
208,1,2006,1277,1,
208,1,2000,1204,1,
208,1,1996,1161,1,
208,5,2002,1227,1,
208,5,2000,1201,0,12.0
208,7,2014,1371,1,
208,7,2004,1251,1,
208,7,2001,1223,1,
208,8,2011,1343,1,
208,8,2008,1301,1,
208,8,2005,1264,1,
208,8,2002,1236,1,
208,9,2015,1389,1,
208,9,2010,1331,1,
208,9,2008,1305,1,
208,9,2004,1251,1,
208,13,2015,1389,1,
208,13,2008,1302,1,
208,13,2006,1284,1,
208,13,2015,1382,1,
208,18,2006,1284,1,
208,18,2005,1265,1,
208,18,2001,1224,1,
208,19,1996,1156,1,
208,19,1992,1116,1,
208,19,1987,1048,0,0.0
208,19,1987,1048,0,0.0
208,20,2012,1355,1,
208,20,2010,1323,1,
208,20,2015,1385,0,0.0
208,21,2011,1340,1,
208,21,2007,1290,1,
208,25,2008,1300,1,
208,25,1997,1175,1,
208,25,2015,1385,1,
208,25,2013,1361,1,
208,26,2011,1343,1,
208,26,2011,1341,1,
208,26,2009,1314,1,
208,27,2011,1343,1,
208,27,2009,1316,1,
208,29,2013,1366,0,17.0
208,29,2007,1295,1,
209,1,2011,1343,1,
209,1,2009,1312,1,
209,1,2001,1214,1,
209,1,1999,1191,1,
209,4,1998,1178,1,
209,4,1993,1119,1,
209,4,1991,1096,1,
209,4,1989,1073,1,
209,4,2003,1241,1,
209,4,2001,1217,0,18.0
209,5,2012,1351,1,
209,5,2002,1231,1,
209,5,1999,1198,1,
209,5,1996,1158,1,
209,8,2011,1333,1,
209,8,2004,1255,0,132.0
209,8,1997,1166,1,
209,8,1995,1146,1,
209,8,1993,1121,1,
209,10,2015,1391,1,
209,10,2012,1351,1,
209,15,2006,1281,1,
209,15,2005,1265,0,0.0
209,15,2001,1221,1,
209,16,2015,1390,1,
209,16,2008,1306,1,
209,20,2012,1350,1,
209,20,2008,1306,1,
209,20,2012,1346,1,
209,20,2009,1313,1,
209,20,2006,1273,1,
209,20,2000,1203,1,
209,21,2011,1339,1,
209,21,2007,1294,1,
209,21,2004,1258,1,
209,22,2008,1304,1,
209,24,2013,1357,1,
209,24,2007,1294,1,
209,24,2005,1267,1,
209,24,2012,1350,1,
209,25,2009,1316,1,
209,25,2004,1249,1,
209,25,2003,1237,0,1.0
209,25,1998,1185,1,
209,25,1995,1149,1,
209,25,2012,1350,1,
209,27,1999,1194,1,
209,27,1987,1056,1,
209,27,1983,1004,1,
209,27,2015,1391,1,
209,29,2015,1384,1,
209,29,2013,1360,1,
209,29,2009,1316,1,
209,29,2006,1278,1,
210,4,2003,1247,1,
210,4,1999,1190,1,
210,6,1989,1070,1,
210,7,2014,1373,1,
210,9,2003,1238,1,
210,9,1994,1139,1,
210,9,1993,1128,1,
210,9,1991,1102,1,
210,9,1990,1087,1,
210,10,2010,1321,1,
210,11,2015,1387,1,
210,11,2010,1330,1,
210,11,2004,1256,1,
210,11,2001,1223,1,
210,12,2010,1326,1,
210,12,2005,1263,1,
210,12,2002,1233,1,
210,13,2015,1385,1,
210,13,2011,1336,1,
210,13,2009,1310,1,
210,14,2013,1361,1,
210,14,2009,1314,1,
210,17,2009,1312,1,
210,17,2003,1246,1,
210,18,2005,1271,1,
210,18,1997,1168,1,
210,18,1993,1121,1,
210,18,2011,1336,1,
210,19,2013,1361,1,
210,23,2007,1285,1,
210,23,1998,1178,1,
210,23,1996,1158,1,
210,23,1991,1096,1,
210,24,2012,1348,1,
210,24,2005,1262,1,
210,24,1999,1189,1,
210,26,2005,1267,1,
210,26,1995,1145,1,
210,28,2010,1325,1,
210,28,2005,1267,1,
210,28,1998,1187,1,
210,29,1997,1172,1,
210,29,1994,1138,1,
211,1,2013,1361,1,
211,3,2013,1363,1,
211,4,2014,1377,1,
211,4,2005,1267,1,
211,4,2000,1206,1,
211,5,2014,1378,1,
211,5,2011,1333,1,
211,5,2006,1284,1,
211,6,2002,1236,1,
211,6,1996,1157,1,
211,6,1992,1113,1,
211,7,2001,1223,1,
211,7,1998,1184,1,
211,7,1990,1088,1,
211,12,2013,1367,0,0.0
211,12,2007,1287,1,
211,13,2011,1334,1,
211,13,1999,1198,1,
211,14,2013,1365,1,
211,15,2013,1357,1,
211,15,2011,1336,1,
211,16,2009,1309,1,
211,16,2003,1237,1,
211,16,2000,1205,1,
211,16,1998,1184,1,
211,17,2014,1373,1,
211,17,2006,1280,1,
211,17,1999,1192,1,
211,18,2005,1266,1,
211,18,2000,1210,1,
211,18,1996,1155,1,
211,18,1993,1120,1,
211,19,2010,1330,1,
211,19,2004,1254,1,
211,19,2006,1282,1,
211,20,2009,1310,1,
211,21,2000,1206,1,
211,22,2003,1245,1,
211,23,2012,1354,1,
211,24,2010,1330,1,
211,24,2006,1284,1,
211,25,2009,1314,1,
211,25,2005,1263,1,
211,27,2014,1373,1,
211,27,2010,1331,1,
211,27,2006,1279,1,
211,27,2004,1257,1,
211,27,2000,1212,1,
211,27,1998,1187,1,
212,2,2011,1334,1,
212,2,2011,1334,1,
212,2,2006,1276,1,
212,2,2003,1237,1,
212,3,2012,1356,1,
212,4,2012,1345,1,
212,4,2007,1296,1,
212,4,2006,1273,1,
212,4,2003,1241,1,
212,6,2011,1344,1,
212,7,2015,1387,1,
212,8,2009,1309,1,
212,11,2011,1342,1,
212,11,2008,1298,1,
212,11,2005,1269,1,
212,11,2002,1233,1,
212,11,1998,1187,1,
212,14,2012,1347,1,
212,14,2009,1316,1,
212,16,2013,1368,1,
212,19,2010,1322,1,
212,19,2014,1374,1,
212,19,2009,1313,1,
212,19,2007,1286,0,60.0
212,20,2013,1367,1,
212,20,2013,1363,1,
212,22,2010,1324,1,
212,22,2004,1253,1,
212,22,1999,1192,1,
212,22,1996,1155,1,
212,26,2005,1264,1,
212,26,1999,1189,1,
212,27,2012,1351,1,
212,27,2003,1246,1,
212,27,1997,1169,1,
212,27,1992,1116,1,
212,27,1991,1093,1,
212,28,2015,1388,1,
212,29,2007,1295,1,
212,29,2003,1248,1,
212,29,2001,1222,1,
212,29,2000,1206,1,
213,5,2003,1240,1,
213,5,1995,1143,1,
213,5,1992,1106,1,
213,5,1989,1076,1,
213,5,2015,1386,1,
213,8,2004,1250,1,
213,11,2012,1348,1,
213,11,2007,1287,1,
213,11,2001,1215,1,
213,11,1996,1162,1,
213,11,1994,1133,1,
213,11,1989,1075,1,
213,12,2014,1373,1,
213,12,2010,1325,1,
213,14,2015,1386,1,
213,14,2013,1359,1,
213,16,2006,1283,1,
213,16,2000,1201,1,
213,16,1996,1155,1,
213,16,1994,1129,1,
213,16,1993,1119,0,8.0
213,17,2008,1298,1,
213,17,2003,1247,1,
213,19,2010,1327,1,
213,19,2005,1267,1,
213,19,2002,1236,0,60.0
213,20,2000,1210,1,
213,20,1998,1177,1,
213,23,2012,1345,1,
213,24,2010,1330,1,
213,24,2007,1292,1,
213,24,2005,1264,1,
213,24,2000,1201,1,
213,24,2000,1201,1,
213,25,2012,1347,1,
213,25,2008,1306,1,
213,25,2004,1251,1,
213,27,2015,1383,1,
213,27,2013,1361,1,
213,29,2014,1372,1,
213,29,2008,1303,1,
213,29,2004,1255,1,
214,1,2013,1359,1,
214,2,2014,1370,1,
214,2,2012,1352,1,
214,3,2012,1348,1,
214,3,2006,1283,1,
214,3,2003,1241,1,
214,3,1998,1180,1,
214,3,1994,1140,0,156.0
214,4,2012,1352,1,
214,4,2009,1320,1,
214,4,2006,1281,1,
214,4,2002,1226,1,
214,4,1999,1194,1,
214,5,2014,1376,1,
214,5,2006,1282,1,
214,5,2004,1250,1,
214,5,2004,1250,1,
214,5,2001,1222,1,
214,6,2007,1290,1,
214,6,2004,1258,1,
214,8,2013,1368,1,
214,8,2007,1288,1,
214,8,2005,1271,0,3.0
214,9,2013,1368,1,
214,9,2010,1330,1,
214,9,1999,1196,1,
214,10,2008,1303,1,
214,10,2001,1220,1,
214,10,1998,1177,1,
214,10,1993,1124,1,
214,11,2012,1350,1,
214,12,2014,1380,1,
214,15,2013,1368,1,
214,16,2005,1270,1,
214,16,2000,1207,1,
214,16,1997,1166,1,
214,17,2014,1373,1,
214,17,2009,1315,1,
214,17,2002,1226,1,
214,18,2014,1380,1,
214,18,2011,1333,1,
214,18,2007,1290,1,
214,19,2012,1356,1,
214,20,2013,1361,1,
214,20,2007,1294,1,
214,23,2009,1314,1,
214,23,2007,1289,1,
214,23,2004,1254,1,
214,24,2013,1364,1,
214,28,2014,1373,1,
214,28,2010,1324,1,
214,28,2007,1292,1,
214,28,2004,1253,1,
215,3,2012,1355,1,
215,3,2010,1325,1,
215,6,2014,1379,1,
215,10,2013,1364,1,
215,10,2009,1309,1,
215,10,2004,1256,1,
215,11,2013,1358,1,
215,11,2008,1303,1,
215,12,2011,1341,1,
215,13,2006,1274,1,
215,13,2001,1216,1,
215,13,1998,1183,1,
215,13,1993,1123,1,
215,13,1991,1098,1,
215,13,1989,1069,1,
215,13,1986,1044,1,
215,14,2006,1283,1,
215,14,2001,1218,1,
215,18,2013,1368,1,
215,19,2011,1333,1,
215,19,2011,1333,1,
215,19,2006,1278,1,
215,22,2001,1221,1,
215,22,1998,1187,1,
215,24,2014,1375,1,
215,24,2009,1310,1,
215,25,2014,1377,1,
215,25,2011,1334,1,
215,25,2006,1273,1,
215,27,1998,1182,1,
215,27,1992,1111,1,
215,27,1989,1071,1,
215,28,2015,1386,1,
215,28,2011,1343,1,
215,29,2014,1378,1,
215,29,2010,1328,1,
216,1,2010,1321,1,
216,1,2007,1289,1,
216,1,2004,1259,1,
216,1,2001,1218,1,
216,1,1998,1180,1,
216,1,2010,1321,1,
216,4,2015,1387,1,
216,4,2008,1302,1,
216,4,2002,1225,1,
216,5,1999,1190,1,
216,5,1992,1106,1,
216,6,2000,1208,1,
216,7,2012,1353,1,
216,7,2012,1353,1,
216,7,2006,1273,1,
216,8,2014,1378,1,
216,8,2010,1325,1,
216,9,2014,1371,1,
216,9,2010,1323,1,
216,10,2009,1310,1,
216,10,2006,1281,1,
216,10,2004,1259,1,
216,10,2010,1327,1,
216,11,2014,1375,1,
216,14,2014,1371,1,
216,14,2010,1332,1,
216,15,2012,1352,1,
216,15,2009,1309,1,
216,15,1999,1191,1,
216,15,1993,1118,1,
216,16,2012,1349,1,
216,20,2012,1346,1,
216,20,2009,1312,1,
216,22,2013,1363,1,
216,22,2015,1382,1,
216,22,2002,1233,1,
216,23,2010,1326,1,
216,23,2004,1253,1,
216,23,1999,1198,1,
216,24,2015,1389,1,
216,24,2012,1345,1,
216,25,2006,1273,1,
216,25,2000,1202,1,
216,25,1998,1182,1,
216,25,2013,1364,1,
216,27,2014,1373,1,
217,1,2015,1390,1,
217,1,2012,1352,1,
217,1,2015,1389,1,
217,3,2012,1355,1,
217,3,2009,1314,1,
217,4,2011,1337,1,
217,7,2011,1338,1,
217,8,2002,1231,1,
217,8,1996,1156,1,
217,8,1994,1132,1,
217,8,2014,1375,1,
217,9,2005,1270,1,
217,9,1992,1114,1,
217,10,2003,1243,1,
217,10,2002,1228,1,
217,11,2008,1301,0,12.0
217,11,2003,1246,1,
217,11,1997,1173,1,
217,12,2011,1340,1,
217,12,2014,1379,1,
217,13,1997,1168,1,
217,13,1987,1051,1,
217,13,1986,1037,1,
217,14,2010,1321,0,10.0
217,14,2010,1321,1,
217,14,2004,1258,1,
217,14,2015,1389,1,
217,18,2010,1323,1,
217,18,2005,1262,1,
217,20,2014,1380,1,
217,26,2001,1220,1,
217,26,1989,1077,1,
217,27,2015,1384,1,
217,28,2013,1364,1,
217,29,1987,1049,1,
217,29,1984,1012,1,
217,29,2013,1368,1,
217,29,2011,1339,1,
217,29,2011,1337,1,
218,1,2008,1300,1,
218,1,2001,1216,1,
218,1,1994,1135,1,
218,1,1991,1101,1,
218,2,2011,1342,1,
218,2,2006,1273,1,
218,2,2000,1207,1,
218,2,1999,1189,1,
218,4,2012,1350,1,
218,5,1992,1105,1,
218,5,1990,1085,1,
218,5,1985,1029,1,
218,6,2011,1334,1,
218,6,2002,1227,1,
218,6,1999,1198,1,
218,6,1997,1172,1,
218,8,2012,1353,1,
218,8,2009,1318,0,60.0
218,8,2006,1275,1,
218,8,2003,1247,1,
218,8,1999,1192,1,
218,9,2012,1351,1,
218,9,2010,1321,1,
218,9,2006,1273,1,
218,9,2002,1232,1,
218,13,2015,1381,1,
218,13,2012,1350,1,
218,13,2011,1337,0,0.0
218,15,2003,1244,1,
218,15,1998,1188,1,
218,15,1995,1143,0,60.0
218,16,1997,1176,1,
218,16,1991,1104,1,
218,16,1988,1059,1,
218,16,1985,1024,1,
218,18,2008,1305,1,
218,18,2000,1206,1,
218,19,2015,1385,1,
218,19,2006,1280,1,
218,19,1997,1173,1,
218,19,1995,1144,0,7.0
218,22,2006,1283,1,
218,22,1996,1156,1,
218,23,2010,1322,1,
218,23,2008,1301,0,0.0
218,25,2006,1283,0,4.0
218,25,1993,1126,1,
218,29,2013,1364,1,
218,29,2009,1317,1,
218,29,2004,1255,1,
218,29,2001,1217,1,
219,1,2010,1331,1,
219,10,2009,1316,1,
219,10,1999,1189,1,
219,10,1996,1153,1,
219,10,1992,1114,1,
219,10,1989,1070,1,
219,15,2009,1320,0,0.0
219,15,2005,1271,1,
219,15,2001,1213,0,12.0
219,15,2005,1262,1,
219,15,2012,1355,1,
219,20,2009,1312,1,
219,20,2002,1227,1,
219,20,1995,1142,1,
219,20,1991,1102,1,
219,20,1988,1061,1,
219,26,2013,1358,1,
219,26,2010,1332,1,
219,26,2008,1306,1,
219,28,2013,1363,1,
220,2,2010,1327,1,
220,2,2000,1209,1,
220,4,2015,1383,1,
220,4,2012,1352,1,
220,4,2010,1325,0,1.0
220,5,1999,1189,1,
220,5,1997,1170,1,
220,5,1989,1079,1,
220,5,2005,1264,1,
220,7,2012,1353,0,3.0
220,7,2009,1312,1,
220,8,2014,1369,1,
220,8,2010,1331,1,
220,11,2010,1327,1,
220,11,2001,1218,1,
220,11,1998,1180,1,
220,13,2006,1282,1,
220,13,2001,1213,1,
220,14,1999,1193,1,
220,14,1993,1123,1,
220,14,1990,1089,1,
220,17,1996,1164,1,
220,18,2012,1352,1,
220,18,2010,1325,1,
220,21,2012,1345,1,
220,21,2002,1227,1,
220,21,1997,1172,1,
220,22,2009,1315,1,
220,24,2008,1304,0,60.0
220,24,2002,1231,1,
220,24,2006,1282,1,
220,24,2002,1235,1,
220,24,1999,1189,1,
220,24,1996,1153,1,
220,24,1993,1127,1,
220,26,2014,1372,1,
220,28,2005,1262,1,
220,28,2000,1202,1,
220,28,1996,1160,1,
221,2,2011,1344,1,
221,2,2009,1317,0,3.0
221,2,2006,1278,1,
221,2,2002,1233,1,
221,3,2010,1328,1,
221,3,2008,1298,1,
221,3,2005,1268,1,
221,3,2002,1236,1,
221,6,2002,1226,1,
221,6,2000,1212,1,
221,7,2009,1314,1,
221,7,2002,1227,1,
221,7,1995,1150,1,
221,7,2008,1297,1,
221,7,2005,1261,1,
221,7,1999,1196,1,
221,7,1997,1167,1,
221,7,1994,1134,1,
221,8,2013,1359,1,
221,8,2011,1336,1,
221,8,2005,1264,1,
221,8,2002,1227,1,
221,9,2001,1221,1,
221,9,2001,1221,1,
221,9,1997,1175,1,
221,12,2014,1374,1,
221,12,2010,1324,1,
